Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.016,0.42,—,—,—,—,—,2100,
CPB,71,✓✓,26.2%,-0.007,0.01,—,—,—,—,—,2100,
SJM,71,✓✓,25.1%,-0.000,0.31,—,—,—,—,—,2100,
CAG,71,✓✓,27.5%,+0.010,0.05,—,—,—,—,—,2100,
PFE,71,✓✓,25.3%,+0.014,0.01,—,—,—,—,—,2100,
BDX,71,✓✓,24.9%,-0.000,0.00,—,—,—,—,—,2100,
AMT,71,✓✓,27.5%,+0.022,0.20,—,—,—,—,—,2100,
CCI,71,✓✓,27.3%,+0.025,0.00,—,—,—,—,—,2100,
GIS,63,✓ ,22.9%,+0.031,0.34,—,—,—,—,—,2100,
HSY,63,✓ ,23.8%,+0.027,0.67,—,—,—,—,—,2100,
MKC,63,✓ ,25.4%,+0.093,0.08,—,—,—,—,—,2100,
MO,63,✓ ,24.2%,+0.007,0.62,—,—,—,—,—,2100,
BTI,63,✓ ,24.9%,+0.041,0.47,—,—,—,—,—,2100,
ES,63,✓ ,25.9%,+0.041,0.08,—,—,—,—,—,2100,
ABT,63,✓ ,24.7%,+0.000,0.70,—,—,—,—,—,2100,
MDT,63,✓ ,24.2%,+0.052,0.04,—,—,—,—,—,2100,
BMY,63,✓ ,25.0%,+0.036,0.16,—,—,—,—,—,2100,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2100,
CSCO,63,✓ ,26.9%,-0.017,0.68,—,—,—,—,—,2100,
SPG,60,✓ ,39.9%,-0.049,0.28,—,—,—,—,—,2100,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.3%,+0.016,0.07,—,—,—,—,—,2100,
ZTS,58,✓ ,28.9%,+0.028,0.40,—,—,—,—,—,2100,
MMM,58,✓ ,28.3%,+0.009,0.00,—,—,—,—,—,2100,
PG,56,✓ ,20.0%,+0.016,0.82,—,—,—,—,—,2100,
CL,56,✓ ,20.4%,+0.026,0.79,—,—,—,—,—,2100,
PM,56,✓ ,26.0%,+0.021,0.82,—,—,—,—,—,2100,
AEP,56,✓ ,22.1%,+0.011,0.78,—,—,—,—,—,2100,
JNJ,56,✓ ,19.5%,+0.019,0.76,—,—,—,—,—,2100,
MRK,56,✓ ,23.6%,+0.017,0.75,—,—,—,—,—,2100,
HON,56,✓ ,25.0%,+0.025,0.75,—,—,—,—,—,2100,
GLD,56,✓ ,16.7%,-0.018,0.81,—,—,—,—,—,2100,
NEE,55,✓ ,27.1%,+0.077,0.65,—,—,—,—,—,2100,
D,55,✓ ,24.9%,+0.063,0.02,—,—,—,—,—,2100,
XEL,55,✓ ,22.9%,+0.032,0.67,—,—,—,—,—,2100,
PPL,55,✓ ,24.1%,-0.004,0.68,—,—,—,—,—,2100,
O,55,✓ ,27.4%,+0.032,0.44,—,—,—,—,—,2100,
WPC,55,✓ ,27.5%,+0.074,0.41,—,—,—,—,—,2100,
EQR,55,✓ ,26.5%,+0.057,0.21,—,—,—,—,—,2100,
AVB,55,✓ ,26.3%,+0.030,0.41,—,—,—,—,—,2100,
MAA,55,✓ ,25.4%,-0.009,0.53,—,—,—,—,—,2100,
IWM,55,✓ ,24.5%,+0.050,0.65,—,—,—,—,—,2100,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2100,
AFL,53,✓ ,27.5%,-0.065,0.86,—,—,—,—,—,2100,
ABBV,51,✓ ,27.0%,+0.018,0.91,—,—,—,—,—,2100,
AMGN,51,✓ ,25.5%,+0.010,0.90,—,—,—,—,—,2100,
BRK-B,51,✓ ,20.6%,+0.022,0.92,—,—,—,—,—,2100,
V,51,✓ ,25.9%,+0.017,0.91,—,—,—,—,—,2100,
PGR,51,✓ ,26.0%,-0.016,0.95,—,—,—,—,—,2100,
FAST,51,✓ ,27.4%,+0.027,0.94,—,—,—,—,—,2100,
QQQ,51,✓ ,23.9%,+0.028,0.91,—,—,—,—,—,2100,
ELV,50,✓ ,32.6%,+0.029,0.51,—,—,—,—,—,2100,
NNN,50,✓ ,30.1%,+0.020,0.36,—,—,—,—,—,2100,
COLD,50,✓ ,32.0%,+0.067,0.10,—,—,—,—,—,2088,
WFC,50,✓ ,34.2%,+0.057,0.40,—,—,—,—,—,2100,
USB,50,✓ ,32.4%,+0.049,0.09,—,—,—,—,—,2100,
META,50,✓ ,41.8%,+0.004,0.63,—,—,—,—,—,2100,
INTC,50,✓ ,46.9%,+0.048,0.26,—,—,—,—,—,2100,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.060,0.71,—,—,—,—,—,2100,
WEC,48,~ ,22.9%,+0.003,0.73,—,—,—,—,—,2100,
IBM,48,~ ,27.3%,+0.040,0.77,—,—,—,—,—,2100,
FE,47,~ ,26.2%,+0.087,0.59,—,—,—,—,—,2100,
VNQ,47,~ ,22.2%,+0.057,0.59,—,—,—,—,—,2100,
