Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.018,0.44,—,—,—,—,—,2087,
GIS,71,✓✓,22.9%,+0.028,0.38,—,—,—,—,—,2087,
CPB,71,✓✓,26.3%,-0.008,0.02,—,—,—,—,—,2087,
SJM,71,✓✓,25.1%,-0.001,0.33,—,—,—,—,—,2087,
CAG,71,✓✓,27.5%,+0.008,0.04,—,—,—,—,—,2087,
PFE,71,✓✓,25.4%,+0.014,0.01,—,—,—,—,—,2087,
BDX,71,✓✓,24.7%,-0.004,0.00,—,—,—,—,—,2087,
ZTS,71,✓✓,27.6%,+0.030,0.42,—,—,—,—,—,2087,
AMT,71,✓✓,27.5%,+0.023,0.20,—,—,—,—,—,2087,
CCI,71,✓✓,27.3%,+0.026,0.00,—,—,—,—,—,2087,
HSY,63,✓ ,23.8%,+0.027,0.67,—,—,—,—,—,2087,
MKC,63,✓ ,25.4%,+0.090,0.10,—,—,—,—,—,2087,
MO,63,✓ ,24.0%,+0.007,0.62,—,—,—,—,—,2087,
BTI,63,✓ ,24.9%,+0.044,0.46,—,—,—,—,—,2087,
XEL,63,✓ ,22.9%,+0.030,0.66,—,—,—,—,—,2087,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2087,
MDT,63,✓ ,24.2%,+0.050,0.04,—,—,—,—,—,2087,
BMY,63,✓ ,25.0%,+0.035,0.15,—,—,—,—,—,2087,
TLT,63,✓ ,15.6%,+0.051,0.31,—,—,—,—,—,2087,
CSCO,63,✓ ,26.9%,-0.014,0.68,—,—,—,—,—,2087,
SPG,60,✓ ,40.0%,-0.049,0.27,—,—,—,—,—,2087,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.4%,+0.016,0.07,—,—,—,—,—,2087,
