Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
MMM,58,✓ ,28.3%,+0.009,0.00,—,—,—,—,—,2152,
ACN,58,✓ ,29.7%,+0.028,0.43,—,—,—,—,—,2153,
CL,56,✓ ,20.6%,+0.013,0.80,—,—,—,—,—,2152,
PM,56,✓ ,26.1%,+0.018,0.83,—,—,—,—,—,2153,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2152,
JNJ,56,✓ ,19.7%,+0.008,0.76,—,—,—,—,—,2153,
MRK,56,✓ ,23.8%,+0.008,0.77,—,—,—,—,—,2153,
GLD,56,✓ ,16.9%,-0.013,0.83,—,—,—,—,—,2153,
PEP,55,✓ ,21.0%,+0.050,0.69,—,—,—,—,—,2153,
BTI,55,✓ ,25.1%,+0.032,0.51,—,—,—,—,—,2152,
NEE,55,✓ ,26.9%,+0.078,0.67,—,—,—,—,—,2153,
XEL,55,✓ ,22.9%,+0.032,0.69,—,—,—,—,—,2152,
PPL,55,✓ ,24.0%,-0.003,0.70,—,—,—,—,—,2153,
O,55,✓ ,27.2%,+0.031,0.47,—,—,—,—,—,2153,
WPC,55,✓ ,27.4%,+0.073,0.45,—,—,—,—,—,2152,
AVB,55,✓ ,26.2%,+0.032,0.41,—,—,—,—,—,2152,
MAA,55,✓ ,25.3%,-0.010,0.52,—,—,—,—,—,2152,
IWM,55,✓ ,24.4%,+0.050,0.68,—,—,—,—,—,2153,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2152,
AFL,53,✓ ,27.3%,-0.064,0.87,—,—,—,—,—,2152,
ABBV,51,✓ ,27.0%,+0.018,0.92,—,—,—,—,—,2152,
AMGN,51,✓ ,25.5%,+0.011,0.91,—,—,—,—,—,2152,
BRK-B,51,✓ ,20.5%,+0.020,0.92,—,—,—,—,—,2153,
V,51,✓ ,25.8%,+0.016,0.91,—,—,—,—,—,2153,
PGR,51,✓ ,26.3%,-0.014,0.95,—,—,—,—,—,2153,
QQQ,51,✓ ,23.9%,+0.023,0.92,—,—,—,—,—,2153,
FAST,51,✓ ,27.3%,+0.027,0.95,—,—,—,—,—,2152,
NNN,50,✓ ,29.8%,+0.018,0.40,—,—,—,—,—,2152,
COLD,50,✓ ,32.2%,+0.058,0.13,—,—,—,—,—,2140,
WFC,50,✓ ,34.0%,+0.058,0.44,—,—,—,—,—,2153,
USB,50,✓ ,32.3%,+0.047,0.13,—,—,—,—,—,2152,
META,50,✓ ,41.9%,+0.005,0.65,—,—,—,—,—,2153,
INTC,50,✓ ,48.1%,+0.031,0.09,—,—,—,—,—,2153,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
WEC,48,~ ,22.8%,+0.003,0.75,—,—,—,—,—,2152,
HON,48,~ ,25.3%,+0.033,0.76,—,—,—,—,—,2152,
FE,47,~ ,26.0%,+0.085,0.62,—,—,—,—,—,2152,
VNQ,47,~ ,22.0%,+0.056,0.62,—,—,—,—,—,2152,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.3%,+0.022,0.49,—,—,—,—,—,2153,
COIN,46,~ ,84.2%,-0.007,0.09,—,—,—,—,—,1328,
PEG,43,~ ,22.9%,+0.065,0.87,—,—,—,—,—,2152,
CI,43,~ ,32.4%,+0.002,0.77,—,—,—,—,—,2152,
TRV,43,~ ,26.3%,+0.067,0.87,—,—,—,—,—,2152,
CB,43,~ ,25.3%,+0.090,0.91,—,—,—,—,—,2152,
ITW,43,~ ,25.1%,+0.041,0.88,—,—,—,—,—,2152,
DOV,43,~ ,27.8%,+0.045,0.87,—,—,—,—,—,2152,
ROK,43,~ ,33.1%,-0.001,0.79,—,—,—,—,—,2152,
WM,43,~ ,20.8%,+0.067,0.95,—,—,—,—,—,2152,
RSG,43,~ ,20.3%,+0.084,0.96,—,—,—,—,—,2152,
XLV,43,~ ,17.5%,+0.051,0.90,—,—,—,—,—,2153,
QCOM,43,~ ,41.2%,-0.016,0.76,—,—,—,—,—,2153,
ELV,42,~ ,32.8%,+0.030,0.50,—,—,—,—,—,2152,
BAC,42,~ ,31.6%,+0.051,0.64,—,—,—,—,—,2153,
EXC,40,~ ,24.9%,+0.119,0.80,—,—,—,—,—,2152,
ETR,40,~ ,25.3%,+0.058,0.79,—,—,—,—,—,2152,
STAG,40,~ ,27.7%,+0.110,0.79,—,—,—,—,—,2152,
XLF,40,~ ,23.2%,+0.052,0.84,—,—,—,—,—,2153,
MA,38,~ ,28.4%,-0.014,0.90,—,—,—,—,—,2152,
EMR,38,~ ,30.8%,+0.016,0.85,—,—,—,—,—,2152,
GOOGL,38,~ ,31.1%,-0.002,0.88,—,—,—,—,—,2153,
MSFT,38,~ ,28.7%,+0.026,0.91,—,—,—,—,—,2153,
AAPL,38,~ ,30.5%,+0.014,0.90,—,—,—,—,—,2153,
NVDA,38,~ ,50.5%,+0.018,0.93,—,—,—,—,—,2153,
ETH-USD,38,~ ,70.3%,+0.002,0.59,—,—,—,—,—,3131,
DUK,35,~ ,21.4%,+0.066,0.89,—,—,—,—,—,2152,
SO,35,~ ,23.0%,+0.054,0.95,—,—,—,—,—,2152,
SRE,35,~ ,26.4%,+0.057,0.85,—,—,—,—,—,2152,
BSX,35,~ ,28.9%,+0.033,0.72,—,—,—,—,—,2153,
PLD,35,~ ,28.4%,+0.059,0.71,—,—,—,—,—,2152,
VICI,35,~ ,30.1%,+0.028,0.83,—,—,—,—,—,2152,
JPM,35,~ ,28.7%,+0.070,0.83,—,—,—,—,—,2153,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.4%,+0.065,0.93,—,—,—,—,—,2153,
SCHD,35,~ ,17.9%,+0.063,0.91,—,—,—,—,—,2153,
XLP,35,~ ,15.7%,+0.034,0.93,—,—,—,—,—,2152,
XLU,35,~ ,20.2%,+0.071,0.89,—,—,—,—,—,2153,
XLI,35,~ ,21.3%,+0.061,0.90,—,—,—,—,—,2153,
DIA,35,~ ,18.8%,+0.069,0.93,—,—,—,—,—,2153,
IBM,35,~ ,30.1%,+0.037,0.78,—,—,—,—,—,2153,
TXN,35,~ ,33.4%,+0.063,0.81,—,—,—,—,—,2153,
AMD,31,~ ,56.2%,-0.001,0.82,—,—,—,—,—,2153,
AXP,30,~ ,33.5%,+0.003,0.88,—,—,—,—,—,2153,
GWW,30,~ ,28.7%,+0.035,0.95,—,—,—,—,—,2152,
PH,30,~ ,33.4%,+0.055,0.92,—,—,—,—,—,2152,
CTAS,30,~ ,28.2%,+0.024,0.95,—,—,—,—,—,2152,
ADI,30,~ ,34.6%,+0.044,0.92,—,—,—,—,—,2152,
PG,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
