Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.022,0.39,—,—,—,—,—,2119,
GIS,71,✓✓,22.9%,+0.029,0.30,—,—,—,—,—,2119,
CPB,71,✓✓,26.2%,-0.008,0.00,—,—,—,—,—,2119,
SJM,71,✓✓,25.1%,-0.003,0.30,—,—,—,—,—,2119,
CAG,71,✓✓,27.5%,+0.008,0.06,—,—,—,—,—,2119,
PFE,71,✓✓,25.2%,+0.016,0.01,—,—,—,—,—,2119,
BDX,71,✓✓,24.8%,+0.002,0.00,—,—,—,—,—,2119,
AMT,71,✓✓,27.5%,+0.023,0.19,—,—,—,—,—,2119,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2119,
HSY,63,✓ ,23.9%,+0.029,0.67,—,—,—,—,—,2119,
MKC,63,✓ ,25.4%,+0.093,0.06,—,—,—,—,—,2119,
MO,63,✓ ,24.2%,+0.002,0.63,—,—,—,—,—,2119,
BTI,63,✓ ,25.0%,+0.043,0.48,—,—,—,—,—,2119,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2119,
ABT,63,✓ ,24.8%,-0.001,0.67,—,—,—,—,—,2119,
MDT,63,✓ ,24.3%,+0.048,0.03,—,—,—,—,—,2119,
BMY,63,✓ ,25.0%,+0.038,0.17,—,—,—,—,—,2119,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2119,
TLT,63,✓ ,15.5%,+0.050,0.32,—,—,—,—,—,2119,
CSCO,63,✓ ,27.4%,-0.011,0.67,—,—,—,—,—,2119,
SPG,60,✓ ,39.8%,-0.050,0.30,—,—,—,—,—,2119,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.2%,+0.016,0.07,—,—,—,—,—,2119,
ZTS,58,✓ ,28.9%,+0.016,0.34,—,—,—,—,—,2119,
MMM,58,✓ ,28.2%,+0.011,0.00,—,—,—,—,—,2119,
CL,56,✓ ,20.5%,+0.023,0.79,—,—,—,—,—,2119,
PG,56,✓ ,20.1%,+0.010,0.81,—,—,—,—,—,2119,
PM,56,✓ ,26.0%,+0.022,0.83,—,—,—,—,—,2119,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2119,
JNJ,56,✓ ,19.5%,+0.016,0.76,—,—,—,—,—,2119,
MRK,56,✓ ,23.7%,+0.011,0.76,—,—,—,—,—,2119,
HON,56,✓ ,25.0%,+0.026,0.76,—,—,—,—,—,2119,
GLD,56,✓ ,16.7%,-0.017,0.82,—,—,—,—,—,2119,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2119,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2119,
XEL,55,✓ ,22.9%,+0.032,0.68,—,—,—,—,—,2119,
PPL,55,✓ ,24.1%,-0.002,0.68,—,—,—,—,—,2119,
O,55,✓ ,27.3%,+0.032,0.45,—,—,—,—,—,2119,
WPC,55,✓ ,27.4%,+0.074,0.42,—,—,—,—,—,2119,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2119,
MAA,55,✓ ,25.4%,-0.009,0.52,—,—,—,—,—,2119,
IWM,55,✓ ,24.5%,+0.049,0.66,—,—,—,—,—,2119,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2119,
AFL,53,✓ ,27.5%,-0.065,0.87,—,—,—,—,—,2119,
ABBV,51,✓ ,26.9%,+0.019,0.91,—,—,—,—,—,2119,
AMGN,51,✓ ,25.5%,+0.012,0.90,—,—,—,—,—,2119,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2119,
V,51,✓ ,25.8%,+0.017,0.91,—,—,—,—,—,2119,
PGR,51,✓ ,26.0%,-0.017,0.95,—,—,—,—,—,2119,
FAST,51,✓ ,27.3%,+0.027,0.94,—,—,—,—,—,2119,
QQQ,51,✓ ,23.9%,+0.028,0.92,—,—,—,—,—,2119,
NNN,50,✓ ,30.0%,+0.019,0.38,—,—,—,—,—,2119,
COLD,50,✓ ,32.0%,+0.060,0.11,—,—,—,—,—,2107,
WFC,50,✓ ,34.2%,+0.058,0.41,—,—,—,—,—,2119,
USB,50,✓ ,32.4%,+0.048,0.10,—,—,—,—,—,2119,
META,50,✓ ,41.8%,+0.005,0.64,—,—,—,—,—,2119,
INTC,50,✓ ,47.3%,+0.036,0.18,—,—,—,—,—,2119,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.060,0.71,—,—,—,—,—,2119,
WEC,48,~ ,22.8%,+0.003,0.74,—,—,—,—,—,2119,
FE,47,~ ,26.1%,+0.087,0.60,—,—,—,—,—,2119,
VNQ,47,~ ,22.1%,+0.057,0.60,—,—,—,—,—,2119,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.5%,+0.018,0.48,—,—,—,—,—,2119,
COIN,46,~ ,84.8%,-0.008,0.10,—,—,—,—,—,1294,
PEG,43,~ ,23.0%,+0.065,0.86,—,—,—,—,—,2119,
CI,43,~ ,32.5%,+0.003,0.77,—,—,—,—,—,2119,
TRV,43,~ ,26.2%,+0.062,0.87,—,—,—,—,—,2119,
EMR,43,~ ,30.7%,+0.015,0.84,—,—,—,—,—,2119,
ITW,43,~ ,25.1%,+0.044,0.87,—,—,—,—,—,2119,
DOV,43,~ ,27.7%,+0.051,0.86,—,—,—,—,—,2119,
ROK,43,~ ,33.1%,+0.002,0.78,—,—,—,—,—,2119,
WM,43,~ ,20.7%,+0.070,0.95,—,—,—,—,—,2119,
RSG,43,~ ,20.2%,+0.089,0.97,—,—,—,—,—,2119,
XLV,43,~ ,17.5%,+0.055,0.90,—,—,—,—,—,2119,
QCOM,43,~ ,40.8%,-0.003,0.75,—,—,—,—,—,2119,
ELV,42,~ ,32.6%,+0.031,0.51,—,—,—,—,—,2119,
BAC,42,~ ,31.7%,+0.049,0.62,—,—,—,—,—,2119,
ACN,42,~ ,28.5%,+0.032,0.54,—,—,—,—,—,2119,
EXC,40,~ ,24.9%,+0.121,0.79,—,—,—,—,—,2119,
SRE,40,~ ,26.5%,+0.057,0.85,—,—,—,—,—,2119,
ETR,40,~ ,25.4%,+0.056,0.78,—,—,—,—,—,2119,
STAG,40,~ ,27.7%,+0.112,0.78,—,—,—,—,—,2119,
XLF,40,~ ,23.4%,+0.052,0.83,—,—,—,—,—,2119,
MA,38,~ ,28.5%,-0.013,0.90,—,—,—,—,—,2119,
GOOGL,38,~ ,31.0%,-0.001,0.88,—,—,—,—,—,2119,
MSFT,38,~ ,28.6%,+0.023,0.92,—,—,—,—,—,2119,
AAPL,38,~ ,30.4%,+0.019,0.90,—,—,—,—,—,2119,
ETH-USD,38,~ ,70.7%,+0.002,0.60,—,—,—,—,—,3081,
NVDA,38,~ ,50.7%,+0.017,0.92,—,—,—,—,—,2119,
DUK,35,~ ,21.5%,+0.068,0.89,—,—,—,—,—,2119,
SO,35,~ ,23.1%,+0.056,0.94,—,—,—,—,—,2119,
BSX,35,~ ,28.9%,+0.035,0.77,—,—,—,—,—,2119,
PLD,35,~ ,28.4%,+0.059,0.70,—,—,—,—,—,2119,
CB,35,~ ,25.2%,+0.092,0.91,—,—,—,—,—,2119,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.5%,+0.065,0.92,—,—,—,—,—,2119,
SCHD,35,~ ,17.9%,+0.065,0.91,—,—,—,—,—,2119,
XLP,35,~ ,15.6%,+0.043,0.93,—,—,—,—,—,2119,
XLU,35,~ ,20.3%,+0.071,0.89,—,—,—,—,—,2119,
XLI,35,~ ,21.3%,+0.063,0.90,—,—,—,—,—,2119,
DIA,35,~ ,18.9%,+0.067,0.93,—,—,—,—,—,2119,
IBM,35,~ ,28.2%,+0.047,0.77,—,—,—,—,—,2119,
TXN,35,~ ,32.9%,+0.082,0.81,—,—,—,—,—,2119,
AMD,31,~ ,55.8%,+0.011,0.81,—,—,—,—,—,2119,
AXP,30,~ ,33.6%,+0.000,0.88,—,—,—,—,—,2119,
PH,30,~ ,33.5%,+0.056,0.92,—,—,—,—,—,2119,
GWW,30,~ ,28.8%,+0.036,0.94,—,—,—,—,—,2119,
CTAS,30,~ ,28.0%,+0.026,0.95,—,—,—,—,—,2119,
ADI,30,~ ,34.4%,+0.057,0.92,—,—,—,—,—,2119,
VICI,27,✗ ,30.2%,+0.031,0.83,—,—,—,—,—,2119,
JPM,27,✗ ,28.8%,+0.069,0.82,—,—,—,—,—,2119,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
