Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.021,0.38,—,—,—,—,—,2130,
GIS,71,✓✓,22.9%,+0.029,0.27,—,—,—,—,—,2130,
CPB,71,✓✓,26.3%,-0.015,0.00,—,—,—,—,—,2130,
SJM,71,✓✓,25.3%,-0.004,0.31,—,—,—,—,—,2130,
CAG,71,✓✓,27.6%,+0.006,0.07,—,—,—,—,—,2130,
PFE,71,✓✓,25.2%,+0.016,0.01,—,—,—,—,—,2130,
BDX,71,✓✓,24.9%,+0.002,0.00,—,—,—,—,—,2130,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2130,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2130,
HSY,63,✓ ,24.0%,+0.028,0.67,—,—,—,—,—,2130,
MKC,63,✓ ,25.4%,+0.089,0.04,—,—,—,—,—,2130,
BTI,63,✓ ,25.0%,+0.040,0.49,—,—,—,—,—,2130,
MO,63,✓ ,24.2%,+0.002,0.64,—,—,—,—,—,2130,
ES,63,✓ ,25.8%,+0.042,0.09,—,—,—,—,—,2130,
ABT,63,✓ ,24.8%,+0.001,0.66,—,—,—,—,—,2130,
MDT,63,✓ ,24.3%,+0.047,0.03,—,—,—,—,—,2130,
BMY,63,✓ ,25.0%,+0.039,0.17,—,—,—,—,—,2130,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2130,
TLT,63,✓ ,15.5%,+0.052,0.33,—,—,—,—,—,2130,
CSCO,63,✓ ,27.4%,-0.010,0.66,—,—,—,—,—,2130,
SPG,60,✓ ,39.7%,-0.049,0.31,—,—,—,—,—,2130,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2130,
ZTS,58,✓ ,29.0%,+0.016,0.31,—,—,—,—,—,2130,
MMM,58,✓ ,28.2%,+0.013,0.00,—,—,—,—,—,2130,
CL,56,✓ ,20.5%,+0.020,0.79,—,—,—,—,—,2130,
PG,56,✓ ,20.1%,+0.012,0.81,—,—,—,—,—,2130,
