Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.016,0.36,—,—,—,—,—,2162,
GIS,71,✓✓,23.3%,+0.016,0.22,—,—,—,—,—,2162,
CPB,71,✓✓,26.5%,-0.014,0.00,—,—,—,—,—,2162,
CAG,71,✓✓,27.8%,-0.002,0.10,—,—,—,—,—,2162,
SJM,71,✓✓,25.5%,-0.010,0.31,—,—,—,—,—,2162,
PFE,71,✓✓,25.2%,+0.012,0.01,—,—,—,—,—,2162,
BDX,71,✓✓,25.0%,-0.000,0.01,—,—,—,—,—,2162,
AMT,71,✓✓,27.6%,+0.013,0.18,—,—,—,—,—,2162,
CCI,71,✓✓,27.6%,+0.016,0.00,—,—,—,—,—,2162,
HSY,63,✓ ,24.0%,+0.023,0.66,—,—,—,—,—,2162,
MKC,63,✓ ,25.5%,+0.083,0.03,—,—,—,—,—,2162,
MO,63,✓ ,24.4%,+0.001,0.65,—,—,—,—,—,2162,
D,63,✓ ,25.0%,+0.065,0.00,—,—,—,—,—,2162,
ES,63,✓ ,25.8%,+0.041,0.10,—,—,—,—,—,2162,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2162,
MDT,63,✓ ,24.4%,+0.048,0.03,—,—,—,—,—,2162,
BMY,63,✓ ,25.2%,+0.033,0.18,—,—,—,—,—,2162,
EQR,63,✓ ,26.3%,+0.056,0.23,—,—,—,—,—,2162,
TLT,63,✓ ,15.4%,+0.051,0.34,—,—,—,—,—,2162,
CSCO,63,✓ ,27.6%,-0.014,0.66,—,—,—,—,—,2162,
SPG,60,✓ ,39.5%,-0.049,0.33,—,—,—,—,—,2162,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.8%,+0.016,0.07,—,—,—,—,—,2162,
ZTS,58,✓ ,29.0%,+0.013,0.23,—,—,—,—,—,2162,
MMM,58,✓ ,28.2%,+0.013,0.00,—,—,—,—,—,2162,
INTC,58,✓ ,48.4%,+0.026,0.07,—,—,—,—,—,2162,
CL,56,✓ ,20.6%,+0.014,0.80,—,—,—,—,—,2162,
PG,56,✓ ,20.1%,+0.008,0.80,—,—,—,—,—,2162,
PM,56,✓ ,26.1%,+0.019,0.84,—,—,—,—,—,2162,
AEP,56,✓ ,22.1%,+0.012,0.80,—,—,—,—,—,2162,
JNJ,56,✓ ,19.7%,+0.006,0.76,—,—,—,—,—,2162,
MRK,56,✓ ,23.8%,+0.007,0.77,—,—,—,—,—,2162,
GLD,56,✓ ,17.0%,-0.015,0.83,—,—,—,—,—,2162,
PEP,55,✓ ,21.0%,+0.050,0.69,—,—,—,—,—,2162,
NEE,55,✓ ,26.9%,+0.078,0.67,—,—,—,—,—,2162,
BTI,55,✓ ,25.2%,+0.033,0.51,—,—,—,—,—,2162,
XEL,55,✓ ,22.8%,+0.031,0.69,—,—,—,—,—,2162,
O,55,✓ ,27.2%,+0.031,0.48,—,—,—,—,—,2162,
