Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.022,0.38,—,—,—,—,—,2128,
GIS,71,✓✓,22.9%,+0.029,0.28,—,—,—,—,—,2128,
CPB,71,✓✓,26.3%,-0.011,0.00,—,—,—,—,—,2128,
SJM,71,✓✓,25.3%,-0.004,0.31,—,—,—,—,—,2128,
CAG,71,✓✓,27.5%,+0.007,0.07,—,—,—,—,—,2128,
PFE,71,✓✓,25.2%,+0.015,0.01,—,—,—,—,—,2128,
BDX,71,✓✓,24.8%,+0.002,0.00,—,—,—,—,—,2128,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2128,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2128,
HSY,63,✓ ,23.9%,+0.028,0.67,—,—,—,—,—,2128,
MKC,63,✓ ,25.4%,+0.090,0.05,—,—,—,—,—,2128,
MO,63,✓ ,24.2%,+0.003,0.64,—,—,—,—,—,2128,
BTI,63,✓ ,25.0%,+0.041,0.49,—,—,—,—,—,2128,
ES,63,✓ ,25.8%,+0.042,0.09,—,—,—,—,—,2128,
ABT,63,✓ ,24.8%,+0.000,0.66,—,—,—,—,—,2128,
MDT,63,✓ ,24.3%,+0.047,0.03,—,—,—,—,—,2128,
BMY,63,✓ ,25.0%,+0.039,0.17,—,—,—,—,—,2128,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2128,
TLT,63,✓ ,15.5%,+0.051,0.33,—,—,—,—,—,2128,
CSCO,63,✓ ,27.4%,-0.011,0.66,—,—,—,—,—,2128,
SPG,60,✓ ,39.7%,-0.049,0.31,—,—,—,—,—,2128,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2128,
ZTS,58,✓ ,29.0%,+0.016,0.31,—,—,—,—,—,2128,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2128,
CL,56,✓ ,20.5%,+0.019,0.79,—,—,—,—,—,2128,
PG,56,✓ ,20.1%,+0.011,0.81,—,—,—,—,—,2128,
PM,56,✓ ,26.0%,+0.022,0.83,—,—,—,—,—,2128,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2128,
JNJ,56,✓ ,19.5%,+0.016,0.76,—,—,—,—,—,2128,
MRK,56,✓ ,23.7%,+0.012,0.76,—,—,—,—,—,2128,
HON,56,✓ ,25.1%,+0.027,0.76,—,—,—,—,—,2128,
GLD,56,✓ ,16.8%,-0.010,0.82,—,—,—,—,—,2128,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2128,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2128,
XEL,55,✓ ,22.9%,+0.033,0.68,—,—,—,—,—,2128,
PPL,55,✓ ,24.0%,-0.002,0.69,—,—,—,—,—,2128,
O,55,✓ ,27.3%,+0.032,0.46,—,—,—,—,—,2128,
WPC,55,✓ ,27.4%,+0.074,0.43,—,—,—,—,—,2128,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2128,
MAA,55,✓ ,25.4%,-0.009,0.52,—,—,—,—,—,2128,
IWM,55,✓ ,24.5%,+0.051,0.67,—,—,—,—,—,2128,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2128,
AFL,53,✓ ,27.4%,-0.064,0.87,—,—,—,—,—,2128,
ABBV,51,✓ ,27.0%,+0.022,0.91,—,—,—,—,—,2128,
AMGN,51,✓ ,25.5%,+0.013,0.90,—,—,—,—,—,2128,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2128,
V,51,✓ ,25.8%,+0.017,0.91,—,—,—,—,—,2128,
PGR,51,✓ ,25.9%,-0.017,0.95,—,—,—,—,—,2128,
FAST,51,✓ ,27.3%,+0.028,0.94,—,—,—,—,—,2128,
NNN,50,✓ ,29.9%,+0.020,0.38,—,—,—,—,—,2128,
COLD,50,✓ ,32.0%,+0.062,0.12,—,—,—,—,—,2116,
WFC,50,✓ ,34.1%,+0.059,0.42,—,—,—,—,—,2128,
USB,50,✓ ,32.4%,+0.048,0.11,—,—,—,—,—,2128,
META,50,✓ ,41.8%,+0.005,0.64,—,—,—,—,—,2128,
INTC,50,✓ ,47.6%,+0.040,0.15,—,—,—,—,—,2128,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.059,0.70,—,—,—,—,—,2128,
WEC,48,~ ,22.8%,+0.003,0.74,—,—,—,—,—,2128,
FE,47,~ ,26.1%,+0.086,0.60,—,—,—,—,—,2128,
VNQ,47,~ ,22.1%,+0.058,0.60,—,—,—,—,—,2128,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
COIN,46,~ ,84.6%,-0.006,0.10,—,—,—,—,—,1303,
SHOP,46,~ ,61.4%,+0.019,0.48,—,—,—,—,—,2128,
PEG,43,~ ,23.0%,+0.066,0.86,—,—,—,—,—,2128,
CI,43,~ ,32.4%,+0.003,0.77,—,—,—,—,—,2128,
CB,43,~ ,25.2%,+0.092,0.91,—,—,—,—,—,2128,
TRV,43,~ ,26.2%,+0.061,0.87,—,—,—,—,—,2128,
EMR,43,~ ,30.7%,+0.017,0.85,—,—,—,—,—,2128,
ITW,43,~ ,25.1%,+0.045,0.87,—,—,—,—,—,2128,
