Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.016,0.34,—,—,—,—,—,2191,
GIS,71,✓✓,23.4%,+0.013,0.19,—,—,—,—,—,2192,
CPB,71,✓✓,26.7%,-0.016,0.01,—,—,—,—,—,2191,
SJM,71,✓✓,25.5%,-0.007,0.33,—,—,—,—,—,2191,
CAG,71,✓✓,27.7%,-0.003,0.12,—,—,—,—,—,2191,
PFE,71,✓✓,25.1%,+0.010,0.01,—,—,—,—,—,2191,
BDX,71,✓✓,25.0%,-0.001,0.00,—,—,—,—,—,2191,
AMT,71,✓✓,27.5%,+0.015,0.17,—,—,—,—,—,2191,
CCI,71,✓✓,27.5%,+0.018,0.01,—,—,—,—,—,2191,
HSY,63,✓ ,24.0%,+0.023,0.65,—,—,—,—,—,2191,
MKC,63,✓ ,25.5%,+0.079,0.02,—,—,—,—,—,2191,
MO,63,✓ ,24.4%,-0.002,0.67,—,—,—,—,—,2191,
D,63,✓ ,24.8%,+0.065,0.00,—,—,—,—,—,2191,
ES,63,✓ ,25.7%,+0.039,0.11,—,—,—,—,—,2191,
MDT,63,✓ ,24.4%,+0.049,0.04,—,—,—,—,—,2191,
ABT,63,✓ ,25.0%,-0.000,0.64,—,—,—,—,—,2191,
BMY,63,✓ ,25.1%,+0.031,0.21,—,—,—,—,—,2191,
MAA,63,✓ ,25.2%,-0.011,0.51,—,—,—,—,—,2191,
TLT,63,✓ ,15.3%,+0.049,0.35,—,—,—,—,—,2192,
CSCO,63,✓ ,27.7%,-0.016,0.67,—,—,—,—,—,2192,
SPG,60,✓ ,39.3%,-0.049,0.35,—,—,—,—,—,2191,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.5%,+0.016,0.06,—,—,—,—,—,2191,
ZTS,58,✓ ,29.0%,+0.016,0.17,—,—,—,—,—,2191,
ELV,58,✓ ,32.7%,+0.030,0.50,—,—,—,—,—,2191,
MMM,58,✓ ,28.1%,+0.014,0.01,—,—,—,—,—,2191,
INTC,58,✓ ,48.6%,+0.018,0.04,—,—,—,—,—,2192,
ACN,58,✓ ,30.0%,+0.029,0.38,—,—,—,—,—,2191,
PG,56,✓ ,20.0%,+0.006,0.79,—,—,—,—,—,2191,
CL,56,✓ ,20.5%,+0.011,0.81,—,—,—,—,—,2191,
PM,56,✓ ,26.0%,+0.016,0.84,—,—,—,—,—,2191,
AEP,56,✓ ,22.0%,+0.011,0.80,—,—,—,—,—,2191,
JNJ,56,✓ ,19.7%,+0.004,0.76,—,—,—,—,—,2191,
MRK,56,✓ ,24.1%,+0.005,0.78,—,—,—,—,—,2191,
GLD,56,✓ ,17.1%,-0.017,0.83,—,—,—,—,—,2192,
PEP,55,✓ ,20.9%,+0.050,0.67,—,—,—,—,—,2191,
BTI,55,✓ ,25.1%,+0.033,0.53,—,—,—,—,—,2191,
NEE,55,✓ ,26.8%,+0.079,0.67,—,—,—,—,—,2191,
O,55,✓ ,27.1%,+0.031,0.49,—,—,—,—,—,2191,
WPC,55,✓ ,27.2%,+0.073,0.47,—,—,—,—,—,2191,
IWM,55,✓ ,24.2%,+0.050,0.69,—,—,—,—,—,2192,
IEF,54,✓ ,6.9%,+0.021,0.00,—,—,—,—,—,2191,
AFL,53,✓ ,27.2%,-0.066,0.88,—,—,—,—,—,2191,
ABBV,51,✓ ,27.0%,+0.017,0.92,—,—,—,—,—,2191,
AMGN,51,✓ ,25.8%,+0.014,0.91,—,—,—,—,—,2191,
BRK-B,51,✓ ,20.4%,+0.018,0.92,—,—,—,—,—,2191,
V,51,✓ ,25.6%,+0.015,0.92,—,—,—,—,—,2191,
PGR,51,✓ ,26.2%,-0.021,0.95,—,—,—,—,—,2191,
CTAS,51,✓ ,28.0%,+0.022,0.95,—,—,—,—,—,2191,
FAST,51,✓ ,27.2%,+0.027,0.95,—,—,—,—,—,2191,
QQQ,51,✓ ,23.8%,+0.020,0.92,—,—,—,—,—,2192,
COLD,50,✓ ,32.2%,+0.057,0.15,—,—,—,—,—,2179,
NNN,50,✓ ,29.7%,+0.019,0.42,—,—,—,—,—,2191,
WFC,50,✓ ,33.9%,+0.057,0.46,—,—,—,—,—,2191,
USB,50,✓ ,32.1%,+0.047,0.17,—,—,—,—,—,2191,
META,50,✓ ,42.0%,+0.008,0.66,—,—,—,—,—,2192,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
XEL,48,~ ,22.8%,+0.031,0.70,—,—,—,—,—,2191,
WEC,48,~ ,22.7%,-0.001,0.76,—,—,—,—,—,2191,
PPL,48,~ ,23.9%,-0.004,0.71,—,—,—,—,—,2191,
HON,48,~ ,25.3%,+0.032,0.77,—,—,—,—,—,2191,
FE,47,~ ,25.9%,+0.084,0.63,—,—,—,—,—,2191,
VNQ,47,~ ,21.9%,+0.056,0.63,—,—,—,—,—,2191,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.4%,+0.023,0.50,—,—,—,—,—,2192,
COIN,46,~ ,84.3%,-0.007,0.09,—,—,—,—,—,1367,
PEG,43,~ ,22.8%,+0.064,0.87,—,—,—,—,—,2191,
CI,43,~ ,32.3%,+0.000,0.77,—,—,—,—,—,2191,
TRV,43,~ ,26.2%,+0.063,0.87,—,—,—,—,—,2191,
CB,43,~ ,25.2%,+0.086,0.92,—,—,—,—,—,2191,
ITW,43,~ ,25.0%,+0.045,0.88,—,—,—,—,—,2191,
DOV,43,~ ,27.7%,+0.039,0.87,—,—,—,—,—,2191,
ROK,43,~ ,33.1%,-0.003,0.80,—,—,—,—,—,2191,
WM,43,~ ,20.7%,+0.059,0.95,—,—,—,—,—,2191,
RSG,43,~ ,20.2%,+0.079,0.96,—,—,—,—,—,2191,
XLV,43,~ ,17.5%,+0.048,0.91,—,—,—,—,—,2191,
QCOM,43,~ ,41.3%,-0.017,0.76,—,—,—,—,—,2192,
BSX,42,~ ,29.1%,+0.037,0.68,—,—,—,—,—,2191,
BAC,42,~ ,31.4%,+0.050,0.66,—,—,—,—,—,2192,
EXC,40,~ ,24.8%,+0.118,0.81,—,—,—,—,—,2191,
ETR,40,~ ,25.2%,+0.056,0.80,—,—,—,—,—,2191,
STAG,40,~ ,27.5%,+0.110,0.79,—,—,—,—,—,2191,
XLF,40,~ ,23.1%,+0.052,0.85,—,—,—,—,—,2192,
MA,38,~ ,28.3%,-0.014,0.91,—,—,—,—,—,2191,
EMR,38,~ ,30.7%,+0.017,0.86,—,—,—,—,—,2191,
MSFT,38,~ ,29.1%,+0.028,0.91,—,—,—,—,—,2192,
AAPL,38,~ ,30.5%,+0.010,0.91,—,—,—,—,—,2192,
GOOGL,38,~ ,31.1%,+0.000,0.89,—,—,—,—,—,2192,
NVDA,38,~ ,50.3%,+0.015,0.93,—,—,—,—,—,2192,
ETH-USD,38,~ ,70.0%,+0.002,0.58,—,—,—,—,—,3188,
DUK,35,~ ,21.3%,+0.065,0.90,—,—,—,—,—,2191,
SO,35,~ ,22.9%,+0.054,0.95,—,—,—,—,—,2191,
SRE,35,~ ,26.3%,+0.053,0.86,—,—,—,—,—,2191,
PLD,35,~ ,28.3%,+0.059,0.72,—,—,—,—,—,2191,
VICI,35,~ ,30.0%,+0.028,0.81,—,—,—,—,—,2191,
JPM,35,~ ,28.5%,+0.069,0.84,—,—,—,—,—,2192,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.3%,+0.065,0.93,—,—,—,—,—,2191,
XLP,35,~ ,15.6%,+0.033,0.94,—,—,—,—,—,2191,
SCHD,35,~ ,17.8%,+0.063,0.92,—,—,—,—,—,2192,
XLU,35,~ ,20.1%,+0.069,0.90,—,—,—,—,—,2191,
XLI,35,~ ,21.2%,+0.062,0.90,—,—,—,—,—,2191,
DIA,35,~ ,18.7%,+0.069,0.93,—,—,—,—,—,2191,
IBM,35,~ ,30.1%,+0.037,0.79,—,—,—,—,—,2191,
TXN,35,~ ,33.3%,+0.061,0.82,—,—,—,—,—,2191,
AMD,31,~ ,56.4%,-0.007,0.83,—,—,—,—,—,2192,
AXP,30,~ ,33.3%,+0.005,0.89,—,—,—,—,—,2191,
GWW,30,~ ,28.6%,+0.033,0.95,—,—,—,—,—,2191,
PH,30,~ ,33.3%,+0.054,0.93,—,—,—,—,—,2191,
ADI,30,~ ,34.6%,+0.041,0.92,—,—,—,—,—,2191,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
EQR,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,1,Histórico insuficiente
AVB,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,27,Histórico insuficiente
