Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.020,0.37,—,—,—,—,—,2140,
GIS,71,✓✓,23.2%,+0.025,0.26,—,—,—,—,—,2140,
CPB,71,✓✓,26.4%,-0.014,0.00,—,—,—,—,—,2140,
SJM,71,✓✓,25.4%,-0.009,0.31,—,—,—,—,—,2140,
CAG,71,✓✓,27.7%,+0.002,0.08,—,—,—,—,—,2140,
PFE,71,✓✓,25.2%,+0.013,0.01,—,—,—,—,—,2140,
BDX,71,✓✓,24.9%,+0.004,0.01,—,—,—,—,—,2140,
AMT,71,✓✓,27.6%,+0.016,0.19,—,—,—,—,—,2140,
CCI,71,✓✓,27.5%,+0.017,0.00,—,—,—,—,—,2140,
HSY,63,✓ ,24.0%,+0.025,0.67,—,—,—,—,—,2140,
MKC,63,✓ ,25.5%,+0.084,0.04,—,—,—,—,—,2140,
MO,63,✓ ,24.2%,-0.000,0.64,—,—,—,—,—,2140,
BTI,63,✓ ,25.0%,+0.038,0.50,—,—,—,—,—,2140,
ES,63,✓ ,25.8%,+0.042,0.09,—,—,—,—,—,2140,
ABT,63,✓ ,24.8%,+0.000,0.65,—,—,—,—,—,2140,
BMY,63,✓ ,25.1%,+0.036,0.17,—,—,—,—,—,2140,
MDT,63,✓ ,24.4%,+0.047,0.03,—,—,—,—,—,2140,
EQR,63,✓ ,26.4%,+0.056,0.22,—,—,—,—,—,2140,
TLT,63,✓ ,15.4%,+0.051,0.33,—,—,—,—,—,2140,
CSCO,63,✓ ,27.5%,-0.012,0.66,—,—,—,—,—,2140,
SPG,60,✓ ,39.7%,-0.049,0.32,—,—,—,—,—,2140,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.0%,+0.016,0.07,—,—,—,—,—,2140,
ZTS,58,✓ ,29.0%,+0.016,0.28,—,—,—,—,—,2140,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2140,
CL,56,✓ ,20.5%,+0.017,0.80,—,—,—,—,—,2140,
PG,56,✓ ,20.1%,+0.011,0.81,—,—,—,—,—,2140,
PM,56,✓ ,26.0%,+0.022,0.83,—,—,—,—,—,2140,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2140,
JNJ,56,✓ ,19.6%,+0.011,0.76,—,—,—,—,—,2140,
MRK,56,✓ ,23.8%,+0.011,0.76,—,—,—,—,—,2140,
GLD,56,✓ ,16.9%,-0.012,0.82,—,—,—,—,—,2140,
PEP,55,✓ ,21.0%,+0.056,0.70,—,—,—,—,—,2140,
NEE,55,✓ ,27.0%,+0.077,0.66,—,—,—,—,—,2140,
D,55,✓ ,25.0%,+0.065,0.01,—,—,—,—,—,2140,
XEL,55,✓ ,22.9%,+0.032,0.69,—,—,—,—,—,2140,
PPL,55,✓ ,24.0%,-0.002,0.69,—,—,—,—,—,2140,
O,55,✓ ,27.3%,+0.032,0.46,—,—,—,—,—,2140,
WPC,55,✓ ,27.4%,+0.073,0.44,—,—,—,—,—,2140,
MAA,55,✓ ,25.4%,-0.011,0.52,—,—,—,—,—,2140,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2140,
IWM,55,✓ ,24.5%,+0.050,0.67,—,—,—,—,—,2140,
IEF,54,✓ ,6.9%,+0.024,0.00,—,—,—,—,—,2140,
AFL,53,✓ ,27.4%,-0.065,0.87,—,—,—,—,—,2140,
ABBV,51,✓ ,27.0%,+0.019,0.91,—,—,—,—,—,2140,
AMGN,51,✓ ,25.5%,+0.012,0.91,—,—,—,—,—,2140,
BRK-B,51,✓ ,20.5%,+0.020,0.92,—,—,—,—,—,2140,
V,51,✓ ,25.8%,+0.017,0.91,—,—,—,—,—,2140,
PGR,51,✓ ,26.0%,-0.019,0.95,—,—,—,—,—,2140,
FAST,51,✓ ,27.3%,+0.027,0.95,—,—,—,—,—,2140,
QQQ,51,✓ ,23.9%,+0.024,0.92,—,—,—,—,—,2140,
ELV,50,✓ ,32.7%,+0.027,0.51,—,—,—,—,—,2140,
NNN,50,✓ ,29.9%,+0.019,0.39,—,—,—,—,—,2140,
COLD,50,✓ ,32.1%,+0.060,0.12,—,—,—,—,—,2128,
WFC,50,✓ ,34.1%,+0.059,0.43,—,—,—,—,—,2140,
USB,50,✓ ,32.3%,+0.048,0.12,—,—,—,—,—,2140,
META,50,✓ ,41.9%,+0.009,0.64,—,—,—,—,—,2140,
INTC,50,✓ ,47.9%,+0.033,0.11,—,—,—,—,—,2140,
ACN,50,✓ ,29.5%,+0.032,0.47,—,—,—,—,—,2140,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
WEC,48,~ ,22.8%,+0.003,0.74,—,—,—,—,—,2140,
HON,48,~ ,25.3%,+0.031,0.76,—,—,—,—,—,2140,
FE,47,~ ,26.1%,+0.086,0.61,—,—,—,—,—,2140,
VNQ,47,~ ,22.1%,+0.057,0.61,—,—,—,—,—,2140,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.3%,+0.022,0.48,—,—,—,—,—,2140,
COIN,46,~ ,84.4%,-0.008,0.09,—,—,—,—,—,1315,
PEG,43,~ ,23.0%,+0.066,0.87,—,—,—,—,—,2140,
CI,43,~ ,32.4%,+0.003,0.77,—,—,—,—,—,2140,
TRV,43,~ ,26.1%,+0.062,0.87,—,—,—,—,—,2140,
CB,43,~ ,25.2%,+0.089,0.91,—,—,—,—,—,2140,
ITW,43,~ ,25.1%,+0.043,0.87,—,—,—,—,—,2140,
EMR,43,~ ,30.8%,+0.015,0.85,—,—,—,—,—,2140,
DOV,43,~ ,27.7%,+0.049,0.87,—,—,—,—,—,2140,
ROK,43,~ ,33.2%,+0.000,0.78,—,—,—,—,—,2140,
WM,43,~ ,20.7%,+0.069,0.95,—,—,—,—,—,2140,
RSG,43,~ ,20.3%,+0.086,0.96,—,—,—,—,—,2140,
XLV,43,~ ,17.5%,+0.053,0.90,—,—,—,—,—,2140,
QCOM,43,~ ,41.2%,-0.015,0.75,—,—,—,—,—,2140,
BAC,42,~ ,31.6%,+0.051,0.63,—,—,—,—,—,2140,
