Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.023,0.38,—,—,—,—,—,2122,
GIS,71,✓✓,22.9%,+0.028,0.29,—,—,—,—,—,2122,
CPB,71,✓✓,26.2%,-0.009,0.00,—,—,—,—,—,2122,
SJM,71,✓✓,25.3%,-0.002,0.31,—,—,—,—,—,2122,
CAG,71,✓✓,27.5%,+0.008,0.07,—,—,—,—,—,2122,
PFE,71,✓✓,25.2%,+0.016,0.01,—,—,—,—,—,2122,
BDX,71,✓✓,24.8%,+0.001,0.00,—,—,—,—,—,2122,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2122,
CCI,71,✓✓,27.4%,+0.023,0.00,—,—,—,—,—,2122,
HSY,63,✓ ,23.9%,+0.029,0.67,—,—,—,—,—,2122,
MKC,63,✓ ,25.4%,+0.092,0.05,—,—,—,—,—,2122,
MO,63,✓ ,24.2%,+0.003,0.64,—,—,—,—,—,2122,
BTI,63,✓ ,25.0%,+0.041,0.48,—,—,—,—,—,2122,
ES,63,✓ ,25.9%,+0.042,0.09,—,—,—,—,—,2122,
ABT,63,✓ ,24.8%,-0.001,0.67,—,—,—,—,—,2122,
MDT,63,✓ ,24.3%,+0.045,0.03,—,—,—,—,—,2122,
BMY,63,✓ ,25.1%,+0.039,0.17,—,—,—,—,—,2122,
EQR,63,✓ ,26.4%,+0.056,0.22,—,—,—,—,—,2122,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2122,
CSCO,63,✓ ,27.5%,-0.012,0.66,—,—,—,—,—,2122,
SPG,60,✓ ,39.8%,-0.050,0.30,—,—,—,—,—,2122,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2122,
ZTS,58,✓ ,29.0%,+0.015,0.33,—,—,—,—,—,2122,
MMM,58,✓ ,28.2%,+0.011,0.00,—,—,—,—,—,2122,
CL,56,✓ ,20.5%,+0.020,0.79,—,—,—,—,—,2122,
PG,56,✓ ,20.1%,+0.010,0.81,—,—,—,—,—,2122,
PM,56,✓ ,26.0%,+0.023,0.83,—,—,—,—,—,2122,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2122,
JNJ,56,✓ ,19.5%,+0.015,0.76,—,—,—,—,—,2122,
MRK,56,✓ ,23.7%,+0.012,0.76,—,—,—,—,—,2122,
HON,56,✓ ,25.1%,+0.027,0.76,—,—,—,—,—,2122,
GLD,56,✓ ,16.8%,-0.014,0.82,—,—,—,—,—,2122,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2122,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2122,
XEL,55,✓ ,22.9%,+0.032,0.68,—,—,—,—,—,2122,
PPL,55,✓ ,24.0%,-0.002,0.69,—,—,—,—,—,2122,
O,55,✓ ,27.3%,+0.032,0.45,—,—,—,—,—,2122,
WPC,55,✓ ,27.4%,+0.074,0.43,—,—,—,—,—,2122,
AVB,55,✓ ,26.2%,+0.030,0.41,—,—,—,—,—,2122,
MAA,55,✓ ,25.4%,-0.009,0.52,—,—,—,—,—,2122,
IWM,55,✓ ,24.5%,+0.050,0.66,—,—,—,—,—,2122,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2122,
AFL,53,✓ ,27.4%,-0.065,0.87,—,—,—,—,—,2122,
ABBV,51,✓ ,26.9%,+0.019,0.91,—,—,—,—,—,2122,
AMGN,51,✓ ,25.5%,+0.012,0.90,—,—,—,—,—,2122,
BRK-B,51,✓ ,20.5%,+0.020,0.92,—,—,—,—,—,2122,
V,51,✓ ,25.8%,+0.016,0.91,—,—,—,—,—,2122,
PGR,51,✓ ,26.0%,-0.017,0.95,—,—,—,—,—,2122,
FAST,51,✓ ,27.3%,+0.027,0.94,—,—,—,—,—,2122,
QQQ,51,✓ ,23.9%,+0.028,0.92,—,—,—,—,—,2122,
ELV,50,✓ ,32.6%,+0.029,0.51,—,—,—,—,—,2122,
NNN,50,✓ ,30.0%,+0.020,0.38,—,—,—,—,—,2122,
COLD,50,✓ ,32.1%,+0.061,0.11,—,—,—,—,—,2110,
WFC,50,✓ ,34.2%,+0.058,0.41,—,—,—,—,—,2122,
USB,50,✓ ,32.4%,+0.048,0.11,—,—,—,—,—,2122,
META,50,✓ ,41.8%,+0.004,0.64,—,—,—,—,—,2122,
INTC,50,✓ ,47.4%,+0.036,0.17,—,—,—,—,—,2122,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.061,0.71,—,—,—,—,—,2122,
WEC,48,~ ,22.8%,+0.004,0.74,—,—,—,—,—,2122,
FE,47,~ ,26.1%,+0.087,0.60,—,—,—,—,—,2122,
VNQ,47,~ ,22.1%,+0.057,0.60,—,—,—,—,—,2122,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.4%,+0.019,0.48,—,—,—,—,—,2122,
COIN,46,~ ,84.7%,-0.007,0.10,—,—,—,—,—,1297,
PEG,43,~ ,23.0%,+0.066,0.86,—,—,—,—,—,2122,
CI,43,~ ,32.5%,+0.003,0.77,—,—,—,—,—,2122,
TRV,43,~ ,26.2%,+0.062,0.87,—,—,—,—,—,2122,
CB,43,~ ,25.2%,+0.092,0.91,—,—,—,—,—,2122,
ITW,43,~ ,25.1%,+0.044,0.87,—,—,—,—,—,2122,
EMR,43,~ ,30.8%,+0.016,0.84,—,—,—,—,—,2122,
DOV,43,~ ,27.7%,+0.052,0.87,—,—,—,—,—,2122,
ROK,43,~ ,33.2%,+0.003,0.78,—,—,—,—,—,2122,
WM,43,~ ,20.7%,+0.070,0.95,—,—,—,—,—,2122,
RSG,43,~ ,20.2%,+0.088,0.97,—,—,—,—,—,2122,
XLV,43,~ ,17.5%,+0.055,0.90,—,—,—,—,—,2122,
QCOM,43,~ ,41.0%,-0.008,0.75,—,—,—,—,—,2122,
BAC,42,~ ,31.7%,+0.050,0.62,—,—,—,—,—,2122,
ACN,42,~ ,28.5%,+0.033,0.53,—,—,—,—,—,2122,
SRE,40,~ ,26.5%,+0.058,0.85,—,—,—,—,—,2122,
EXC,40,~ ,24.9%,+0.121,0.79,—,—,—,—,—,2122,
ETR,40,~ ,25.4%,+0.057,0.78,—,—,—,—,—,2122,
STAG,40,~ ,27.7%,+0.112,0.78,—,—,—,—,—,2122,
XLF,40,~ ,23.4%,+0.052,0.83,—,—,—,—,—,2122,
MA,38,~ ,28.5%,-0.014,0.90,—,—,—,—,—,2122,
AAPL,38,~ ,30.5%,+0.018,0.90,—,—,—,—,—,2122,
MSFT,38,~ ,28.6%,+0.025,0.91,—,—,—,—,—,2122,
GOOGL,38,~ ,30.9%,-0.001,0.88,—,—,—,—,—,2122,
NVDA,38,~ ,50.6%,+0.018,0.92,—,—,—,—,—,2122,
ETH-USD,38,~ ,70.7%,+0.002,0.60,—,—,—,—,—,3084,
DUK,35,~ ,21.5%,+0.069,0.89,—,—,—,—,—,2122,
SO,35,~ ,23.1%,+0.056,0.94,—,—,—,—,—,2122,
BSX,35,~ ,28.9%,+0.034,0.77,—,—,—,—,—,2122,
PLD,35,~ ,28.4%,+0.060,0.70,—,—,—,—,—,2122,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.5%,+0.065,0.92,—,—,—,—,—,2122,
SCHD,35,~ ,17.9%,+0.065,0.91,—,—,—,—,—,2122,
XLP,35,~ ,15.6%,+0.043,0.93,—,—,—,—,—,2122,
XLU,35,~ ,20.3%,+0.072,0.89,—,—,—,—,—,2122,
XLI,35,~ ,21.4%,+0.064,0.90,—,—,—,—,—,2122,
DIA,35,~ ,18.9%,+0.069,0.93,—,—,—,—,—,2122,
IBM,35,~ ,28.2%,+0.048,0.78,—,—,—,—,—,2122,
TXN,35,~ ,33.0%,+0.081,0.81,—,—,—,—,—,2122,
AMD,31,~ ,55.8%,+0.008,0.81,—,—,—,—,—,2122,
AXP,30,~ ,33.6%,+0.001,0.88,—,—,—,—,—,2122,
