Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.016,0.35,—,—,—,—,—,2189,
GIS,71,✓✓,23.4%,+0.014,0.19,—,—,—,—,—,2189,
CPB,71,✓✓,26.6%,-0.016,0.01,—,—,—,—,—,2189,
SJM,71,✓✓,25.5%,-0.007,0.33,—,—,—,—,—,2189,
CAG,71,✓✓,27.7%,-0.002,0.12,—,—,—,—,—,2189,
PFE,71,✓✓,25.1%,+0.010,0.01,—,—,—,—,—,2189,
BDX,71,✓✓,25.0%,-0.001,0.00,—,—,—,—,—,2189,
AMT,71,✓✓,27.5%,+0.015,0.17,—,—,—,—,—,2189,
CCI,71,✓✓,27.5%,+0.018,0.01,—,—,—,—,—,2189,
HSY,63,✓ ,24.0%,+0.023,0.65,—,—,—,—,—,2189,
MKC,63,✓ ,25.5%,+0.080,0.02,—,—,—,—,—,2189,
MO,63,✓ ,24.4%,-0.002,0.67,—,—,—,—,—,2189,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2189,
ES,63,✓ ,25.7%,+0.039,0.11,—,—,—,—,—,2189,
ABT,63,✓ ,25.0%,-0.000,0.64,—,—,—,—,—,2189,
MDT,63,✓ ,24.4%,+0.049,0.04,—,—,—,—,—,2189,
BMY,63,✓ ,25.1%,+0.031,0.20,—,—,—,—,—,2189,
MAA,63,✓ ,25.2%,-0.011,0.51,—,—,—,—,—,2189,
TLT,63,✓ ,15.3%,+0.049,0.35,—,—,—,—,—,2189,
CSCO,63,✓ ,27.7%,-0.016,0.66,—,—,—,—,—,2189,
SPG,60,✓ ,39.3%,-0.049,0.35,—,—,—,—,—,2189,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.5%,+0.016,0.06,—,—,—,—,—,2189,
ZTS,58,✓ ,29.0%,+0.016,0.17,—,—,—,—,—,2189,
ELV,58,✓ ,32.7%,+0.030,0.50,—,—,—,—,—,2189,
MMM,58,✓ ,28.1%,+0.014,0.01,—,—,—,—,—,2189,
INTC,58,✓ ,48.5%,+0.021,0.04,—,—,—,—,—,2189,
ACN,58,✓ ,30.0%,+0.029,0.38,—,—,—,—,—,2189,
CL,56,✓ ,20.5%,+0.011,0.81,—,—,—,—,—,2189,
PG,56,✓ ,20.0%,+0.006,0.79,—,—,—,—,—,2189,
PM,56,✓ ,26.0%,+0.016,0.84,—,—,—,—,—,2189,
AEP,56,✓ ,22.0%,+0.011,0.80,—,—,—,—,—,2189,
JNJ,56,✓ ,19.7%,+0.004,0.76,—,—,—,—,—,2189,
MRK,56,✓ ,24.1%,+0.005,0.78,—,—,—,—,—,2189,
GLD,56,✓ ,17.1%,-0.017,0.83,—,—,—,—,—,2189,
PEP,55,✓ ,20.9%,+0.050,0.67,—,—,—,—,—,2189,
BTI,55,✓ ,25.1%,+0.033,0.53,—,—,—,—,—,2189,
NEE,55,✓ ,26.8%,+0.078,0.67,—,—,—,—,—,2189,
O,55,✓ ,27.1%,+0.031,0.49,—,—,—,—,—,2189,
WPC,55,✓ ,27.2%,+0.073,0.47,—,—,—,—,—,2189,
IWM,55,✓ ,24.3%,+0.050,0.69,—,—,—,—,—,2189,
IEF,54,✓ ,6.9%,+0.021,0.00,—,—,—,—,—,2189,
AFL,53,✓ ,27.2%,-0.065,0.88,—,—,—,—,—,2189,
ABBV,51,✓ ,27.0%,+0.017,0.92,—,—,—,—,—,2189,
AMGN,51,✓ ,25.8%,+0.014,0.91,—,—,—,—,—,2189,
BRK-B,51,✓ ,20.4%,+0.019,0.92,—,—,—,—,—,2189,
V,51,✓ ,25.6%,+0.015,0.92,—,—,—,—,—,2189,
PGR,51,✓ ,26.2%,-0.020,0.95,—,—,—,—,—,2189,
FAST,51,✓ ,27.2%,+0.027,0.95,—,—,—,—,—,2189,
QQQ,51,✓ ,23.8%,+0.020,0.92,—,—,—,—,—,2189,
NNN,50,✓ ,29.7%,+0.019,0.42,—,—,—,—,—,2189,
COLD,50,✓ ,32.2%,+0.058,0.15,—,—,—,—,—,2177,
WFC,50,✓ ,33.9%,+0.057,0.46,—,—,—,—,—,2189,
USB,50,✓ ,32.1%,+0.047,0.17,—,—,—,—,—,2189,
META,50,✓ ,41.9%,+0.006,0.66,—,—,—,—,—,2189,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
XEL,48,~ ,22.8%,+0.030,0.70,—,—,—,—,—,2189,
WEC,48,~ ,22.7%,-0.001,0.76,—,—,—,—,—,2189,
PPL,48,~ ,23.9%,-0.005,0.71,—,—,—,—,—,2189,
HON,48,~ ,25.3%,+0.032,0.77,—,—,—,—,—,2189,
FE,47,~ ,25.9%,+0.084,0.63,—,—,—,—,—,2189,
VNQ,47,~ ,21.9%,+0.056,0.63,—,—,—,—,—,2189,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.4%,+0.023,0.50,—,—,—,—,—,2189,
COIN,46,~ ,84.2%,-0.009,0.09,—,—,—,—,—,1364,
PEG,43,~ ,22.8%,+0.064,0.87,—,—,—,—,—,2189,
CI,43,~ ,32.3%,+0.000,0.77,—,—,—,—,—,2189,
TRV,43,~ ,26.2%,+0.064,0.87,—,—,—,—,—,2189,
CB,43,~ ,25.2%,+0.086,0.92,—,—,—,—,—,2189,
ITW,43,~ ,25.0%,+0.045,0.88,—,—,—,—,—,2189,
DOV,43,~ ,27.7%,+0.039,0.87,—,—,—,—,—,2189,
ROK,43,~ ,33.1%,-0.003,0.80,—,—,—,—,—,2189,
WM,43,~ ,20.7%,+0.060,0.95,—,—,—,—,—,2189,
RSG,43,~ ,20.2%,+0.080,0.96,—,—,—,—,—,2189,
XLV,43,~ ,17.5%,+0.047,0.91,—,—,—,—,—,2189,
QCOM,43,~ ,41.2%,-0.016,0.76,—,—,—,—,—,2189,
BSX,42,~ ,29.2%,+0.036,0.68,—,—,—,—,—,2189,
BAC,42,~ ,31.4%,+0.050,0.66,—,—,—,—,—,2189,
EXC,40,~ ,24.8%,+0.117,0.81,—,—,—,—,—,2189,
ETR,40,~ ,25.2%,+0.056,0.80,—,—,—,—,—,2189,
STAG,40,~ ,27.5%,+0.110,0.79,—,—,—,—,—,2189,
XLF,40,~ ,23.1%,+0.052,0.85,—,—,—,—,—,2189,
MA,38,~ ,28.3%,-0.014,0.91,—,—,—,—,—,2189,
EMR,38,~ ,30.7%,+0.016,0.86,—,—,—,—,—,2189,
CTAS,38,~ ,28.0%,+0.022,0.95,—,—,—,—,—,2189,
MSFT,38,~ ,29.1%,+0.027,0.91,—,—,—,—,—,2189,
AAPL,38,~ ,30.5%,+0.010,0.91,—,—,—,—,—,2189,
GOOGL,38,~ ,31.1%,-0.001,0.89,—,—,—,—,—,2189,
NVDA,38,~ ,50.3%,+0.015,0.93,—,—,—,—,—,2189,
ETH-USD,38,~ ,70.0%,+0.002,0.58,—,—,—,—,—,3182,
DUK,35,~ ,21.4%,+0.065,0.90,—,—,—,—,—,2189,
SO,35,~ ,22.9%,+0.054,0.95,—,—,—,—,—,2189,
SRE,35,~ ,26.3%,+0.053,0.86,—,—,—,—,—,2189,
PLD,35,~ ,28.3%,+0.059,0.72,—,—,—,—,—,2189,
VICI,35,~ ,30.0%,+0.029,0.81,—,—,—,—,—,2189,
JPM,35,~ ,28.5%,+0.070,0.84,—,—,—,—,—,2189,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.3%,+0.065,0.93,—,—,—,—,—,2189,
SCHD,35,~ ,17.8%,+0.063,0.91,—,—,—,—,—,2189,
XLP,35,~ ,15.6%,+0.033,0.94,—,—,—,—,—,2189,
XLU,35,~ ,20.1%,+0.069,0.90,—,—,—,—,—,2189,
XLI,35,~ ,21.2%,+0.062,0.90,—,—,—,—,—,2189,
DIA,35,~ ,18.7%,+0.069,0.93,—,—,—,—,—,2189,
IBM,35,~ ,30.1%,+0.038,0.79,—,—,—,—,—,2189,
TXN,35,~ ,33.3%,+0.060,0.82,—,—,—,—,—,2189,
AMD,31,~ ,56.3%,-0.006,0.83,—,—,—,—,—,2189,
AXP,30,~ ,33.3%,+0.005,0.89,—,—,—,—,—,2189,
GWW,30,~ ,28.7%,+0.033,0.95,—,—,—,—,—,2189,
PH,30,~ ,33.3%,+0.054,0.93,—,—,—,—,—,2189,
ADI,30,~ ,34.6%,+0.041,0.92,—,—,—,—,—,2189,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
EQR,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,14,Histórico insuficiente
AVB,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,27,Histórico insuficiente
