Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.019,0.37,—,—,—,—,—,2155,
CPB,71,✓✓,26.5%,-0.016,0.00,—,—,—,—,—,2155,
GIS,71,✓✓,23.3%,+0.017,0.23,—,—,—,—,—,2155,
SJM,71,✓✓,25.5%,-0.009,0.31,—,—,—,—,—,2155,
CAG,71,✓✓,27.8%,-0.000,0.09,—,—,—,—,—,2155,
PFE,71,✓✓,25.2%,+0.012,0.01,—,—,—,—,—,2155,
BDX,71,✓✓,25.0%,-0.001,0.01,—,—,—,—,—,2155,
AMT,71,✓✓,27.6%,+0.017,0.18,—,—,—,—,—,2155,
CCI,71,✓✓,27.6%,+0.020,0.00,—,—,—,—,—,2155,
HSY,63,✓ ,24.1%,+0.024,0.66,—,—,—,—,—,2155,
MKC,63,✓ ,25.6%,+0.082,0.03,—,—,—,—,—,2155,
MO,63,✓ ,24.4%,-0.001,0.65,—,—,—,—,—,2155,
D,63,✓ ,25.0%,+0.064,0.00,—,—,—,—,—,2155,
ES,63,✓ ,25.8%,+0.042,0.10,—,—,—,—,—,2155,
ABT,63,✓ ,25.0%,-0.001,0.65,—,—,—,—,—,2155,
MDT,63,✓ ,24.4%,+0.047,0.03,—,—,—,—,—,2155,
BMY,63,✓ ,25.2%,+0.032,0.18,—,—,—,—,—,2155,
EQR,63,✓ ,26.4%,+0.056,0.23,—,—,—,—,—,2155,
TLT,63,✓ ,15.4%,+0.051,0.33,—,—,—,—,—,2155,
CSCO,63,✓ ,27.5%,-0.015,0.66,—,—,—,—,—,2155,
SPG,60,✓ ,39.5%,-0.049,0.33,—,—,—,—,—,2155,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.8%,+0.016,0.07,—,—,—,—,—,2155,
ZTS,58,✓ ,28.9%,+0.016,0.24,—,—,—,—,—,2155,
MMM,58,✓ ,28.3%,+0.012,0.00,—,—,—,—,—,2155,
ACN,58,✓ ,29.8%,+0.028,0.43,—,—,—,—,—,2155,
