Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.016,0.41,—,—,—,—,—,2107,
CPB,71,✓✓,26.2%,-0.008,0.01,—,—,—,—,—,2107,
SJM,71,✓✓,25.1%,-0.001,0.31,—,—,—,—,—,2107,
CAG,71,✓✓,27.5%,+0.009,0.05,—,—,—,—,—,2107,
PFE,71,✓✓,25.3%,+0.015,0.01,—,—,—,—,—,2107,
BDX,71,✓✓,24.9%,+0.002,0.00,—,—,—,—,—,2107,
AMT,71,✓✓,27.5%,+0.022,0.20,—,—,—,—,—,2107,
CCI,71,✓✓,27.3%,+0.025,0.00,—,—,—,—,—,2107,
GIS,63,✓ ,22.9%,+0.030,0.33,—,—,—,—,—,2107,
HSY,63,✓ ,23.8%,+0.028,0.67,—,—,—,—,—,2107,
MKC,63,✓ ,25.4%,+0.093,0.07,—,—,—,—,—,2107,
MO,63,✓ ,24.2%,+0.004,0.63,—,—,—,—,—,2107,
BTI,63,✓ ,25.0%,+0.042,0.47,—,—,—,—,—,2107,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2107,
ABT,63,✓ ,24.8%,-0.001,0.69,—,—,—,—,—,2107,
MDT,63,✓ ,24.2%,+0.052,0.04,—,—,—,—,—,2107,
BMY,63,✓ ,25.0%,+0.036,0.16,—,—,—,—,—,2107,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2107,
CSCO,63,✓ ,27.3%,-0.015,0.67,—,—,—,—,—,2107,
SPG,60,✓ ,39.9%,-0.050,0.29,—,—,—,—,—,2107,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.3%,+0.016,0.07,—,—,—,—,—,2107,
ZTS,58,✓ ,29.0%,+0.018,0.38,—,—,—,—,—,2107,
MMM,58,✓ ,28.3%,+0.011,0.00,—,—,—,—,—,2107,
PG,56,✓ ,20.0%,+0.014,0.81,—,—,—,—,—,2107,
CL,56,✓ ,20.4%,+0.025,0.79,—,—,—,—,—,2107,
PM,56,✓ ,26.0%,+0.022,0.82,—,—,—,—,—,2107,
AEP,56,✓ ,22.1%,+0.015,0.78,—,—,—,—,—,2107,
JNJ,56,✓ ,19.5%,+0.019,0.76,—,—,—,—,—,2107,
MRK,56,✓ ,23.6%,+0.017,0.75,—,—,—,—,—,2107,
HON,56,✓ ,24.9%,+0.026,0.75,—,—,—,—,—,2107,
GLD,56,✓ ,16.7%,-0.019,0.82,—,—,—,—,—,2107,
NEE,55,✓ ,27.1%,+0.075,0.65,—,—,—,—,—,2107,
D,55,✓ ,25.1%,+0.064,0.01,—,—,—,—,—,2107,
XEL,55,✓ ,22.9%,+0.033,0.67,—,—,—,—,—,2107,
PPL,55,✓ ,24.1%,-0.002,0.68,—,—,—,—,—,2107,
O,55,✓ ,27.4%,+0.031,0.45,—,—,—,—,—,2107,
WPC,55,✓ ,27.5%,+0.073,0.42,—,—,—,—,—,2107,
EQR,55,✓ ,26.5%,+0.057,0.21,—,—,—,—,—,2107,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2107,
MAA,55,✓ ,25.4%,-0.009,0.53,—,—,—,—,—,2107,
IWM,55,✓ ,24.5%,+0.049,0.66,—,—,—,—,—,2107,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2107,
AFL,53,✓ ,27.5%,-0.064,0.87,—,—,—,—,—,2107,
ABBV,51,✓ ,27.0%,+0.018,0.91,—,—,—,—,—,2107,
AMGN,51,✓ ,25.5%,+0.012,0.90,—,—,—,—,—,2107,
BRK-B,51,✓ ,20.6%,+0.021,0.92,—,—,—,—,—,2107,
V,51,✓ ,25.8%,+0.017,0.91,—,—,—,—,—,2107,
PGR,51,✓ ,26.0%,-0.015,0.95,—,—,—,—,—,2107,
FAST,51,✓ ,27.3%,+0.026,0.94,—,—,—,—,—,2107,
QQQ,51,✓ ,23.9%,+0.028,0.91,—,—,—,—,—,2107,
ELV,50,✓ ,32.6%,+0.030,0.51,—,—,—,—,—,2107,
NNN,50,✓ ,30.0%,+0.020,0.37,—,—,—,—,—,2107,
COLD,50,✓ ,32.0%,+0.061,0.10,—,—,—,—,—,2095,
WFC,50,✓ ,34.2%,+0.057,0.41,—,—,—,—,—,2107,
USB,50,✓ ,32.4%,+0.047,0.10,—,—,—,—,—,2107,
META,50,✓ ,41.8%,+0.004,0.63,—,—,—,—,—,2107,
INTC,50,✓ ,47.0%,+0.038,0.23,—,—,—,—,—,2107,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.061,0.71,—,—,—,—,—,2107,
WEC,48,~ ,22.8%,+0.004,0.73,—,—,—,—,—,2107,
IBM,48,~ ,27.3%,+0.040,0.77,—,—,—,—,—,2107,
FE,47,~ ,26.2%,+0.088,0.59,—,—,—,—,—,2107,
VNQ,47,~ ,22.1%,+0.057,0.59,—,—,—,—,—,2107,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.5%,+0.018,0.48,—,—,—,—,—,2107,
COIN,46,~ ,84.9%,-0.009,0.10,—,—,—,—,—,1282,
PEG,43,~ ,23.0%,+0.065,0.86,—,—,—,—,—,2107,
