Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.022,0.38,—,—,—,—,—,2124,
CPB,71,✓✓,26.2%,-0.008,0.00,—,—,—,—,—,2124,
GIS,71,✓✓,22.9%,+0.030,0.28,—,—,—,—,—,2124,
CAG,71,✓✓,27.5%,+0.009,0.07,—,—,—,—,—,2124,
SJM,71,✓✓,25.3%,-0.002,0.31,—,—,—,—,—,2124,
PFE,71,✓✓,25.2%,+0.017,0.01,—,—,—,—,—,2124,
BDX,71,✓✓,24.8%,+0.001,0.00,—,—,—,—,—,2124,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2124,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2124,
HSY,63,✓ ,23.9%,+0.030,0.67,—,—,—,—,—,2124,
MKC,63,✓ ,25.4%,+0.092,0.05,—,—,—,—,—,2124,
MO,63,✓ ,24.2%,+0.004,0.64,—,—,—,—,—,2124,
BTI,63,✓ ,25.0%,+0.042,0.49,—,—,—,—,—,2124,
ES,63,✓ ,25.9%,+0.042,0.09,—,—,—,—,—,2124,
ABT,63,✓ ,24.7%,-0.001,0.67,—,—,—,—,—,2124,
MDT,63,✓ ,24.3%,+0.045,0.03,—,—,—,—,—,2124,
BMY,63,✓ ,25.0%,+0.040,0.17,—,—,—,—,—,2124,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2124,
TLT,63,✓ ,15.5%,+0.051,0.33,—,—,—,—,—,2124,
CSCO,63,✓ ,27.4%,-0.012,0.66,—,—,—,—,—,2124,
SPG,60,✓ ,39.7%,-0.049,0.30,—,—,—,—,—,2124,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2124,
ZTS,58,✓ ,29.0%,+0.015,0.33,—,—,—,—,—,2124,
MMM,58,✓ ,28.2%,+0.011,0.00,—,—,—,—,—,2124,
PG,56,✓ ,20.1%,+0.011,0.81,—,—,—,—,—,2124,
CL,56,✓ ,20.5%,+0.019,0.79,—,—,—,—,—,2124,
PM,56,✓ ,26.0%,+0.024,0.83,—,—,—,—,—,2124,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2124,
JNJ,56,✓ ,19.5%,+0.016,0.76,—,—,—,—,—,2124,
MRK,56,✓ ,23.7%,+0.013,0.76,—,—,—,—,—,2124,
HON,56,✓ ,25.1%,+0.027,0.76,—,—,—,—,—,2124,
GLD,56,✓ ,16.8%,-0.014,0.82,—,—,—,—,—,2124,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2124,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2124,
XEL,55,✓ ,22.9%,+0.033,0.68,—,—,—,—,—,2124,
PPL,55,✓ ,24.0%,-0.002,0.69,—,—,—,—,—,2124,
O,55,✓ ,27.3%,+0.033,0.45,—,—,—,—,—,2124,
WPC,55,✓ ,27.4%,+0.075,0.43,—,—,—,—,—,2124,
AVB,55,✓ ,26.2%,+0.030,0.41,—,—,—,—,—,2124,
MAA,55,✓ ,25.4%,-0.009,0.52,—,—,—,—,—,2124,
IWM,55,✓ ,24.5%,+0.049,0.67,—,—,—,—,—,2124,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2124,
AFL,53,✓ ,27.4%,-0.064,0.87,—,—,—,—,—,2124,
AMGN,51,✓ ,25.5%,+0.013,0.90,—,—,—,—,—,2124,
ABBV,51,✓ ,26.9%,+0.020,0.91,—,—,—,—,—,2124,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2124,
V,51,✓ ,25.8%,+0.016,0.91,—,—,—,—,—,2124,
PGR,51,✓ ,26.0%,-0.017,0.95,—,—,—,—,—,2124,
FAST,51,✓ ,27.3%,+0.027,0.94,—,—,—,—,—,2124,
QQQ,51,✓ ,23.9%,+0.028,0.92,—,—,—,—,—,2124,
ELV,50,✓ ,32.6%,+0.030,0.51,—,—,—,—,—,2124,
NNN,50,✓ ,29.9%,+0.020,0.38,—,—,—,—,—,2124,
COLD,50,✓ ,32.0%,+0.061,0.11,—,—,—,—,—,2112,
WFC,50,✓ ,34.1%,+0.058,0.42,—,—,—,—,—,2124,
USB,50,✓ ,32.4%,+0.048,0.11,—,—,—,—,—,2124,
META,50,✓ ,41.8%,+0.004,0.64,—,—,—,—,—,2124,
INTC,50,✓ ,47.4%,+0.033,0.16,—,—,—,—,—,2124,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.060,0.70,—,—,—,—,—,2124,
WEC,48,~ ,22.8%,+0.003,0.74,—,—,—,—,—,2124,
FE,47,~ ,26.1%,+0.087,0.60,—,—,—,—,—,2124,
VNQ,47,~ ,22.1%,+0.057,0.60,—,—,—,—,—,2124,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
COIN,46,~ ,84.7%,-0.006,0.10,—,—,—,—,—,1299,
SHOP,46,~ ,61.4%,+0.019,0.48,—,—,—,—,—,2124,
PEG,43,~ ,23.0%,+0.066,0.86,—,—,—,—,—,2124,
CI,43,~ ,32.4%,+0.004,0.77,—,—,—,—,—,2124,
CB,43,~ ,25.2%,+0.092,0.91,—,—,—,—,—,2124,
TRV,43,~ ,26.2%,+0.061,0.87,—,—,—,—,—,2124,
EMR,43,~ ,30.8%,+0.016,0.84,—,—,—,—,—,2124,
ITW,43,~ ,25.1%,+0.044,0.87,—,—,—,—,—,2124,
DOV,43,~ ,27.7%,+0.052,0.87,—,—,—,—,—,2124,
RSG,43,~ ,20.2%,+0.089,0.96,—,—,—,—,—,2124,
ROK,43,~ ,33.1%,+0.003,0.78,—,—,—,—,—,2124,
WM,43,~ ,20.7%,+0.071,0.95,—,—,—,—,—,2124,
XLV,43,~ ,17.5%,+0.055,0.90,—,—,—,—,—,2124,
QCOM,43,~ ,41.0%,-0.011,0.75,—,—,—,—,—,2124,
BAC,42,~ ,31.7%,+0.050,0.62,—,—,—,—,—,2124,
ACN,42,~ ,28.5%,+0.034,0.53,—,—,—,—,—,2124,
SRE,40,~ ,26.5%,+0.058,0.85,—,—,—,—,—,2124,
EXC,40,~ ,24.9%,+0.122,0.79,—,—,—,—,—,2124,
ETR,40,~ ,25.4%,+0.057,0.78,—,—,—,—,—,2124,
STAG,40,~ ,27.7%,+0.112,0.79,—,—,—,—,—,2124,
XLF,40,~ ,23.3%,+0.052,0.83,—,—,—,—,—,2124,
MA,38,~ ,28.4%,-0.014,0.90,—,—,—,—,—,2124,
AAPL,38,~ ,30.5%,+0.017,0.90,—,—,—,—,—,2124,
GOOGL,38,~ ,30.9%,-0.001,0.88,—,—,—,—,—,2124,
MSFT,38,~ ,28.6%,+0.025,0.91,—,—,—,—,—,2124,
NVDA,38,~ ,50.6%,+0.018,0.92,—,—,—,—,—,2124,
ETH-USD,38,~ ,70.7%,+0.002,0.60,—,—,—,—,—,3088,
DUK,35,~ ,21.5%,+0.069,0.89,—,—,—,—,—,2124,
SO,35,~ ,23.1%,+0.056,0.94,—,—,—,—,—,2124,
BSX,35,~ ,28.9%,+0.034,0.77,—,—,—,—,—,2124,
PLD,35,~ ,28.4%,+0.060,0.70,—,—,—,—,—,2124,
