Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.020,0.37,—,—,—,—,—,2154,
GIS,71,✓✓,23.3%,+0.014,0.24,—,—,—,—,—,2154,
CPB,71,✓✓,26.5%,-0.017,0.00,—,—,—,—,—,2154,
SJM,71,✓✓,25.4%,-0.010,0.31,—,—,—,—,—,2154,
CAG,71,✓✓,27.7%,-0.002,0.09,—,—,—,—,—,2154,
PFE,71,✓✓,25.2%,+0.012,0.01,—,—,—,—,—,2154,
BDX,71,✓✓,25.0%,-0.001,0.01,—,—,—,—,—,2154,
AMT,71,✓✓,27.6%,+0.016,0.18,—,—,—,—,—,2154,
CCI,71,✓✓,27.6%,+0.019,0.00,—,—,—,—,—,2154,
HSY,63,✓ ,24.0%,+0.024,0.66,—,—,—,—,—,2154,
MKC,63,✓ ,25.6%,+0.081,0.03,—,—,—,—,—,2154,
MO,63,✓ ,24.2%,-0.002,0.65,—,—,—,—,—,2154,
D,63,✓ ,25.0%,+0.064,0.00,—,—,—,—,—,2154,
ES,63,✓ ,25.8%,+0.042,0.10,—,—,—,—,—,2154,
ABT,63,✓ ,25.0%,-0.001,0.65,—,—,—,—,—,2154,
MDT,63,✓ ,24.4%,+0.047,0.03,—,—,—,—,—,2154,
BMY,63,✓ ,25.1%,+0.031,0.18,—,—,—,—,—,2154,
EQR,63,✓ ,26.3%,+0.056,0.23,—,—,—,—,—,2154,
TLT,63,✓ ,15.4%,+0.051,0.33,—,—,—,—,—,2154,
CSCO,63,✓ ,27.5%,-0.015,0.66,—,—,—,—,—,2154,
SPG,60,✓ ,39.5%,-0.049,0.33,—,—,—,—,—,2154,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.8%,+0.016,0.07,—,—,—,—,—,2154,
ZTS,58,✓ ,28.9%,+0.016,0.25,—,—,—,—,—,2154,
MMM,58,✓ ,28.3%,+0.012,0.00,—,—,—,—,—,2154,
ACN,58,✓ ,29.8%,+0.028,0.43,—,—,—,—,—,2154,
PG,56,✓ ,20.1%,+0.006,0.80,—,—,—,—,—,2154,
