Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
GIS,71,✓✓,23.4%,+0.015,0.21,—,—,—,—,—,2175,
CPB,71,✓✓,26.5%,-0.015,0.00,—,—,—,—,—,2175,
SJM,71,✓✓,25.5%,-0.006,0.32,—,—,—,—,—,2175,
CAG,71,✓✓,27.8%,-0.002,0.11,—,—,—,—,—,2175,
PFE,71,✓✓,25.2%,+0.011,0.01,—,—,—,—,—,2175,
BDX,71,✓✓,25.0%,+0.000,0.00,—,—,—,—,—,2175,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2175,
CCI,71,✓✓,27.6%,+0.017,0.01,—,—,—,—,—,2175,
HSY,63,✓ ,24.0%,+0.023,0.66,—,—,—,—,—,2175,
MKC,63,✓ ,25.6%,+0.080,0.02,—,—,—,—,—,2175,
MO,63,✓ ,24.4%,+0.000,0.66,—,—,—,—,—,2175,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2175,
ES,63,✓ ,25.7%,+0.041,0.10,—,—,—,—,—,2175,
MDT,63,✓ ,24.4%,+0.049,0.03,—,—,—,—,—,2175,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2175,
BMY,63,✓ ,25.2%,+0.032,0.19,—,—,—,—,—,2175,
MAA,63,✓ ,25.3%,-0.011,0.52,—,—,—,—,—,2175,
TLT,63,✓ ,15.4%,+0.050,0.34,—,—,—,—,—,2175,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2175,
SPG,60,✓ ,39.4%,-0.049,0.34,—,—,—,—,—,2175,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.7%,+0.016,0.06,—,—,—,—,—,2175,
ZTS,58,✓ ,29.1%,+0.015,0.20,—,—,—,—,—,2175,
MMM,58,✓ ,28.2%,+0.014,0.01,—,—,—,—,—,2175,
INTC,58,✓ ,48.4%,+0.024,0.06,—,—,—,—,—,2175,
ACN,58,✓ ,29.9%,+0.028,0.40,—,—,—,—,—,2175,
CL,56,✓ ,20.6%,+0.012,0.80,—,—,—,—,—,2175,
PG,56,✓ ,20.1%,+0.007,0.80,—,—,—,—,—,2175,
PM,56,✓ ,26.0%,+0.019,0.84,—,—,—,—,—,2175,
