Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
AFL,53,✓ ,27.4%,-0.065,0.87,—,—,—,—,—,2143,
ABBV,51,✓ ,27.0%,+0.019,0.91,—,—,—,—,—,2143,
AMGN,51,✓ ,25.5%,+0.012,0.91,—,—,—,—,—,2143,
BRK-B,51,✓ ,20.5%,+0.020,0.92,—,—,—,—,—,2143,
V,51,✓ ,25.8%,+0.016,0.91,—,—,—,—,—,2143,
PGR,51,✓ ,26.0%,-0.019,0.95,—,—,—,—,—,2143,
FAST,51,✓ ,27.3%,+0.028,0.95,—,—,—,—,—,2143,
QQQ,51,✓ ,23.9%,+0.023,0.92,—,—,—,—,—,2143,
ELV,50,✓ ,32.6%,+0.027,0.51,—,—,—,—,—,2143,
COLD,50,✓ ,32.1%,+0.059,0.12,—,—,—,—,—,2131,
NNN,50,✓ ,29.9%,+0.019,0.39,—,—,—,—,—,2143,
WFC,50,✓ ,34.1%,+0.060,0.43,—,—,—,—,—,2143,
USB,50,✓ ,32.3%,+0.048,0.12,—,—,—,—,—,2143,
META,50,✓ ,41.9%,+0.007,0.64,—,—,—,—,—,2143,
INTC,50,✓ ,47.9%,+0.031,0.10,—,—,—,—,—,2143,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
WEC,48,~ ,22.8%,+0.003,0.74,—,—,—,—,—,2143,
HON,48,~ ,25.3%,+0.032,0.76,—,—,—,—,—,2143,
FE,47,~ ,26.1%,+0.086,0.61,—,—,—,—,—,2143,
VNQ,47,~ ,22.0%,+0.057,0.61,—,—,—,—,—,2143,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.3%,+0.022,0.48,—,—,—,—,—,2143,
COIN,46,~ ,84.3%,-0.008,0.09,—,—,—,—,—,1318,
PEG,43,~ ,22.9%,+0.066,0.87,—,—,—,—,—,2143,
CI,43,~ ,32.4%,+0.002,0.77,—,—,—,—,—,2143,
TRV,43,~ ,26.1%,+0.061,0.87,—,—,—,—,—,2143,
CB,43,~ ,25.2%,+0.088,0.91,—,—,—,—,—,2143,
ITW,43,~ ,25.1%,+0.044,0.87,—,—,—,—,—,2143,
EMR,43,~ ,30.8%,+0.014,0.85,—,—,—,—,—,2143,
DOV,43,~ ,27.7%,+0.049,0.87,—,—,—,—,—,2143,
ROK,43,~ ,33.2%,-0.001,0.79,—,—,—,—,—,2143,
WM,43,~ ,20.7%,+0.068,0.95,—,—,—,—,—,2143,
RSG,43,~ ,20.3%,+0.084,0.96,—,—,—,—,—,2143,
XLV,43,~ ,17.5%,+0.051,0.90,—,—,—,—,—,2143,
QCOM,43,~ ,41.2%,-0.015,0.76,—,—,—,—,—,2143,
BAC,42,~ ,31.6%,+0.051,0.63,—,—,—,—,—,2143,
EXC,40,~ ,24.9%,+0.121,0.80,—,—,—,—,—,2143,
ETR,40,~ ,25.4%,+0.058,0.78,—,—,—,—,—,2143,
STAG,40,~ ,27.6%,+0.112,0.79,—,—,—,—,—,2143,
XLF,40,~ ,23.3%,+0.053,0.84,—,—,—,—,—,2143,
MA,38,~ ,28.4%,-0.014,0.90,—,—,—,—,—,2143,
AAPL,38,~ ,30.5%,+0.015,0.90,—,—,—,—,—,2143,
MSFT,38,~ ,28.7%,+0.027,0.91,—,—,—,—,—,2143,
GOOGL,38,~ ,31.0%,-0.005,0.88,—,—,—,—,—,2143,
NVDA,38,~ ,50.5%,+0.018,0.92,—,—,—,—,—,2143,
ETH-USD,38,~ ,70.4%,+0.002,0.59,—,—,—,—,—,3117,
DUK,35,~ ,21.5%,+0.067,0.89,—,—,—,—,—,2143,
SO,35,~ ,23.1%,+0.055,0.94,—,—,—,—,—,2143,
SRE,35,~ ,26.4%,+0.057,0.85,—,—,—,—,—,2143,
BSX,35,~ ,28.9%,+0.032,0.74,—,—,—,—,—,2143,
PLD,35,~ ,28.4%,+0.060,0.71,—,—,—,—,—,2143,
VICI,35,~ ,30.2%,+0.029,0.83,—,—,—,—,—,2143,
JPM,35,~ ,28.7%,+0.071,0.83,—,—,—,—,—,2143,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.4%,+0.065,0.92,—,—,—,—,—,2143,
SCHD,35,~ ,17.9%,+0.064,0.91,—,—,—,—,—,2143,
XLP,35,~ ,15.6%,+0.039,0.93,—,—,—,—,—,2143,
XLI,35,~ ,21.3%,+0.061,0.90,—,—,—,—,—,2143,
XLU,35,~ ,20.2%,+0.072,0.89,—,—,—,—,—,2143,
DIA,35,~ ,18.8%,+0.069,0.93,—,—,—,—,—,2143,
TXN,35,~ ,33.4%,+0.063,0.81,—,—,—,—,—,2143,
IBM,35,~ ,30.0%,+0.036,0.78,—,—,—,—,—,2143,
AMD,31,~ ,56.1%,+0.002,0.82,—,—,—,—,—,2143,
AXP,30,~ ,33.5%,+0.004,0.88,—,—,—,—,—,2143,
GWW,30,~ ,28.8%,+0.034,0.94,—,—,—,—,—,2143,
PH,30,~ ,33.4%,+0.055,0.92,—,—,—,—,—,2143,
CTAS,30,~ ,28.0%,+0.027,0.95,—,—,—,—,—,2143,
ADI,30,~ ,34.7%,+0.043,0.92,—,—,—,—,—,2143,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
