Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.018,0.36,—,—,—,—,—,2176,
GIS,71,✓✓,23.4%,+0.016,0.21,—,—,—,—,—,2176,
CPB,71,✓✓,26.5%,-0.015,0.00,—,—,—,—,—,2176,
CAG,71,✓✓,27.8%,-0.002,0.11,—,—,—,—,—,2176,
SJM,71,✓✓,25.5%,-0.006,0.32,—,—,—,—,—,2176,
PFE,71,✓✓,25.2%,+0.011,0.01,—,—,—,—,—,2176,
BDX,71,✓✓,25.0%,+0.001,0.00,—,—,—,—,—,2176,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2176,
CCI,71,✓✓,27.6%,+0.017,0.01,—,—,—,—,—,2176,
HSY,63,✓ ,24.0%,+0.023,0.66,—,—,—,—,—,2176,
MKC,63,✓ ,25.6%,+0.080,0.02,—,—,—,—,—,2176,
MO,63,✓ ,24.4%,-0.000,0.66,—,—,—,—,—,2176,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2176,
ES,63,✓ ,25.7%,+0.041,0.10,—,—,—,—,—,2176,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2176,
MDT,63,✓ ,24.4%,+0.049,0.03,—,—,—,—,—,2176,
BMY,63,✓ ,25.2%,+0.031,0.20,—,—,—,—,—,2176,
MAA,63,✓ ,25.3%,-0.011,0.52,—,—,—,—,—,2176,
TLT,63,✓ ,15.4%,+0.050,0.34,—,—,—,—,—,2176,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2176,
SPG,60,✓ ,39.4%,-0.049,0.34,—,—,—,—,—,2176,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.7%,+0.016,0.06,—,—,—,—,—,2176,
ZTS,58,✓ ,29.1%,+0.016,0.20,—,—,—,—,—,2176,
ELV,58,✓ ,32.7%,+0.030,0.50,—,—,—,—,—,2176,
MMM,58,✓ ,28.2%,+0.014,0.01,—,—,—,—,—,2176,
INTC,58,✓ ,48.4%,+0.025,0.06,—,—,—,—,—,2176,
ACN,58,✓ ,29.9%,+0.029,0.40,—,—,—,—,—,2176,
CL,56,✓ ,20.6%,+0.011,0.80,—,—,—,—,—,2176,
PG,56,✓ ,20.1%,+0.007,0.80,—,—,—,—,—,2176,
PM,56,✓ ,26.0%,+0.018,0.84,—,—,—,—,—,2176,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2176,
JNJ,56,✓ ,19.7%,+0.006,0.76,—,—,—,—,—,2176,
MRK,56,✓ ,24.1%,+0.006,0.77,—,—,—,—,—,2176,
GLD,56,✓ ,17.0%,-0.015,0.83,—,—,—,—,—,2176,
PEP,55,✓ ,21.0%,+0.050,0.68,—,—,—,—,—,2176,
NEE,55,✓ ,26.8%,+0.079,0.67,—,—,—,—,—,2176,
BTI,55,✓ ,25.1%,+0.034,0.52,—,—,—,—,—,2176,
XEL,55,✓ ,22.8%,+0.032,0.70,—,—,—,—,—,2176,
O,55,✓ ,27.1%,+0.031,0.48,—,—,—,—,—,2176,
WPC,55,✓ ,27.3%,+0.073,0.46,—,—,—,—,—,2176,
IWM,55,✓ ,24.3%,+0.050,0.69,—,—,—,—,—,2176,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2176,
AFL,53,✓ ,27.3%,-0.065,0.88,—,—,—,—,—,2176,
ABBV,51,✓ ,27.0%,+0.017,0.92,—,—,—,—,—,2176,
AMGN,51,✓ ,25.6%,+0.011,0.91,—,—,—,—,—,2176,
BRK-B,51,✓ ,20.4%,+0.019,0.92,—,—,—,—,—,2176,
V,51,✓ ,25.7%,+0.016,0.91,—,—,—,—,—,2176,
PGR,51,✓ ,26.3%,-0.019,0.95,—,—,—,—,—,2176,
FAST,51,✓ ,27.2%,+0.027,0.95,—,—,—,—,—,2176,
QQQ,51,✓ ,23.9%,+0.020,0.92,—,—,—,—,—,2176,
NNN,50,✓ ,29.7%,+0.019,0.42,—,—,—,—,—,2176,
COLD,50,✓ ,32.2%,+0.058,0.14,—,—,—,—,—,2164,
WFC,50,✓ ,33.9%,+0.058,0.45,—,—,—,—,—,2176,
USB,50,✓ ,32.1%,+0.046,0.16,—,—,—,—,—,2176,
META,50,✓ ,41.9%,+0.005,0.65,—,—,—,—,—,2176,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
WEC,48,~ ,22.7%,-0.000,0.75,—,—,—,—,—,2176,
PPL,48,~ ,24.0%,-0.003,0.71,—,—,—,—,—,2176,
HON,48,~ ,25.3%,+0.032,0.77,—,—,—,—,—,2176,
FE,47,~ ,25.9%,+0.084,0.63,—,—,—,—,—,2176,
VNQ,47,~ ,21.9%,+0.056,0.63,—,—,—,—,—,2176,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.4%,+0.021,0.49,—,—,—,—,—,2176,
