Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
OR.PA,56,✓ ,23.5%,+0.016,0.77,—,—,—,—,—,2122,
NEE,55,✓ ,27.0%,+0.074,0.64,—,—,—,—,—,2083,
D,55,✓ ,25.0%,+0.062,0.02,—,—,—,—,—,2083,
PPL,55,✓ ,24.1%,-0.003,0.67,—,—,—,—,—,2083,
O,55,✓ ,27.5%,+0.033,0.43,—,—,—,—,—,2083,
WPC,55,✓ ,27.6%,+0.073,0.40,—,—,—,—,—,2083,
EQR,55,✓ ,26.5%,+0.059,0.21,—,—,—,—,—,2083,
AVB,55,✓ ,26.2%,+0.032,0.41,—,—,—,—,—,2083,
MAA,55,✓ ,25.4%,-0.007,0.54,—,—,—,—,—,2083,
IWM,55,✓ ,24.6%,+0.051,0.65,—,—,—,—,—,2083,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2083,
AFL,53,✓ ,27.6%,-0.065,0.86,—,—,—,—,—,2083,
ABBV,51,✓ ,27.0%,+0.018,0.91,—,—,—,—,—,2083,
AMGN,51,✓ ,25.5%,+0.010,0.90,—,—,—,—,—,2083,
BRK-B,51,✓ ,20.6%,+0.023,0.92,—,—,—,—,—,2083,
V,51,✓ ,25.8%,+0.018,0.91,—,—,—,—,—,2083,
PGR,51,✓ ,26.0%,-0.017,0.96,—,—,—,—,—,2083,
FAST,51,✓ ,27.4%,+0.026,0.94,—,—,—,—,—,2083,
QQQ,51,✓ ,23.9%,+0.027,0.91,—,—,—,—,—,2083,
IBE.MC,51,✓ ,20.4%,-0.027,0.90,—,—,—,—,—,2119,
FER.MC,51,✓ ,24.1%,-0.017,0.88,—,—,—,—,—,2119,
DTE.DE,51,✓ ,20.1%,+0.014,0.92,—,—,—,—,—,2104,
AD.AS,51,✓ ,19.7%,-0.011,0.93,—,—,—,—,—,2121,
ELV,50,✓ ,32.6%,+0.029,0.52,—,—,—,—,—,2083,
NNN,50,✓ ,30.1%,+0.020,0.35,—,—,—,—,—,2083,
COLD,50,✓ ,31.4%,+0.062,0.09,—,—,—,—,—,2071,
WFC,50,✓ ,34.3%,+0.056,0.39,—,—,—,—,—,2083,
USB,50,✓ ,32.5%,+0.050,0.08,—,—,—,—,—,2083,
META,50,✓ ,41.9%,+0.003,0.62,—,—,—,—,—,2083,
INTC,50,✓ ,45.7%,+0.042,0.33,—,—,—,—,—,2083,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
ACX.MC,50,✓ ,30.1%,+0.009,0.55,—,—,—,—,—,2119,
IFX.DE,50,✓ ,39.0%,-0.011,0.61,—,—,—,—,—,2104,
BAS.DE,50,✓ ,28.5%,+0.035,0.05,—,—,—,—,—,2104,
PHIA.AS,50,✓ ,31.8%,+0.031,0.25,—,—,—,—,—,2121,
PEP,48,~ ,20.9%,+0.057,0.71,—,—,—,—,—,2083,
WEC,48,~ ,22.9%,+0.002,0.72,—,—,—,—,—,2083,
IBM,48,~ ,27.2%,+0.044,0.76,—,—,—,—,—,2083,
FE,47,~ ,26.2%,+0.088,0.58,—,—,—,—,—,2083,
VNQ,47,~ ,22.2%,+0.058,0.58,—,—,—,—,—,2083,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.3%,+0.016,0.47,—,—,—,—,—,2083,
COIN,46,~ ,85.2%,-0.007,0.10,—,—,—,—,—,1258,
ADA-USD,46,~ ,85.1%,-0.009,0.31,—,—,—,—,—,3028,
PEG,43,~ ,23.0%,+0.065,0.86,—,—,—,—,—,2083,
CI,43,~ ,32.5%,+0.005,0.78,—,—,—,—,—,2083,
TRV,43,~ ,26.3%,+0.063,0.86,—,—,—,—,—,2083,
EMR,43,~ ,30.7%,+0.019,0.84,—,—,—,—,—,2083,
ITW,43,~ ,25.2%,+0.045,0.87,—,—,—,—,—,2083,
DOV,43,~ ,27.7%,+0.052,0.86,—,—,—,—,—,2083,
ROK,43,~ ,33.1%,+0.006,0.77,—,—,—,—,—,2083,
WM,43,~ ,20.7%,+0.070,0.95,—,—,—,—,—,2083,
RSG,43,~ ,20.1%,+0.093,0.97,—,—,—,—,—,2083,
XLV,43,~ ,17.5%,+0.056,0.90,—,—,—,—,—,2083,
QCOM,43,~ ,39.1%,+0.014,0.74,—,—,—,—,—,2083,
PLD,42,~ ,28.5%,+0.061,0.69,—,—,—,—,—,2083,
BAC,42,~ ,31.9%,+0.050,0.60,—,—,—,—,—,2083,
ACN,42,~ ,28.1%,+0.039,0.61,—,—,—,—,—,2083,
EXC,40,~ ,25.0%,+0.122,0.78,—,—,—,—,—,2083,
SRE,40,~ ,26.5%,+0.057,0.84,—,—,—,—,—,2083,
ETR,40,~ ,25.4%,+0.055,0.77,—,—,—,—,—,2083,
STAG,40,~ ,27.8%,+0.114,0.78,—,—,—,—,—,2083,
XLF,40,~ ,23.5%,+0.053,0.83,—,—,—,—,—,2083,
MA,38,~ ,28.5%,-0.013,0.91,—,—,—,—,—,2083,
AAPL,38,~ ,30.6%,+0.017,0.90,—,—,—,—,—,2083,
MSFT,38,~ ,28.6%,+0.024,0.92,—,—,—,—,—,2083,
GOOGL,38,~ ,30.9%,-0.002,0.88,—,—,—,—,—,2083,
NVDA,38,~ ,50.8%,+0.016,0.92,—,—,—,—,—,2083,
ETH-USD,38,~ ,71.1%,+0.002,0.61,—,—,—,—,—,3028,
ASML.AS,38,~ ,36.1%,+0.003,0.85,—,—,—,—,—,2121,
DUK,35,~ ,21.5%,+0.066,0.88,—,—,—,—,—,2083,
SO,35,~ ,23.1%,+0.054,0.94,—,—,—,—,—,2083,
BSX,35,~ ,28.2%,+0.039,0.80,—,—,—,—,—,2083,
CB,35,~ ,25.3%,+0.094,0.90,—,—,—,—,—,2083,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.6%,+0.067,0.92,—,—,—,—,—,2083,
SCHD,35,~ ,18.0%,+0.066,0.90,—,—,—,—,—,2083,
XLP,35,~ ,15.6%,+0.044,0.93,—,—,—,—,—,2083,
XLU,35,~ ,20.3%,+0.069,0.88,—,—,—,—,—,2083,
XLI,35,~ ,21.4%,+0.065,0.89,—,—,—,—,—,2083,
DIA,35,~ ,18.9%,+0.070,0.92,—,—,—,—,—,2083,
TXN,35,~ ,32.2%,+0.070,0.80,—,—,—,—,—,2083,
AMD,31,~ ,55.0%,+0.010,0.80,—,—,—,—,—,2083,
AXP,30,~ ,33.7%,+0.002,0.87,—,—,—,—,—,2083,
GWW,30,~ ,28.9%,+0.034,0.94,—,—,—,—,—,2083,
PH,30,~ ,33.6%,+0.056,0.92,—,—,—,—,—,2083,
CTAS,30,~ ,28.1%,+0.025,0.96,—,—,—,—,—,2083,
ADI,30,~ ,34.2%,+0.055,0.93,—,—,—,—,—,2083,
VICI,27,✗ ,30.4%,+0.031,0.84,—,—,—,—,—,2083,
JPM,27,✗ ,28.9%,+0.071,0.81,—,—,—,—,—,2083,
