Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.017,0.44,—,—,—,—,—,2084,
GIS,71,✓✓,22.9%,+0.028,0.38,—,—,—,—,—,2084,
CPB,71,✓✓,26.3%,-0.008,0.02,—,—,—,—,—,2084,
SJM,71,✓✓,25.1%,-0.000,0.33,—,—,—,—,—,2084,
CAG,71,✓✓,27.5%,+0.008,0.03,—,—,—,—,—,2084,
PFE,71,✓✓,25.4%,+0.014,0.01,—,—,—,—,—,2084,
BDX,71,✓✓,24.7%,-0.004,0.00,—,—,—,—,—,2084,
AMT,71,✓✓,27.5%,+0.022,0.21,—,—,—,—,—,2084,
CCI,71,✓✓,27.3%,+0.026,0.00,—,—,—,—,—,2084,
HSY,63,✓ ,23.8%,+0.027,0.67,—,—,—,—,—,2084,
MKC,63,✓ ,25.4%,+0.090,0.10,—,—,—,—,—,2084,
MO,63,✓ ,24.0%,+0.007,0.62,—,—,—,—,—,2084,
BTI,63,✓ ,24.9%,+0.043,0.46,—,—,—,—,—,2084,
XEL,63,✓ ,22.9%,+0.029,0.66,—,—,—,—,—,2084,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2084,
MDT,63,✓ ,24.2%,+0.051,0.04,—,—,—,—,—,2084,
BMY,63,✓ ,25.0%,+0.034,0.15,—,—,—,—,—,2084,
ZTS,63,✓ ,27.5%,+0.030,0.43,—,—,—,—,—,2084,
TLT,63,✓ ,15.6%,+0.051,0.31,—,—,—,—,—,2084,
CSCO,63,✓ ,26.9%,-0.014,0.68,—,—,—,—,—,2084,
SPG,60,✓ ,40.0%,-0.049,0.27,—,—,—,—,—,2084,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.5%,+0.016,0.07,—,—,—,—,—,2084,
MMM,58,✓ ,28.3%,+0.010,0.00,—,—,—,—,—,2084,
PG,56,✓ ,20.0%,+0.014,0.82,—,—,—,—,—,2084,
CL,56,✓ ,20.4%,+0.024,0.79,—,—,—,—,—,2084,
PM,56,✓ ,25.7%,+0.026,0.82,—,—,—,—,—,2084,
AEP,56,✓ ,22.1%,+0.010,0.78,—,—,—,—,—,2084,
JNJ,56,✓ ,19.5%,+0.019,0.75,—,—,—,—,—,2084,
ABT,56,✓ ,24.7%,+0.001,0.72,—,—,—,—,—,2084,
MRK,56,✓ ,23.6%,+0.020,0.75,—,—,—,—,—,2084,
HON,56,✓ ,24.9%,+0.027,0.75,—,—,—,—,—,2084,
GLD,56,✓ ,16.6%,-0.016,0.81,—,—,—,—,—,2084,
NEE,55,✓ ,27.0%,+0.074,0.64,—,—,—,—,—,2084,
D,55,✓ ,25.0%,+0.062,0.02,—,—,—,—,—,2084,
PPL,55,✓ ,24.1%,-0.003,0.67,—,—,—,—,—,2084,
O,55,✓ ,27.4%,+0.033,0.43,—,—,—,—,—,2084,
WPC,55,✓ ,27.6%,+0.073,0.40,—,—,—,—,—,2084,
EQR,55,✓ ,26.5%,+0.059,0.21,—,—,—,—,—,2084,
AVB,55,✓ ,26.3%,+0.032,0.41,—,—,—,—,—,2084,
MAA,55,✓ ,25.5%,-0.007,0.54,—,—,—,—,—,2084,
IWM,55,✓ ,24.6%,+0.051,0.65,—,—,—,—,—,2084,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2084,
AFL,53,✓ ,27.6%,-0.066,0.86,—,—,—,—,—,2084,
ABBV,51,✓ ,27.0%,+0.018,0.91,—,—,—,—,—,2084,
AMGN,51,✓ ,25.5%,+0.009,0.90,—,—,—,—,—,2084,
BRK-B,51,✓ ,20.6%,+0.023,0.92,—,—,—,—,—,2084,
V,51,✓ ,25.8%,+0.018,0.91,—,—,—,—,—,2084,
PGR,51,✓ ,26.0%,-0.016,0.96,—,—,—,—,—,2084,
FAST,51,✓ ,27.4%,+0.026,0.94,—,—,—,—,—,2084,
QQQ,51,✓ ,23.9%,+0.027,0.91,—,—,—,—,—,2084,
