Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
GIS,71,✓✓,23.3%,+0.017,0.22,—,—,—,—,—,2169,
KMB,71,✓✓,22.4%,-0.015,0.36,—,—,—,—,—,2168,
CPB,71,✓✓,26.5%,-0.014,0.00,—,—,—,—,—,2169,
SJM,71,✓✓,25.5%,-0.009,0.31,—,—,—,—,—,2166,
CAG,71,✓✓,27.8%,-0.002,0.10,—,—,—,—,—,2169,
PFE,71,✓✓,25.2%,+0.011,0.01,—,—,—,—,—,2169,
BDX,71,✓✓,25.0%,+0.005,0.01,—,—,—,—,—,2166,
AMT,71,✓✓,27.6%,+0.011,0.17,—,—,—,—,—,2168,
CCI,71,✓✓,27.6%,+0.016,0.00,—,—,—,—,—,2167,
MKC,63,✓ ,25.6%,+0.086,0.02,—,—,—,—,—,2167,
HSY,63,✓ ,24.0%,+0.027,0.66,—,—,—,—,—,2166,
MO,63,✓ ,24.4%,+0.002,0.66,—,—,—,—,—,2169,
D,63,✓ ,24.9%,+0.064,0.00,—,—,—,—,—,2167,
ES,63,✓ ,25.7%,+0.042,0.10,—,—,—,—,—,2167,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2169,
MDT,63,✓ ,24.4%,+0.050,0.03,—,—,—,—,—,2168,
BMY,63,✓ ,25.2%,+0.032,0.19,—,—,—,—,—,2168,
EQR,63,✓ ,26.5%,+0.054,0.23,—,—,—,—,—,2148,
TLT,63,✓ ,15.4%,+0.051,0.34,—,—,—,—,—,2169,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2169,
SPG,60,✓ ,39.5%,-0.048,0.34,—,—,—,—,—,2167,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.7%,+0.016,0.06,—,—,—,—,—,2168,
ZTS,58,✓ ,29.1%,+0.016,0.21,—,—,—,—,—,2168,
MMM,58,✓ ,28.2%,+0.014,0.00,—,—,—,—,—,2169,
INTC,58,✓ ,48.4%,+0.025,0.06,—,—,—,—,—,2169,
CL,56,✓ ,20.6%,+0.014,0.80,—,—,—,—,—,2168,
PG,56,✓ ,20.1%,+0.007,0.80,—,—,—,—,—,2169,
PM,56,✓ ,26.1%,+0.020,0.84,—,—,—,—,—,2169,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2168,
JNJ,56,✓ ,19.7%,+0.005,0.76,—,—,—,—,—,2169,
MRK,56,✓ ,24.1%,+0.012,0.77,—,—,—,—,—,2169,
HON,56,✓ ,25.4%,+0.030,0.77,—,—,—,—,—,2168,
GLD,56,✓ ,17.0%,-0.011,0.83,—,—,—,—,—,2169,
BTI,55,✓ ,25.2%,+0.041,0.52,—,—,—,—,—,2166,
NEE,55,✓ ,26.9%,+0.078,0.67,—,—,—,—,—,2169,
XEL,55,✓ ,22.8%,+0.032,0.70,—,—,—,—,—,2168,
O,55,✓ ,27.2%,+0.031,0.48,—,—,—,—,—,2169,
WPC,55,✓ ,27.3%,+0.072,0.46,—,—,—,—,—,2166,
MAA,55,✓ ,25.3%,-0.011,0.52,—,—,—,—,—,2166,
AVB,55,✓ ,26.2%,+0.030,0.41,—,—,—,—,—,2147,
IWM,55,✓ ,24.3%,+0.050,0.69,—,—,—,—,—,2169,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2168,
AFL,53,✓ ,27.3%,-0.064,0.88,—,—,—,—,—,2167,
ABBV,51,✓ ,27.0%,+0.018,0.92,—,—,—,—,—,2169,
AMGN,51,✓ ,25.6%,+0.011,0.91,—,—,—,—,—,2168,
BRK-B,51,✓ ,20.4%,+0.019,0.92,—,—,—,—,—,2169,
V,51,✓ ,25.7%,+0.016,0.91,—,—,—,—,—,2169,
PGR,51,✓ ,26.3%,-0.022,0.95,—,—,—,—,—,2167,
FAST,51,✓ ,27.3%,+0.027,0.95,—,—,—,—,—,2168,
QQQ,51,✓ ,23.9%,+0.021,0.92,—,—,—,—,—,2169,
ELV,50,✓ ,32.7%,+0.028,0.50,—,—,—,—,—,2166,
NNN,50,✓ ,29.8%,+0.019,0.41,—,—,—,—,—,2167,
COLD,50,✓ ,32.3%,+0.060,0.13,—,—,—,—,—,2154,
WFC,50,✓ ,34.0%,+0.058,0.45,—,—,—,—,—,2168,
USB,50,✓ ,32.2%,+0.047,0.15,—,—,—,—,—,2167,
META,50,✓ ,42.0%,+0.006,0.65,—,—,—,—,—,2169,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
ACN,50,✓ ,29.9%,+0.032,0.41,—,—,—,—,—,2169,
WEC,48,~ ,22.7%,+0.001,0.75,—,—,—,—,—,2167,
PPL,48,~ ,24.0%,-0.003,0.70,—,—,—,—,—,2167,
FE,47,~ ,26.0%,+0.085,0.62,—,—,—,—,—,2167,
VNQ,47,~ ,22.0%,+0.058,0.62,—,—,—,—,—,2168,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.5%,+0.021,0.49,—,—,—,—,—,2169,
COIN,46,~ ,84.1%,-0.008,0.09,—,—,—,—,—,1344,
PEG,43,~ ,22.9%,+0.066,0.87,—,—,—,—,—,2167,
CI,43,~ ,32.4%,-0.001,0.77,—,—,—,—,—,2167,
TRV,43,~ ,26.3%,+0.061,0.87,—,—,—,—,—,2168,
CB,43,~ ,25.2%,+0.087,0.91,—,—,—,—,—,2168,
ITW,43,~ ,25.1%,+0.043,0.88,—,—,—,—,—,2167,
DOV,43,~ ,27.7%,+0.048,0.87,—,—,—,—,—,2166,
ROK,43,~ ,33.2%,-0.003,0.79,—,—,—,—,—,2166,
WM,43,~ ,20.7%,+0.063,0.95,—,—,—,—,—,2167,
RSG,43,~ ,20.3%,+0.082,0.96,—,—,—,—,—,2166,
XLV,43,~ ,17.5%,+0.049,0.91,—,—,—,—,—,2169,
QCOM,43,~ ,41.3%,-0.017,0.76,—,—,—,—,—,2169,
BAC,42,~ ,31.5%,+0.050,0.65,—,—,—,—,—,2169,
EXC,40,~ ,24.8%,+0.117,0.80,—,—,—,—,—,2168,
ETR,40,~ ,25.3%,+0.059,0.79,—,—,—,—,—,2167,
STAG,40,~ ,27.7%,+0.111,0.79,—,—,—,—,—,2166,
XLF,40,~ ,23.2%,+0.052,0.84,—,—,—,—,—,2169,
MA,38,~ ,28.3%,-0.014,0.90,—,—,—,—,—,2169,
EMR,38,~ ,30.8%,+0.017,0.85,—,—,—,—,—,2167,
CTAS,38,~ ,28.1%,+0.025,0.95,—,—,—,—,—,2167,
AAPL,38,~ ,30.5%,+0.010,0.90,—,—,—,—,—,2169,
GOOGL,38,~ ,31.2%,-0.001,0.88,—,—,—,—,—,2169,
MSFT,38,~ ,29.1%,+0.028,0.91,—,—,—,—,—,2169,
