Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.018,0.35,—,—,—,—,—,2182,
GIS,71,✓✓,23.4%,+0.014,0.20,—,—,—,—,—,2182,
CPB,71,✓✓,26.6%,-0.015,0.01,—,—,—,—,—,2182,
CAG,71,✓✓,27.8%,-0.002,0.11,—,—,—,—,—,2182,
SJM,71,✓✓,25.5%,-0.006,0.32,—,—,—,—,—,2182,
PFE,71,✓✓,25.2%,+0.010,0.01,—,—,—,—,—,2182,
BDX,71,✓✓,25.0%,+0.001,0.00,—,—,—,—,—,2182,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2182,
CCI,71,✓✓,27.5%,+0.017,0.01,—,—,—,—,—,2182,
HSY,63,✓ ,24.0%,+0.023,0.66,—,—,—,—,—,2182,
MKC,63,✓ ,25.6%,+0.080,0.02,—,—,—,—,—,2182,
MO,63,✓ ,24.4%,-0.001,0.66,—,—,—,—,—,2182,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2182,
ES,63,✓ ,25.7%,+0.040,0.11,—,—,—,—,—,2182,
ABT,63,✓ ,25.0%,-0.001,0.64,—,—,—,—,—,2182,
BMY,63,✓ ,25.2%,+0.031,0.20,—,—,—,—,—,2182,
MDT,63,✓ ,24.4%,+0.048,0.03,—,—,—,—,—,2182,
MAA,63,✓ ,25.2%,-0.012,0.51,—,—,—,—,—,2182,
TLT,63,✓ ,15.3%,+0.050,0.34,—,—,—,—,—,2182,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2182,
SPG,60,✓ ,39.3%,-0.049,0.35,—,—,—,—,—,2182,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.6%,+0.016,0.06,—,—,—,—,—,2182,
ZTS,58,✓ ,29.1%,+0.016,0.19,—,—,—,—,—,2182,
ELV,58,✓ ,32.7%,+0.029,0.50,—,—,—,—,—,2182,
MMM,58,✓ ,28.1%,+0.013,0.01,—,—,—,—,—,2182,
INTC,58,✓ ,48.4%,+0.024,0.05,—,—,—,—,—,2182,
ACN,58,✓ ,29.9%,+0.029,0.39,—,—,—,—,—,2182,
PG,56,✓ ,20.0%,+0.007,0.80,—,—,—,—,—,2182,
CL,56,✓ ,20.5%,+0.011,0.81,—,—,—,—,—,2182,
PM,56,✓ ,26.0%,+0.017,0.84,—,—,—,—,—,2182,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2182,
JNJ,56,✓ ,19.7%,+0.005,0.76,—,—,—,—,—,2182,
MRK,56,✓ ,24.1%,+0.006,0.77,—,—,—,—,—,2182,
GLD,56,✓ ,17.1%,-0.015,0.83,—,—,—,—,—,2182,
PEP,55,✓ ,21.0%,+0.050,0.68,—,—,—,—,—,2182,
BTI,55,✓ ,25.1%,+0.034,0.53,—,—,—,—,—,2182,
NEE,55,✓ ,26.8%,+0.078,0.67,—,—,—,—,—,2182,
O,55,✓ ,27.1%,+0.031,0.49,—,—,—,—,—,2182,
WPC,55,✓ ,27.2%,+0.073,0.47,—,—,—,—,—,2182,
IWM,55,✓ ,24.3%,+0.050,0.69,—,—,—,—,—,2182,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2182,
AFL,53,✓ ,27.2%,-0.065,0.88,—,—,—,—,—,2182,
ABBV,51,✓ ,27.0%,+0.018,0.92,—,—,—,—,—,2182,
AMGN,51,✓ ,25.8%,+0.012,0.91,—,—,—,—,—,2182,
BRK-B,51,✓ ,20.4%,+0.019,0.92,—,—,—,—,—,2182,
V,51,✓ ,25.7%,+0.015,0.92,—,—,—,—,—,2182,
PGR,51,✓ ,26.3%,-0.020,0.95,—,—,—,—,—,2182,
FAST,51,✓ ,27.2%,+0.027,0.95,—,—,—,—,—,2182,
QQQ,51,✓ ,23.9%,+0.020,0.92,—,—,—,—,—,2182,
COLD,50,✓ ,32.2%,+0.058,0.14,—,—,—,—,—,2170,
NNN,50,✓ ,29.7%,+0.018,0.42,—,—,—,—,—,2182,
WFC,50,✓ ,33.9%,+0.058,0.45,—,—,—,—,—,2182,
USB,50,✓ ,32.1%,+0.046,0.16,—,—,—,—,—,2182,
META,50,✓ ,41.9%,+0.006,0.65,—,—,—,—,—,2182,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
XEL,48,~ ,22.8%,+0.031,0.70,—,—,—,—,—,2182,
WEC,48,~ ,22.7%,-0.000,0.75,—,—,—,—,—,2182,
PPL,48,~ ,23.9%,-0.004,0.71,—,—,—,—,—,2182,
HON,48,~ ,25.3%,+0.031,0.77,—,—,—,—,—,2182,
FE,47,~ ,25.9%,+0.084,0.63,—,—,—,—,—,2182,
VNQ,47,~ ,21.9%,+0.056,0.63,—,—,—,—,—,2182,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
COIN,46,~ ,84.2%,-0.010,0.09,—,—,—,—,—,1357,
SHOP,46,~ ,61.4%,+0.021,0.50,—,—,—,—,—,2182,
PEG,43,~ ,22.8%,+0.064,0.87,—,—,—,—,—,2182,
CI,43,~ ,32.3%,+0.001,0.77,—,—,—,—,—,2182,
TRV,43,~ ,26.2%,+0.063,0.87,—,—,—,—,—,2182,
CB,43,~ ,25.2%,+0.086,0.91,—,—,—,—,—,2182,
ITW,43,~ ,25.0%,+0.044,0.88,—,—,—,—,—,2182,
DOV,43,~ ,27.7%,+0.038,0.87,—,—,—,—,—,2182,
WM,43,~ ,20.7%,+0.061,0.95,—,—,—,—,—,2182,
ROK,43,~ ,33.1%,-0.003,0.80,—,—,—,—,—,2182,
RSG,43,~ ,20.2%,+0.080,0.96,—,—,—,—,—,2182,
XLV,43,~ ,17.5%,+0.048,0.91,—,—,—,—,—,2182,
QCOM,43,~ ,41.2%,-0.017,0.76,—,—,—,—,—,2182,
BSX,42,~ ,29.1%,+0.033,0.69,—,—,—,—,—,2182,
BAC,42,~ ,31.4%,+0.050,0.65,—,—,—,—,—,2182,
EXC,40,~ ,24.8%,+0.118,0.81,—,—,—,—,—,2182,
ETR,40,~ ,25.3%,+0.056,0.79,—,—,—,—,—,2182,
STAG,40,~ ,27.6%,+0.110,0.79,—,—,—,—,—,2182,
XLF,40,~ ,23.1%,+0.052,0.85,—,—,—,—,—,2182,
MA,38,~ ,28.3%,-0.014,0.91,—,—,—,—,—,2182,
EMR,38,~ ,30.7%,+0.016,0.86,—,—,—,—,—,2182,
CTAS,38,~ ,28.0%,+0.022,0.95,—,—,—,—,—,2182,
AAPL,38,~ ,30.5%,+0.010,0.90,—,—,—,—,—,2182,
GOOGL,38,~ ,31.1%,-0.001,0.88,—,—,—,—,—,2182,
MSFT,38,~ ,29.1%,+0.027,0.91,—,—,—,—,—,2182,
NVDA,38,~ ,50.4%,+0.016,0.93,—,—,—,—,—,2182,
ETH-USD,38,~ ,70.1%,+0.002,0.58,—,—,—,—,—,3173,
SO,35,~ ,22.9%,+0.055,0.95,—,—,—,—,—,2182,
DUK,35,~ ,21.4%,+0.065,0.90,—,—,—,—,—,2182,
SRE,35,~ ,26.4%,+0.054,0.86,—,—,—,—,—,2182,
PLD,35,~ ,28.3%,+0.058,0.72,—,—,—,—,—,2182,
VICI,35,~ ,30.0%,+0.028,0.82,—,—,—,—,—,2182,
JPM,35,~ ,28.6%,+0.069,0.84,—,—,—,—,—,2182,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
SCHD,35,~ ,17.8%,+0.063,0.91,—,—,—,—,—,2182,
XLU,35,~ ,20.1%,+0.070,0.90,—,—,—,—,—,2182,
XLP,35,~ ,15.6%,+0.033,0.94,—,—,—,—,—,2182,
VYM,35,~ ,17.3%,+0.065,0.93,—,—,—,—,—,2182,
XLI,35,~ ,21.2%,+0.061,0.90,—,—,—,—,—,2182,
DIA,35,~ ,18.7%,+0.068,0.93,—,—,—,—,—,2182,
IBM,35,~ ,30.1%,+0.040,0.79,—,—,—,—,—,2182,
TXN,35,~ ,33.4%,+0.061,0.82,—,—,—,—,—,2182,
AMD,31,~ ,56.3%,-0.005,0.82,—,—,—,—,—,2182,
AXP,30,~ ,33.3%,+0.004,0.89,—,—,—,—,—,2182,
GWW,30,~ ,28.7%,+0.033,0.95,—,—,—,—,—,2182,
PH,30,~ ,33.3%,+0.054,0.93,—,—,—,—,—,2182,
ADI,30,~ ,34.6%,+0.042,0.92,—,—,—,—,—,2182,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
EQR,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,15,Histórico insuficiente
AVB,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,27,Histórico insuficiente
