Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.020,0.37,—,—,—,—,—,2138,
GIS,71,✓✓,23.2%,+0.025,0.26,—,—,—,—,—,2138,
CPB,71,✓✓,26.4%,-0.014,0.00,—,—,—,—,—,2138,
SJM,71,✓✓,25.4%,-0.009,0.31,—,—,—,—,—,2138,
CAG,71,✓✓,27.7%,+0.003,0.08,—,—,—,—,—,2138,
PFE,71,✓✓,25.2%,+0.013,0.01,—,—,—,—,—,2138,
BDX,71,✓✓,24.9%,+0.002,0.00,—,—,—,—,—,2138,
AMT,71,✓✓,27.6%,+0.016,0.19,—,—,—,—,—,2138,
CCI,71,✓✓,27.5%,+0.017,0.00,—,—,—,—,—,2138,
HSY,63,✓ ,24.0%,+0.025,0.67,—,—,—,—,—,2138,
MKC,63,✓ ,25.5%,+0.084,0.04,—,—,—,—,—,2138,
MO,63,✓ ,24.2%,-0.000,0.64,—,—,—,—,—,2138,
BTI,63,✓ ,25.0%,+0.038,0.50,—,—,—,—,—,2138,
ES,63,✓ ,25.8%,+0.042,0.09,—,—,—,—,—,2138,
ABT,63,✓ ,24.8%,+0.000,0.66,—,—,—,—,—,2138,
MDT,63,✓ ,24.4%,+0.046,0.03,—,—,—,—,—,2138,
BMY,63,✓ ,25.1%,+0.036,0.17,—,—,—,—,—,2138,
EQR,63,✓ ,26.4%,+0.056,0.22,—,—,—,—,—,2138,
TLT,63,✓ ,15.4%,+0.051,0.33,—,—,—,—,—,2138,
CSCO,63,✓ ,27.5%,-0.012,0.66,—,—,—,—,—,2138,
SPG,60,✓ ,39.6%,-0.049,0.31,—,—,—,—,—,2138,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.0%,+0.016,0.07,—,—,—,—,—,2138,
ZTS,58,✓ ,29.0%,+0.016,0.29,—,—,—,—,—,2138,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2138,
CL,56,✓ ,20.5%,+0.018,0.80,—,—,—,—,—,2138,
PG,56,✓ ,20.1%,+0.010,0.81,—,—,—,—,—,2138,
PM,56,✓ ,26.0%,+0.020,0.83,—,—,—,—,—,2138,
AEP,56,✓ ,22.1%,+0.012,0.79,—,—,—,—,—,2138,
JNJ,56,✓ ,19.6%,+0.011,0.76,—,—,—,—,—,2138,
MRK,56,✓ ,23.8%,+0.010,0.76,—,—,—,—,—,2138,
GLD,56,✓ ,16.9%,-0.012,0.82,—,—,—,—,—,2138,
PEP,55,✓ ,21.0%,+0.059,0.70,—,—,—,—,—,2138,
NEE,55,✓ ,27.0%,+0.077,0.66,—,—,—,—,—,2138,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2138,
XEL,55,✓ ,22.9%,+0.031,0.68,—,—,—,—,—,2138,
PPL,55,✓ ,24.1%,-0.003,0.69,—,—,—,—,—,2138,
O,55,✓ ,27.3%,+0.031,0.46,—,—,—,—,—,2138,
