Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
GIS,71,✓✓,23.3%,+0.016,0.22,—,—,—,—,—,2168,
KMB,71,✓✓,22.4%,-0.016,0.36,—,—,—,—,—,2168,
CPB,71,✓✓,26.5%,-0.014,0.00,—,—,—,—,—,2168,
SJM,71,✓✓,25.5%,-0.009,0.31,—,—,—,—,—,2168,
CAG,71,✓✓,27.7%,-0.002,0.10,—,—,—,—,—,2168,
PFE,71,✓✓,25.2%,+0.012,0.01,—,—,—,—,—,2168,
BDX,71,✓✓,25.0%,-0.001,0.01,—,—,—,—,—,2168,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2168,
CCI,71,✓✓,27.6%,+0.017,0.00,—,—,—,—,—,2168,
HSY,63,✓ ,24.0%,+0.024,0.66,—,—,—,—,—,2168,
MKC,63,✓ ,25.5%,+0.082,0.02,—,—,—,—,—,2168,
MO,63,✓ ,24.4%,+0.003,0.66,—,—,—,—,—,2168,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2168,
ES,63,✓ ,25.7%,+0.041,0.10,—,—,—,—,—,2168,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2168,
MDT,63,✓ ,24.4%,+0.048,0.03,—,—,—,—,—,2168,
BMY,63,✓ ,25.2%,+0.032,0.19,—,—,—,—,—,2168,
EQR,63,✓ ,26.4%,+0.056,0.23,—,—,—,—,—,2146,
TLT,63,✓ ,15.4%,+0.051,0.34,—,—,—,—,—,2168,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2168,
SPG,60,✓ ,39.4%,-0.049,0.34,—,—,—,—,—,2168,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.7%,+0.016,0.06,—,—,—,—,—,2168,
ZTS,58,✓ ,29.0%,+0.017,0.21,—,—,—,—,—,2168,
MMM,58,✓ ,28.2%,+0.014,0.00,—,—,—,—,—,2168,
INTC,58,✓ ,48.4%,+0.026,0.06,—,—,—,—,—,2168,
CL,56,✓ ,20.6%,+0.013,0.80,—,—,—,—,—,2168,
PM,56,✓ ,26.1%,+0.020,0.84,—,—,—,—,—,2168,
