Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.017,0.43,—,—,—,—,—,2090,
GIS,71,✓✓,22.9%,+0.028,0.37,—,—,—,—,—,2090,
CPB,71,✓✓,26.3%,-0.008,0.02,—,—,—,—,—,2090,
SJM,71,✓✓,25.1%,-0.001,0.32,—,—,—,—,—,2090,
CAG,71,✓✓,27.5%,+0.008,0.04,—,—,—,—,—,2090,
PFE,71,✓✓,25.3%,+0.014,0.01,—,—,—,—,—,2090,
BDX,71,✓✓,24.7%,-0.005,0.00,—,—,—,—,—,2090,
AMT,71,✓✓,27.5%,+0.023,0.20,—,—,—,—,—,2090,
CCI,71,✓✓,27.3%,+0.027,0.00,—,—,—,—,—,2090,
HSY,63,✓ ,23.8%,+0.028,0.67,—,—,—,—,—,2090,
MKC,63,✓ ,25.4%,+0.090,0.09,—,—,—,—,—,2090,
MO,63,✓ ,24.0%,+0.007,0.62,—,—,—,—,—,2090,
BTI,63,✓ ,24.9%,+0.044,0.46,—,—,—,—,—,2090,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2090,
MDT,63,✓ ,24.2%,+0.049,0.04,—,—,—,—,—,2090,
BMY,63,✓ ,25.0%,+0.035,0.16,—,—,—,—,—,2090,
ZTS,63,✓ ,27.5%,+0.030,0.42,—,—,—,—,—,2090,
TLT,63,✓ ,15.6%,+0.051,0.31,—,—,—,—,—,2090,
CSCO,63,✓ ,26.9%,-0.015,0.68,—,—,—,—,—,2090,
SPG,60,✓ ,40.0%,-0.049,0.28,—,—,—,—,—,2090,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.4%,+0.016,0.07,—,—,—,—,—,2090,
MMM,58,✓ ,28.3%,+0.011,0.00,—,—,—,—,—,2090,
PG,56,✓ ,20.0%,+0.016,0.82,—,—,—,—,—,2090,
CL,56,✓ ,20.4%,+0.025,0.79,—,—,—,—,—,2090,
PM,56,✓ ,25.9%,+0.024,0.82,—,—,—,—,—,2090,
AEP,56,✓ ,22.0%,+0.010,0.78,—,—,—,—,—,2090,
JNJ,56,✓ ,19.5%,+0.018,0.76,—,—,—,—,—,2090,
ABT,56,✓ ,24.7%,-0.001,0.71,—,—,—,—,—,2090,
MRK,56,✓ ,23.6%,+0.019,0.75,—,—,—,—,—,2090,
HON,56,✓ ,24.9%,+0.028,0.75,—,—,—,—,—,2090,
GLD,56,✓ ,16.6%,-0.018,0.81,—,—,—,—,—,2090,
NEE,55,✓ ,27.0%,+0.075,0.65,—,—,—,—,—,2090,
D,55,✓ ,25.0%,+0.062,0.02,—,—,—,—,—,2090,
XEL,55,✓ ,22.9%,+0.031,0.66,—,—,—,—,—,2090,
PPL,55,✓ ,24.1%,-0.003,0.67,—,—,—,—,—,2090,
O,55,✓ ,27.4%,+0.033,0.44,—,—,—,—,—,2090,
WPC,55,✓ ,27.6%,+0.073,0.40,—,—,—,—,—,2090,
EQR,55,✓ ,26.5%,+0.058,0.21,—,—,—,—,—,2090,
AVB,55,✓ ,26.2%,+0.032,0.41,—,—,—,—,—,2090,
MAA,55,✓ ,25.5%,-0.007,0.53,—,—,—,—,—,2090,
IWM,55,✓ ,24.6%,+0.051,0.65,—,—,—,—,—,2090,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2090,
AFL,53,✓ ,27.6%,-0.066,0.86,—,—,—,—,—,2090,
ABBV,51,✓ ,27.0%,+0.019,0.91,—,—,—,—,—,2090,
AMGN,51,✓ ,25.5%,+0.009,0.90,—,—,—,—,—,2090,
BRK-B,51,✓ ,20.6%,+0.023,0.92,—,—,—,—,—,2090,
V,51,✓ ,25.8%,+0.018,0.91,—,—,—,—,—,2090,
PGR,51,✓ ,26.0%,-0.017,0.96,—,—,—,—,—,2090,
FAST,51,✓ ,27.4%,+0.026,0.94,—,—,—,—,—,2090,
QQQ,51,✓ ,23.9%,+0.028,0.91,—,—,—,—,—,2090,
ELV,50,✓ ,32.7%,+0.029,0.51,—,—,—,—,—,2090,
NNN,50,✓ ,30.1%,+0.019,0.36,—,—,—,—,—,2090,
COLD,50,✓ ,31.4%,+0.064,0.09,—,—,—,—,—,2078,
WFC,50,✓ ,34.3%,+0.056,0.40,—,—,—,—,—,2090,
USB,50,✓ ,32.5%,+0.049,0.09,—,—,—,—,—,2090,
META,50,✓ ,41.8%,+0.003,0.63,—,—,—,—,—,2090,
INTC,50,✓ ,46.3%,+0.040,0.31,—,—,—,—,—,2090,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.058,0.71,—,—,—,—,—,2090,
WEC,48,~ ,22.9%,+0.003,0.72,—,—,—,—,—,2090,
IBM,48,~ ,27.3%,+0.039,0.77,—,—,—,—,—,2090,
FE,47,~ ,26.2%,+0.088,0.58,—,—,—,—,—,2090,
VNQ,47,~ ,22.2%,+0.058,0.59,—,—,—,—,—,2090,
