Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.018,0.42,—,—,—,—,—,2099,
CPB,71,✓✓,26.2%,-0.007,0.01,—,—,—,—,—,2099,
SJM,71,✓✓,25.1%,-0.000,0.32,—,—,—,—,—,2099,
CAG,71,✓✓,27.5%,+0.009,0.05,—,—,—,—,—,2099,
PFE,71,✓✓,25.3%,+0.015,0.01,—,—,—,—,—,2099,
BDX,71,✓✓,24.8%,-0.002,0.00,—,—,—,—,—,2099,
AMT,71,✓✓,27.5%,+0.022,0.20,—,—,—,—,—,2099,
CCI,71,✓✓,27.3%,+0.025,0.00,—,—,—,—,—,2099,
GIS,63,✓ ,22.9%,+0.031,0.35,—,—,—,—,—,2099,
HSY,63,✓ ,23.8%,+0.027,0.67,—,—,—,—,—,2099,
MKC,63,✓ ,25.4%,+0.091,0.08,—,—,—,—,—,2099,
MO,63,✓ ,24.2%,+0.007,0.62,—,—,—,—,—,2099,
BTI,63,✓ ,24.9%,+0.042,0.47,—,—,—,—,—,2099,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2099,
MDT,63,✓ ,24.2%,+0.051,0.04,—,—,—,—,—,2099,
BMY,63,✓ ,25.0%,+0.036,0.16,—,—,—,—,—,2099,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2099,
CSCO,63,✓ ,26.9%,-0.017,0.68,—,—,—,—,—,2099,
SPG,60,✓ ,39.9%,-0.049,0.28,—,—,—,—,—,2099,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.3%,+0.016,0.07,—,—,—,—,—,2099,
ZTS,58,✓ ,28.8%,+0.027,0.40,—,—,—,—,—,2099,
MMM,58,✓ ,28.3%,+0.009,0.00,—,—,—,—,—,2099,
PG,56,✓ ,20.0%,+0.014,0.82,—,—,—,—,—,2099,
CL,56,✓ ,20.4%,+0.025,0.79,—,—,—,—,—,2099,
PM,56,✓ ,25.9%,+0.020,0.82,—,—,—,—,—,2099,
AEP,56,✓ ,22.1%,+0.012,0.78,—,—,—,—,—,2099,
JNJ,56,✓ ,19.5%,+0.019,0.76,—,—,—,—,—,2099,
ABT,56,✓ ,24.7%,-0.001,0.70,—,—,—,—,—,2099,
MRK,56,✓ ,23.6%,+0.017,0.75,—,—,—,—,—,2099,
HON,56,✓ ,24.9%,+0.026,0.75,—,—,—,—,—,2099,
GLD,56,✓ ,16.7%,-0.018,0.81,—,—,—,—,—,2099,
NEE,55,✓ ,27.1%,+0.078,0.65,—,—,—,—,—,2099,
D,55,✓ ,24.9%,+0.063,0.02,—,—,—,—,—,2099,
XEL,55,✓ ,22.9%,+0.033,0.67,—,—,—,—,—,2099,
PPL,55,✓ ,24.1%,-0.004,0.68,—,—,—,—,—,2099,
O,55,✓ ,27.4%,+0.032,0.44,—,—,—,—,—,2099,
WPC,55,✓ ,27.5%,+0.074,0.41,—,—,—,—,—,2099,
EQR,55,✓ ,26.5%,+0.057,0.21,—,—,—,—,—,2099,
AVB,55,✓ ,26.3%,+0.030,0.41,—,—,—,—,—,2099,
MAA,55,✓ ,25.4%,-0.009,0.53,—,—,—,—,—,2099,
IWM,55,✓ ,24.5%,+0.050,0.65,—,—,—,—,—,2099,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2099,
AFL,53,✓ ,27.5%,-0.065,0.86,—,—,—,—,—,2099,
ABBV,51,✓ ,27.0%,+0.018,0.91,—,—,—,—,—,2099,
AMGN,51,✓ ,25.5%,+0.010,0.90,—,—,—,—,—,2099,
BRK-B,51,✓ ,20.6%,+0.022,0.92,—,—,—,—,—,2099,
V,51,✓ ,25.9%,+0.017,0.91,—,—,—,—,—,2099,
PGR,51,✓ ,26.0%,-0.016,0.95,—,—,—,—,—,2099,
FAST,51,✓ ,27.4%,+0.027,0.94,—,—,—,—,—,2099,
QQQ,51,✓ ,23.9%,+0.028,0.91,—,—,—,—,—,2099,
ELV,50,✓ ,32.6%,+0.029,0.51,—,—,—,—,—,2099,
