Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.021,0.38,—,—,—,—,—,2129,
GIS,71,✓✓,22.9%,+0.029,0.27,—,—,—,—,—,2129,
CPB,71,✓✓,26.3%,-0.013,0.00,—,—,—,—,—,2129,
SJM,71,✓✓,25.3%,-0.004,0.31,—,—,—,—,—,2129,
CAG,71,✓✓,27.6%,+0.006,0.07,—,—,—,—,—,2129,
PFE,71,✓✓,25.2%,+0.016,0.01,—,—,—,—,—,2129,
BDX,71,✓✓,24.9%,+0.002,0.00,—,—,—,—,—,2129,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2129,
CCI,71,✓✓,27.4%,+0.024,0.00,—,—,—,—,—,2129,
HSY,63,✓ ,24.0%,+0.028,0.67,—,—,—,—,—,2129,
MKC,63,✓ ,25.4%,+0.089,0.05,—,—,—,—,—,2129,
MO,63,✓ ,24.2%,+0.001,0.64,—,—,—,—,—,2129,
BTI,63,✓ ,25.0%,+0.040,0.49,—,—,—,—,—,2129,
ES,63,✓ ,25.8%,+0.042,0.09,—,—,—,—,—,2129,
ABT,63,✓ ,24.8%,+0.001,0.66,—,—,—,—,—,2129,
BMY,63,✓ ,25.0%,+0.038,0.17,—,—,—,—,—,2129,
MDT,63,✓ ,24.3%,+0.047,0.03,—,—,—,—,—,2129,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2129,
TLT,63,✓ ,15.5%,+0.051,0.33,—,—,—,—,—,2129,
CSCO,63,✓ ,27.4%,-0.011,0.66,—,—,—,—,—,2129,
SPG,60,✓ ,39.7%,-0.049,0.31,—,—,—,—,—,2129,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2129,
ZTS,58,✓ ,29.0%,+0.016,0.31,—,—,—,—,—,2129,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2129,
CL,56,✓ ,20.5%,+0.020,0.79,—,—,—,—,—,2129,
PG,56,✓ ,20.1%,+0.012,0.81,—,—,—,—,—,2129,
PM,56,✓ ,26.0%,+0.021,0.83,—,—,—,—,—,2129,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2129,
JNJ,56,✓ ,19.5%,+0.014,0.76,—,—,—,—,—,2129,
MRK,56,✓ ,23.7%,+0.010,0.76,—,—,—,—,—,2129,
HON,56,✓ ,25.1%,+0.026,0.76,—,—,—,—,—,2129,
GLD,56,✓ ,16.8%,-0.012,0.82,—,—,—,—,—,2129,
NEE,55,✓ ,27.0%,+0.078,0.66,—,—,—,—,—,2129,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2129,
XEL,55,✓ ,22.9%,+0.033,0.68,—,—,—,—,—,2129,
PPL,55,✓ ,24.0%,-0.002,0.69,—,—,—,—,—,2129,
O,55,✓ ,27.3%,+0.032,0.46,—,—,—,—,—,2129,
WPC,55,✓ ,27.4%,+0.074,0.43,—,—,—,—,—,2129,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2129,
MAA,55,✓ ,25.4%,-0.010,0.52,—,—,—,—,—,2129,
IWM,55,✓ ,24.5%,+0.051,0.67,—,—,—,—,—,2129,
IEF,54,✓ ,6.9%,+0.024,0.00,—,—,—,—,—,2129,
AFL,53,✓ ,27.4%,-0.064,0.87,—,—,—,—,—,2129,
AMGN,51,✓ ,25.5%,+0.012,0.90,—,—,—,—,—,2129,
ABBV,51,✓ ,27.0%,+0.021,0.91,—,—,—,—,—,2129,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2129,
V,51,✓ ,25.8%,+0.017,0.91,—,—,—,—,—,2129,
PGR,51,✓ ,26.0%,-0.017,0.95,—,—,—,—,—,2129,
FAST,51,✓ ,27.3%,+0.028,0.94,—,—,—,—,—,2129,
QQQ,51,✓ ,23.9%,+0.028,0.92,—,—,—,—,—,2129,
NNN,50,✓ ,29.9%,+0.020,0.38,—,—,—,—,—,2129,
COLD,50,✓ ,32.0%,+0.062,0.12,—,—,—,—,—,2117,
WFC,50,✓ ,34.1%,+0.059,0.42,—,—,—,—,—,2129,
USB,50,✓ ,32.4%,+0.048,0.11,—,—,—,—,—,2129,
META,50,✓ ,41.8%,+0.005,0.64,—,—,—,—,—,2129,
INTC,50,✓ ,47.7%,+0.039,0.14,—,—,—,—,—,2129,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.060,0.70,—,—,—,—,—,2129,
WEC,48,~ ,22.8%,+0.004,0.74,—,—,—,—,—,2129,
