Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.017,0.35,—,—,—,—,—,2184,
GIS,71,✓✓,23.4%,+0.014,0.20,—,—,—,—,—,2184,
CPB,71,✓✓,26.7%,-0.015,0.01,—,—,—,—,—,2184,
CAG,71,✓✓,27.8%,-0.002,0.11,—,—,—,—,—,2184,
SJM,71,✓✓,25.5%,-0.006,0.32,—,—,—,—,—,2184,
PFE,71,✓✓,25.2%,+0.010,0.01,—,—,—,—,—,2184,
BDX,71,✓✓,25.0%,+0.001,0.00,—,—,—,—,—,2184,
AMT,71,✓✓,27.5%,+0.014,0.17,—,—,—,—,—,2184,
CCI,71,✓✓,27.5%,+0.017,0.01,—,—,—,—,—,2184,
HSY,63,✓ ,24.0%,+0.023,0.65,—,—,—,—,—,2184,
MKC,63,✓ ,25.5%,+0.080,0.02,—,—,—,—,—,2184,
MO,63,✓ ,24.4%,-0.001,0.66,—,—,—,—,—,2184,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2184,
ES,63,✓ ,25.7%,+0.040,0.11,—,—,—,—,—,2184,
MDT,63,✓ ,24.4%,+0.048,0.04,—,—,—,—,—,2184,
BMY,63,✓ ,25.2%,+0.031,0.20,—,—,—,—,—,2184,
ABT,63,✓ ,25.0%,-0.001,0.64,—,—,—,—,—,2184,
MAA,63,✓ ,25.2%,-0.011,0.51,—,—,—,—,—,2184,
TLT,63,✓ ,15.3%,+0.050,0.34,—,—,—,—,—,2184,
CSCO,63,✓ ,27.6%,-0.014,0.66,—,—,—,—,—,2184,
SPG,60,✓ ,39.3%,-0.049,0.35,—,—,—,—,—,2184,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.6%,+0.016,0.06,—,—,—,—,—,2184,
ZTS,58,✓ ,29.1%,+0.016,0.18,—,—,—,—,—,2184,
ELV,58,✓ ,32.7%,+0.029,0.50,—,—,—,—,—,2184,
MMM,58,✓ ,28.1%,+0.014,0.01,—,—,—,—,—,2184,
INTC,58,✓ ,48.4%,+0.024,0.05,—,—,—,—,—,2184,
ACN,58,✓ ,29.9%,+0.029,0.39,—,—,—,—,—,2184,
PG,56,✓ ,20.0%,+0.007,0.80,—,—,—,—,—,2184,
CL,56,✓ ,20.5%,+0.011,0.81,—,—,—,—,—,2184,
PM,56,✓ ,26.0%,+0.017,0.84,—,—,—,—,—,2184,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2184,
JNJ,56,✓ ,19.7%,+0.005,0.76,—,—,—,—,—,2184,
MRK,56,✓ ,24.1%,+0.006,0.77,—,—,—,—,—,2184,
GLD,56,✓ ,17.1%,-0.017,0.83,—,—,—,—,—,2184,
PEP,55,✓ ,20.9%,+0.050,0.68,—,—,—,—,—,2184,
BTI,55,✓ ,25.1%,+0.033,0.53,—,—,—,—,—,2184,
NEE,55,✓ ,26.8%,+0.078,0.67,—,—,—,—,—,2184,
O,55,✓ ,27.1%,+0.031,0.49,—,—,—,—,—,2184,
