Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
WEC,48,~ ,22.8%,+0.003,0.74,—,—,—,—,—,2141,
HON,48,~ ,25.3%,+0.032,0.76,—,—,—,—,—,2141,
FE,47,~ ,26.1%,+0.086,0.61,—,—,—,—,—,2141,
VNQ,47,~ ,22.1%,+0.057,0.61,—,—,—,—,—,2141,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
COIN,46,~ ,84.4%,-0.007,0.09,—,—,—,—,—,1316,
SHOP,46,~ ,61.3%,+0.022,0.48,—,—,—,—,—,2141,
PEG,43,~ ,23.0%,+0.066,0.87,—,—,—,—,—,2141,
CI,43,~ ,32.4%,+0.003,0.77,—,—,—,—,—,2141,
TRV,43,~ ,26.1%,+0.062,0.87,—,—,—,—,—,2141,
CB,43,~ ,25.2%,+0.089,0.91,—,—,—,—,—,2141,
DOV,43,~ ,27.7%,+0.049,0.87,—,—,—,—,—,2141,
EMR,43,~ ,30.8%,+0.015,0.85,—,—,—,—,—,2141,
ITW,43,~ ,25.1%,+0.044,0.87,—,—,—,—,—,2141,
WM,43,~ ,20.7%,+0.069,0.95,—,—,—,—,—,2141,
RSG,43,~ ,20.3%,+0.086,0.96,—,—,—,—,—,2141,
ROK,43,~ ,33.2%,-0.000,0.79,—,—,—,—,—,2141,
XLV,43,~ ,17.5%,+0.052,0.90,—,—,—,—,—,2141,
QCOM,43,~ ,41.2%,-0.015,0.76,—,—,—,—,—,2141,
BAC,42,~ ,31.6%,+0.051,0.63,—,—,—,—,—,2141,
EXC,40,~ ,24.9%,+0.121,0.80,—,—,—,—,—,2141,
ETR,40,~ ,25.4%,+0.057,0.78,—,—,—,—,—,2141,
STAG,40,~ ,27.7%,+0.112,0.79,—,—,—,—,—,2141,
XLF,40,~ ,23.3%,+0.053,0.84,—,—,—,—,—,2141,
MA,38,~ ,28.4%,-0.013,0.90,—,—,—,—,—,2141,
MSFT,38,~ ,28.7%,+0.027,0.91,—,—,—,—,—,2141,
AAPL,38,~ ,30.5%,+0.014,0.90,—,—,—,—,—,2141,
GOOGL,38,~ ,31.0%,-0.005,0.88,—,—,—,—,—,2141,
NVDA,38,~ ,50.5%,+0.018,0.92,—,—,—,—,—,2141,
ETH-USD,38,~ ,70.5%,+0.002,0.59,—,—,—,—,—,3113,
DUK,35,~ ,21.5%,+0.068,0.89,—,—,—,—,—,2141,
SO,35,~ ,23.1%,+0.055,0.94,—,—,—,—,—,2141,
SRE,35,~ ,26.4%,+0.057,0.85,—,—,—,—,—,2141,
BSX,35,~ ,28.9%,+0.033,0.74,—,—,—,—,—,2141,
PLD,35,~ ,28.4%,+0.059,0.71,—,—,—,—,—,2141,
VICI,35,~ ,30.2%,+0.030,0.83,—,—,—,—,—,2141,
JPM,35,~ ,28.7%,+0.071,0.83,—,—,—,—,—,2141,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
SCHD,35,~ ,17.9%,+0.064,0.91,—,—,—,—,—,2141,
VYM,35,~ ,17.4%,+0.065,0.92,—,—,—,—,—,2141,
XLU,35,~ ,20.2%,+0.072,0.89,—,—,—,—,—,2141,
XLP,35,~ ,15.6%,+0.040,0.93,—,—,—,—,—,2141,
XLI,35,~ ,21.3%,+0.061,0.90,—,—,—,—,—,2141,
DIA,35,~ ,18.8%,+0.069,0.93,—,—,—,—,—,2141,
IBM,35,~ ,28.3%,+0.047,0.78,—,—,—,—,—,2141,
TXN,35,~ ,33.3%,+0.065,0.81,—,—,—,—,—,2141,
AMD,31,~ ,56.1%,+0.003,0.82,—,—,—,—,—,2141,
AXP,30,~ ,33.5%,+0.004,0.88,—,—,—,—,—,2141,
GWW,30,~ ,28.8%,+0.034,0.94,—,—,—,—,—,2141,
PH,30,~ ,33.4%,+0.055,0.92,—,—,—,—,—,2141,
CTAS,30,~ ,28.0%,+0.027,0.95,—,—,—,—,—,2141,
ADI,30,~ ,34.7%,+0.045,0.92,—,—,—,—,—,2141,
CL,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
