Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
GIS,71,✓✓,22.9%,+0.030,0.28,—,—,—,—,—,2125,
KMB,71,✓✓,22.2%,-0.021,0.38,—,—,—,—,—,2125,
CPB,71,✓✓,26.2%,-0.009,0.00,—,—,—,—,—,2125,
SJM,71,✓✓,25.3%,-0.002,0.31,—,—,—,—,—,2125,
CAG,71,✓✓,27.5%,+0.009,0.07,—,—,—,—,—,2125,
BDX,71,✓✓,24.8%,+0.001,0.00,—,—,—,—,—,2125,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2125,
CCI,71,✓✓,27.4%,+0.024,0.00,—,—,—,—,—,2125,
HSY,63,✓ ,23.9%,+0.030,0.67,—,—,—,—,—,2125,
MKC,63,✓ ,25.4%,+0.091,0.05,—,—,—,—,—,2125,
MO,63,✓ ,24.2%,+0.003,0.64,—,—,—,—,—,2125,
BTI,63,✓ ,25.0%,+0.042,0.49,—,—,—,—,—,2125,
ES,63,✓ ,25.9%,+0.042,0.09,—,—,—,—,—,2125,
ABT,63,✓ ,24.8%,-0.001,0.67,—,—,—,—,—,2125,
MDT,63,✓ ,24.3%,+0.046,0.03,—,—,—,—,—,2125,
BMY,63,✓ ,25.0%,+0.040,0.17,—,—,—,—,—,2125,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2125,
TLT,63,✓ ,15.5%,+0.051,0.33,—,—,—,—,—,2125,
CSCO,63,✓ ,27.4%,-0.012,0.66,—,—,—,—,—,2125,
SPG,60,✓ ,39.7%,-0.049,0.30,—,—,—,—,—,2125,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2125,
ZTS,58,✓ ,28.9%,+0.014,0.32,—,—,—,—,—,2125,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2125,
PG,56,✓ ,20.1%,+0.012,0.81,—,—,—,—,—,2125,
PM,56,✓ ,26.0%,+0.024,0.83,—,—,—,—,—,2125,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2125,
JNJ,56,✓ ,19.5%,+0.016,0.76,—,—,—,—,—,2125,
MRK,56,✓ ,23.7%,+0.013,0.76,—,—,—,—,—,2125,
HON,56,✓ ,25.1%,+0.027,0.76,—,—,—,—,—,2125,
GLD,56,✓ ,16.8%,-0.014,0.82,—,—,—,—,—,2125,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2125,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2125,
XEL,55,✓ ,22.9%,+0.032,0.68,—,—,—,—,—,2125,
O,55,✓ ,27.3%,+0.033,0.46,—,—,—,—,—,2125,
WPC,55,✓ ,27.4%,+0.075,0.43,—,—,—,—,—,2125,
MAA,55,✓ ,25.4%,-0.009,0.52,—,—,—,—,—,2125,
IWM,55,✓ ,24.5%,+0.049,0.67,—,—,—,—,—,2125,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2125,
AFL,53,✓ ,27.4%,-0.064,0.87,—,—,—,—,—,2125,
ABBV,51,✓ ,26.9%,+0.020,0.91,—,—,—,—,—,2125,
AMGN,51,✓ ,25.5%,+0.013,0.90,—,—,—,—,—,2125,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2125,
V,51,✓ ,25.8%,+0.017,0.91,—,—,—,—,—,2125,
PGR,51,✓ ,26.0%,-0.017,0.95,—,—,—,—,—,2125,
FAST,51,✓ ,27.3%,+0.027,0.94,—,—,—,—,—,2125,
QQQ,51,✓ ,23.9%,+0.028,0.92,—,—,—,—,—,2125,
ELV,50,✓ ,32.6%,+0.029,0.51,—,—,—,—,—,2125,
NNN,50,✓ ,29.9%,+0.020,0.38,—,—,—,—,—,2125,
COLD,50,✓ ,32.0%,+0.061,0.11,—,—,—,—,—,2113,
WFC,50,✓ ,34.1%,+0.059,0.42,—,—,—,—,—,2125,
USB,50,✓ ,32.4%,+0.048,0.11,—,—,—,—,—,2125,
META,50,✓ ,41.8%,+0.004,0.64,—,—,—,—,—,2125,
INTC,50,✓ ,47.5%,+0.034,0.16,—,—,—,—,—,2125,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.060,0.70,—,—,—,—,—,2125,
FE,47,~ ,26.1%,+0.087,0.60,—,—,—,—,—,2125,
VNQ,47,~ ,22.1%,+0.058,0.60,—,—,—,—,—,2125,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
COIN,46,~ ,84.6%,-0.006,0.10,—,—,—,—,—,1300,
SHOP,46,~ ,61.4%,+0.019,0.48,—,—,—,—,—,2125,
PEG,43,~ ,23.0%,+0.066,0.86,—,—,—,—,—,2125,
CI,43,~ ,32.4%,+0.003,0.77,—,—,—,—,—,2125,
TRV,43,~ ,26.2%,+0.061,0.87,—,—,—,—,—,2125,
CB,43,~ ,25.2%,+0.092,0.91,—,—,—,—,—,2125,
EMR,43,~ ,30.8%,+0.017,0.84,—,—,—,—,—,2125,
ITW,43,~ ,25.1%,+0.045,0.87,—,—,—,—,—,2125,
DOV,43,~ ,27.7%,+0.052,0.87,—,—,—,—,—,2125,
ROK,43,~ ,33.1%,+0.003,0.78,—,—,—,—,—,2125,
RSG,43,~ ,20.2%,+0.089,0.96,—,—,—,—,—,2125,
XLV,43,~ ,17.5%,+0.055,0.90,—,—,—,—,—,2125,
QCOM,43,~ ,41.0%,-0.010,0.75,—,—,—,—,—,2125,
BAC,42,~ ,31.7%,+0.050,0.62,—,—,—,—,—,2125,
ACN,42,~ ,28.5%,+0.034,0.52,—,—,—,—,—,2125,
EXC,40,~ ,24.9%,+0.122,0.79,—,—,—,—,—,2125,
ETR,40,~ ,25.4%,+0.057,0.78,—,—,—,—,—,2125,
SRE,40,~ ,26.4%,+0.058,0.85,—,—,—,—,—,2125,
STAG,40,~ ,27.7%,+0.112,0.79,—,—,—,—,—,2125,
XLF,40,~ ,23.3%,+0.052,0.83,—,—,—,—,—,2125,
MA,38,~ ,28.5%,-0.013,0.90,—,—,—,—,—,2125,
GOOGL,38,~ ,30.9%,-0.001,0.88,—,—,—,—,—,2125,
AAPL,38,~ ,30.4%,+0.017,0.90,—,—,—,—,—,2125,
MSFT,38,~ ,28.6%,+0.025,0.91,—,—,—,—,—,2125,
NVDA,38,~ ,50.6%,+0.018,0.92,—,—,—,—,—,2125,
ETH-USD,38,~ ,70.7%,+0.002,0.60,—,—,—,—,—,3089,
SO,35,~ ,23.1%,+0.057,0.94,—,—,—,—,—,2125,
DUK,35,~ ,21.4%,+0.069,0.89,—,—,—,—,—,2125,
BSX,35,~ ,28.9%,+0.034,0.76,—,—,—,—,—,2125,
PLD,35,~ ,28.4%,+0.059,0.70,—,—,—,—,—,2125,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.5%,+0.065,0.92,—,—,—,—,—,2125,
SCHD,35,~ ,17.9%,+0.065,0.91,—,—,—,—,—,2125,
XLU,35,~ ,20.2%,+0.072,0.89,—,—,—,—,—,2125,
XLP,35,~ ,15.6%,+0.044,0.93,—,—,—,—,—,2125,
XLI,35,~ ,21.3%,+0.064,0.90,—,—,—,—,—,2125,
DIA,35,~ ,18.9%,+0.068,0.93,—,—,—,—,—,2125,
IBM,35,~ ,28.2%,+0.049,0.78,—,—,—,—,—,2125,
TXN,35,~ ,33.0%,+0.080,0.81,—,—,—,—,—,2125,
AMD,31,~ ,55.9%,+0.009,0.81,—,—,—,—,—,2125,
AXP,30,~ ,33.6%,+0.002,0.88,—,—,—,—,—,2125,
GWW,30,~ ,28.8%,+0.036,0.94,—,—,—,—,—,2125,
PH,30,~ ,33.5%,+0.057,0.92,—,—,—,—,—,2125,
CTAS,30,~ ,28.0%,+0.027,0.95,—,—,—,—,—,2125,
ADI,30,~ ,34.4%,+0.053,0.92,—,—,—,—,—,2125,
VICI,27,✗ ,30.2%,+0.032,0.83,—,—,—,—,—,2125,
JPM,27,✗ ,28.8%,+0.070,0.82,—,—,—,—,—,2125,
CL,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
WEC,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
PPL,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
PFE,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
AVB,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
WM,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
