Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.019,0.36,—,—,—,—,—,2180,
GIS,71,✓✓,23.4%,+0.015,0.21,—,—,—,—,—,2180,
CPB,71,✓✓,26.6%,-0.015,0.01,—,—,—,—,—,2180,
CAG,71,✓✓,27.8%,-0.002,0.11,—,—,—,—,—,2180,
SJM,71,✓✓,25.5%,-0.006,0.32,—,—,—,—,—,2180,
PFE,71,✓✓,25.2%,+0.010,0.01,—,—,—,—,—,2180,
BDX,71,✓✓,25.0%,+0.001,0.00,—,—,—,—,—,2180,
CCI,71,✓✓,27.6%,+0.017,0.01,—,—,—,—,—,2180,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2180,
HSY,63,✓ ,24.0%,+0.023,0.66,—,—,—,—,—,2180,
MKC,63,✓ ,25.6%,+0.080,0.02,—,—,—,—,—,2180,
MO,63,✓ ,24.4%,-0.001,0.66,—,—,—,—,—,2180,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2180,
ES,63,✓ ,25.7%,+0.040,0.11,—,—,—,—,—,2180,
MDT,63,✓ ,24.4%,+0.048,0.03,—,—,—,—,—,2180,
ABT,63,✓ ,25.0%,-0.001,0.64,—,—,—,—,—,2180,
BMY,63,✓ ,25.1%,+0.031,0.20,—,—,—,—,—,2180,
MAA,63,✓ ,25.3%,-0.012,0.51,—,—,—,—,—,2180,
TLT,63,✓ ,15.4%,+0.050,0.34,—,—,—,—,—,2180,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2180,
SPG,60,✓ ,39.3%,-0.049,0.35,—,—,—,—,—,2180,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.6%,+0.016,0.06,—,—,—,—,—,2180,
ZTS,58,✓ ,29.1%,+0.016,0.19,—,—,—,—,—,2180,
ELV,58,✓ ,32.7%,+0.029,0.50,—,—,—,—,—,2180,
MMM,58,✓ ,28.1%,+0.013,0.01,—,—,—,—,—,2180,
INTC,58,✓ ,48.3%,+0.025,0.05,—,—,—,—,—,2180,
ACN,58,✓ ,29.9%,+0.030,0.39,—,—,—,—,—,2180,
CL,56,✓ ,20.5%,+0.011,0.80,—,—,—,—,—,2180,
PG,56,✓ ,20.0%,+0.007,0.80,—,—,—,—,—,2180,
PM,56,✓ ,26.0%,+0.018,0.84,—,—,—,—,—,2180,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2180,
JNJ,56,✓ ,19.7%,+0.005,0.76,—,—,—,—,—,2180,
MRK,56,✓ ,24.1%,+0.006,0.77,—,—,—,—,—,2180,
GLD,56,✓ ,17.1%,-0.016,0.83,—,—,—,—,—,2180,
PEP,55,✓ ,21.0%,+0.050,0.68,—,—,—,—,—,2180,
NEE,55,✓ ,26.8%,+0.078,0.67,—,—,—,—,—,2180,
BTI,55,✓ ,25.1%,+0.034,0.52,—,—,—,—,—,2180,
O,55,✓ ,27.1%,+0.031,0.49,—,—,—,—,—,2180,
WPC,55,✓ ,27.2%,+0.073,0.46,—,—,—,—,—,2180,
IWM,55,✓ ,24.3%,+0.050,0.69,—,—,—,—,—,2180,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2180,
AFL,53,✓ ,27.2%,-0.065,0.88,—,—,—,—,—,2180,
ABBV,51,✓ ,27.0%,+0.018,0.92,—,—,—,—,—,2180,
AMGN,51,✓ ,25.5%,+0.011,0.91,—,—,—,—,—,2180,
BRK-B,51,✓ ,20.4%,+0.019,0.92,—,—,—,—,—,2180,
V,51,✓ ,25.7%,+0.015,0.92,—,—,—,—,—,2180,
PGR,51,✓ ,26.3%,-0.020,0.95,—,—,—,—,—,2180,
FAST,51,✓ ,27.2%,+0.027,0.95,—,—,—,—,—,2180,
QQQ,51,✓ ,23.9%,+0.021,0.92,—,—,—,—,—,2180,
NNN,50,✓ ,29.7%,+0.018,0.42,—,—,—,—,—,2180,
COLD,50,✓ ,32.2%,+0.058,0.14,—,—,—,—,—,2168,
WFC,50,✓ ,33.9%,+0.058,0.45,—,—,—,—,—,2180,
USB,50,✓ ,32.1%,+0.046,0.16,—,—,—,—,—,2180,
META,50,✓ ,41.9%,+0.005,0.65,—,—,—,—,—,2180,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
WEC,48,~ ,22.7%,-0.000,0.75,—,—,—,—,—,2180,
XEL,48,~ ,22.8%,+0.031,0.70,—,—,—,—,—,2180,
PPL,48,~ ,23.9%,-0.004,0.71,—,—,—,—,—,2180,
HON,48,~ ,25.3%,+0.031,0.77,—,—,—,—,—,2180,
FE,47,~ ,25.9%,+0.084,0.63,—,—,—,—,—,2180,
VNQ,47,~ ,21.9%,+0.056,0.63,—,—,—,—,—,2180,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.4%,+0.020,0.49,—,—,—,—,—,2180,
COIN,46,~ ,84.2%,-0.010,0.09,—,—,—,—,—,1355,
PEG,43,~ ,22.8%,+0.064,0.87,—,—,—,—,—,2180,
CI,43,~ ,32.3%,+0.001,0.77,—,—,—,—,—,2180,
TRV,43,~ ,26.2%,+0.063,0.87,—,—,—,—,—,2180,
CB,43,~ ,25.2%,+0.087,0.91,—,—,—,—,—,2180,
ITW,43,~ ,25.0%,+0.044,0.88,—,—,—,—,—,2180,
DOV,43,~ ,27.7%,+0.039,0.87,—,—,—,—,—,2180,
ROK,43,~ ,33.1%,-0.003,0.80,—,—,—,—,—,2180,
WM,43,~ ,20.7%,+0.061,0.95,—,—,—,—,—,2180,
RSG,43,~ ,20.3%,+0.081,0.96,—,—,—,—,—,2180,
XLV,43,~ ,17.5%,+0.048,0.91,—,—,—,—,—,2180,
QCOM,43,~ ,41.2%,-0.017,0.76,—,—,—,—,—,2180,
BSX,42,~ ,29.0%,+0.036,0.69,—,—,—,—,—,2180,
BAC,42,~ ,31.4%,+0.050,0.65,—,—,—,—,—,2180,
EXC,40,~ ,24.8%,+0.118,0.81,—,—,—,—,—,2180,
ETR,40,~ ,25.3%,+0.056,0.79,—,—,—,—,—,2180,
STAG,40,~ ,27.6%,+0.110,0.79,—,—,—,—,—,2180,
XLF,40,~ ,23.1%,+0.051,0.85,—,—,—,—,—,2180,
MA,38,~ ,28.3%,-0.015,0.90,—,—,—,—,—,2180,
EMR,38,~ ,30.8%,+0.017,0.86,—,—,—,—,—,2180,
CTAS,38,~ ,28.1%,+0.022,0.95,—,—,—,—,—,2180,
AAPL,38,~ ,30.5%,+0.010,0.90,—,—,—,—,—,2180,
MSFT,38,~ ,29.1%,+0.027,0.91,—,—,—,—,—,2180,
GOOGL,38,~ ,31.1%,-0.001,0.88,—,—,—,—,—,2180,
NVDA,38,~ ,50.4%,+0.016,0.93,—,—,—,—,—,2180,
ETH-USD,38,~ ,70.2%,+0.002,0.58,—,—,—,—,—,3168,
SO,35,~ ,22.9%,+0.055,0.95,—,—,—,—,—,2180,
DUK,35,~ ,21.4%,+0.065,0.90,—,—,—,—,—,2180,
SRE,35,~ ,26.4%,+0.055,0.86,—,—,—,—,—,2180,
PLD,35,~ ,28.3%,+0.058,0.72,—,—,—,—,—,2180,
VICI,35,~ ,30.0%,+0.028,0.82,—,—,—,—,—,2180,
JPM,35,~ ,28.6%,+0.070,0.84,—,—,—,—,—,2180,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
SCHD,35,~ ,17.8%,+0.063,0.91,—,—,—,—,—,2180,
VYM,35,~ ,17.3%,+0.065,0.93,—,—,—,—,—,2180,
XLU,35,~ ,20.1%,+0.070,0.90,—,—,—,—,—,2180,
XLP,35,~ ,15.6%,+0.033,0.93,—,—,—,—,—,2180,
XLI,35,~ ,21.2%,+0.061,0.90,—,—,—,—,—,2180,
DIA,35,~ ,18.7%,+0.068,0.93,—,—,—,—,—,2180,
IBM,35,~ ,30.1%,+0.040,0.79,—,—,—,—,—,2180,
TXN,35,~ ,33.4%,+0.062,0.82,—,—,—,—,—,2180,
AMD,31,~ ,56.3%,-0.004,0.82,—,—,—,—,—,2180,
AXP,30,~ ,33.4%,+0.004,0.89,—,—,—,—,—,2180,
PH,30,~ ,33.4%,+0.054,0.93,—,—,—,—,—,2180,
GWW,30,~ ,28.7%,+0.033,0.95,—,—,—,—,—,2180,
ADI,30,~ ,34.6%,+0.042,0.92,—,—,—,—,—,2180,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
EQR,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,15,Histórico insuficiente
AVB,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,27,Histórico insuficiente
