Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.019,0.37,—,—,—,—,—,2145,
GIS,71,✓✓,23.2%,+0.021,0.25,—,—,—,—,—,2145,
CPB,71,✓✓,26.4%,-0.014,0.00,—,—,—,—,—,2145,
SJM,71,✓✓,25.4%,-0.009,0.31,—,—,—,—,—,2145,
CAG,71,✓✓,27.7%,-0.002,0.09,—,—,—,—,—,2145,
PFE,71,✓✓,25.2%,+0.012,0.01,—,—,—,—,—,2145,
BDX,71,✓✓,25.0%,+0.002,0.01,—,—,—,—,—,2145,
AMT,71,✓✓,27.6%,+0.016,0.18,—,—,—,—,—,2145,
CCI,71,✓✓,27.5%,+0.017,0.00,—,—,—,—,—,2145,
HSY,63,✓ ,24.0%,+0.025,0.66,—,—,—,—,—,2145,
MKC,63,✓ ,25.6%,+0.083,0.04,—,—,—,—,—,2145,
MO,63,✓ ,24.2%,-0.002,0.65,—,—,—,—,—,2145,
D,63,✓ ,25.0%,+0.065,0.00,—,—,—,—,—,2145,
ES,63,✓ ,25.8%,+0.043,0.09,—,—,—,—,—,2145,
ABT,63,✓ ,25.0%,-0.002,0.65,—,—,—,—,—,2145,
MDT,63,✓ ,24.4%,+0.048,0.03,—,—,—,—,—,2145,
BMY,63,✓ ,25.2%,+0.032,0.17,—,—,—,—,—,2145,
EQR,63,✓ ,26.4%,+0.057,0.23,—,—,—,—,—,2145,
TLT,63,✓ ,15.4%,+0.051,0.33,—,—,—,—,—,2145,
CSCO,63,✓ ,27.6%,-0.016,0.66,—,—,—,—,—,2145,
SPG,60,✓ ,39.6%,-0.049,0.32,—,—,—,—,—,2145,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.9%,+0.016,0.07,—,—,—,—,—,2145,
ZTS,58,✓ ,29.0%,+0.016,0.27,—,—,—,—,—,2145,
MMM,58,✓ ,28.2%,+0.011,0.00,—,—,—,—,—,2145,
CL,56,✓ ,20.6%,+0.015,0.80,—,—,—,—,—,2145,
PG,56,✓ ,20.1%,+0.008,0.80,—,—,—,—,—,2145,
PM,56,✓ ,26.1%,+0.018,0.83,—,—,—,—,—,2145,
AEP,56,✓ ,22.1%,+0.014,0.79,—,—,—,—,—,2145,
