Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.019,0.36,—,—,—,—,—,2179,
GIS,71,✓✓,23.4%,+0.015,0.21,—,—,—,—,—,2179,
CPB,71,✓✓,26.5%,-0.015,0.01,—,—,—,—,—,2179,
CAG,71,✓✓,27.7%,-0.002,0.11,—,—,—,—,—,2179,
SJM,71,✓✓,25.5%,-0.006,0.32,—,—,—,—,—,2179,
PFE,71,✓✓,25.2%,+0.010,0.01,—,—,—,—,—,2179,
BDX,71,✓✓,25.0%,+0.001,0.00,—,—,—,—,—,2179,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2179,
CCI,71,✓✓,27.5%,+0.017,0.01,—,—,—,—,—,2179,
HSY,63,✓ ,24.0%,+0.022,0.66,—,—,—,—,—,2179,
MKC,63,✓ ,25.6%,+0.079,0.02,—,—,—,—,—,2179,
MO,63,✓ ,24.4%,-0.001,0.66,—,—,—,—,—,2179,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2179,
ES,63,✓ ,25.7%,+0.041,0.10,—,—,—,—,—,2179,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2179,
MDT,63,✓ ,24.4%,+0.048,0.03,—,—,—,—,—,2179,
BMY,63,✓ ,25.1%,+0.031,0.20,—,—,—,—,—,2179,
MAA,63,✓ ,25.3%,-0.012,0.51,—,—,—,—,—,2179,
TLT,63,✓ ,15.4%,+0.050,0.34,—,—,—,—,—,2179,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2179,
SPG,60,✓ ,39.4%,-0.049,0.34,—,—,—,—,—,2179,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.6%,+0.016,0.06,—,—,—,—,—,2179,
ELV,58,✓ ,32.7%,+0.029,0.50,—,—,—,—,—,2179,
ZTS,58,✓ ,29.1%,+0.016,0.19,—,—,—,—,—,2179,
MMM,58,✓ ,28.2%,+0.013,0.01,—,—,—,—,—,2179,
INTC,58,✓ ,48.3%,+0.025,0.05,—,—,—,—,—,2179,
ACN,58,✓ ,29.9%,+0.029,0.39,—,—,—,—,—,2179,
CL,56,✓ ,20.5%,+0.011,0.80,—,—,—,—,—,2179,
PG,56,✓ ,20.1%,+0.007,0.80,—,—,—,—,—,2179,
PM,56,✓ ,26.0%,+0.018,0.84,—,—,—,—,—,2179,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2179,
JNJ,56,✓ ,19.7%,+0.006,0.76,—,—,—,—,—,2179,
MRK,56,✓ ,24.1%,+0.006,0.77,—,—,—,—,—,2179,
GLD,56,✓ ,17.1%,-0.016,0.83,—,—,—,—,—,2179,
PEP,55,✓ ,21.0%,+0.050,0.68,—,—,—,—,—,2179,
BTI,55,✓ ,25.1%,+0.034,0.52,—,—,—,—,—,2179,
NEE,55,✓ ,26.8%,+0.078,0.67,—,—,—,—,—,2179,
XEL,55,✓ ,22.8%,+0.031,0.70,—,—,—,—,—,2179,
O,55,✓ ,27.1%,+0.031,0.49,—,—,—,—,—,2179,
WPC,55,✓ ,27.2%,+0.073,0.46,—,—,—,—,—,2179,
IWM,55,✓ ,24.3%,+0.050,0.69,—,—,—,—,—,2179,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2179,
AFL,53,✓ ,27.2%,-0.065,0.88,—,—,—,—,—,2179,
ABBV,51,✓ ,27.0%,+0.017,0.92,—,—,—,—,—,2179,
AMGN,51,✓ ,25.5%,+0.011,0.91,—,—,—,—,—,2179,
BRK-B,51,✓ ,20.4%,+0.019,0.92,—,—,—,—,—,2179,
V,51,✓ ,25.7%,+0.015,0.91,—,—,—,—,—,2179,
PGR,51,✓ ,26.3%,-0.020,0.95,—,—,—,—,—,2179,
FAST,51,✓ ,27.2%,+0.027,0.95,—,—,—,—,—,2179,
QQQ,51,✓ ,23.9%,+0.020,0.92,—,—,—,—,—,2179,
NNN,50,✓ ,29.7%,+0.018,0.42,—,—,—,—,—,2179,
COLD,50,✓ ,32.2%,+0.057,0.14,—,—,—,—,—,2167,
