Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.018,0.39,—,—,—,—,—,2117,
GIS,71,✓✓,22.9%,+0.029,0.30,—,—,—,—,—,2117,
CPB,71,✓✓,26.2%,-0.008,0.00,—,—,—,—,—,2117,
SJM,71,✓✓,25.1%,-0.003,0.31,—,—,—,—,—,2117,
CAG,71,✓✓,27.5%,+0.009,0.06,—,—,—,—,—,2117,
PFE,71,✓✓,25.2%,+0.015,0.01,—,—,—,—,—,2117,
BDX,71,✓✓,24.8%,+0.002,0.00,—,—,—,—,—,2117,
AMT,71,✓✓,27.5%,+0.023,0.19,—,—,—,—,—,2117,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2117,
HSY,63,✓ ,23.8%,+0.026,0.67,—,—,—,—,—,2117,
MKC,63,✓ ,25.4%,+0.093,0.06,—,—,—,—,—,2117,
MO,63,✓ ,24.2%,+0.003,0.63,—,—,—,—,—,2117,
BTI,63,✓ ,25.0%,+0.044,0.48,—,—,—,—,—,2117,
ES,63,✓ ,25.9%,+0.040,0.08,—,—,—,—,—,2117,
ABT,63,✓ ,24.8%,-0.001,0.68,—,—,—,—,—,2117,
MDT,63,✓ ,24.3%,+0.048,0.03,—,—,—,—,—,2117,
BMY,63,✓ ,25.0%,+0.035,0.16,—,—,—,—,—,2117,
EQR,63,✓ ,26.4%,+0.057,0.21,—,—,—,—,—,2117,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2117,
CSCO,63,✓ ,27.3%,-0.010,0.67,—,—,—,—,—,2117,
SPG,60,✓ ,39.8%,-0.050,0.30,—,—,—,—,—,2117,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.2%,+0.016,0.07,—,—,—,—,—,2117,
ZTS,58,✓ ,28.9%,+0.016,0.35,—,—,—,—,—,2117,
MMM,58,✓ ,28.3%,+0.011,0.00,—,—,—,—,—,2117,
CL,56,✓ ,20.4%,+0.023,0.79,—,—,—,—,—,2117,
PG,56,✓ ,20.0%,+0.011,0.81,—,—,—,—,—,2117,
PM,56,✓ ,26.0%,+0.022,0.83,—,—,—,—,—,2117,
AEP,56,✓ ,22.1%,+0.012,0.79,—,—,—,—,—,2117,
JNJ,56,✓ ,19.5%,+0.017,0.76,—,—,—,—,—,2117,
MRK,56,✓ ,23.7%,+0.010,0.75,—,—,—,—,—,2117,
HON,56,✓ ,25.0%,+0.027,0.76,—,—,—,—,—,2117,
GLD,56,✓ ,16.7%,-0.015,0.82,—,—,—,—,—,2117,
NEE,55,✓ ,27.1%,+0.077,0.66,—,—,—,—,—,2117,
D,55,✓ ,25.1%,+0.063,0.01,—,—,—,—,—,2117,
XEL,55,✓ ,22.9%,+0.031,0.68,—,—,—,—,—,2117,
PPL,55,✓ ,24.1%,-0.003,0.68,—,—,—,—,—,2117,
O,55,✓ ,27.3%,+0.032,0.45,—,—,—,—,—,2117,
WPC,55,✓ ,27.4%,+0.074,0.42,—,—,—,—,—,2117,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2117,
MAA,55,✓ ,25.4%,-0.009,0.52,—,—,—,—,—,2117,
IWM,55,✓ ,24.5%,+0.049,0.66,—,—,—,—,—,2117,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2117,
AFL,53,✓ ,27.4%,-0.065,0.87,—,—,—,—,—,2117,
ABBV,51,✓ ,26.9%,+0.019,0.91,—,—,—,—,—,2117,
AMGN,51,✓ ,25.5%,+0.011,0.90,—,—,—,—,—,2117,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2117,
V,51,✓ ,25.8%,+0.016,0.91,—,—,—,—,—,2117,
