Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.017,0.35,—,—,—,—,—,2183,
GIS,71,✓✓,23.4%,+0.014,0.20,—,—,—,—,—,2183,
CPB,71,✓✓,26.6%,-0.015,0.01,—,—,—,—,—,2183,
SJM,71,✓✓,25.5%,-0.006,0.32,—,—,—,—,—,2183,
CAG,71,✓✓,27.8%,-0.002,0.11,—,—,—,—,—,2183,
PFE,71,✓✓,25.2%,+0.010,0.01,—,—,—,—,—,2183,
BDX,71,✓✓,25.0%,+0.001,0.00,—,—,—,—,—,2183,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2183,
CCI,71,✓✓,27.5%,+0.017,0.01,—,—,—,—,—,2183,
HSY,63,✓ ,24.0%,+0.023,0.65,—,—,—,—,—,2183,
MKC,63,✓ ,25.5%,+0.079,0.02,—,—,—,—,—,2183,
MO,63,✓ ,24.4%,-0.001,0.66,—,—,—,—,—,2183,
D,63,✓ ,24.9%,+0.065,0.00,—,—,—,—,—,2183,
ES,63,✓ ,25.7%,+0.040,0.11,—,—,—,—,—,2183,
MDT,63,✓ ,24.4%,+0.048,0.04,—,—,—,—,—,2183,
BMY,63,✓ ,25.2%,+0.031,0.20,—,—,—,—,—,2183,
ABT,63,✓ ,25.0%,-0.001,0.64,—,—,—,—,—,2183,
MAA,63,✓ ,25.2%,-0.012,0.51,—,—,—,—,—,2183,
TLT,63,✓ ,15.3%,+0.050,0.34,—,—,—,—,—,2183,
CSCO,63,✓ ,27.6%,-0.014,0.66,—,—,—,—,—,2183,
SPG,60,✓ ,39.3%,-0.049,0.35,—,—,—,—,—,2183,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.6%,+0.016,0.06,—,—,—,—,—,2183,
ZTS,58,✓ ,29.1%,+0.016,0.18,—,—,—,—,—,2183,
ELV,58,✓ ,32.7%,+0.029,0.50,—,—,—,—,—,2183,
MMM,58,✓ ,28.1%,+0.014,0.01,—,—,—,—,—,2183,
ACN,58,✓ ,29.9%,+0.029,0.39,—,—,—,—,—,2183,
INTC,58,✓ ,48.4%,+0.024,0.05,—,—,—,—,—,2183,
PG,56,✓ ,20.0%,+0.007,0.80,—,—,—,—,—,2183,
CL,56,✓ ,20.5%,+0.011,0.81,—,—,—,—,—,2183,
PM,56,✓ ,26.0%,+0.017,0.84,—,—,—,—,—,2183,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2183,
JNJ,56,✓ ,19.7%,+0.005,0.76,—,—,—,—,—,2183,
MRK,56,✓ ,24.1%,+0.006,0.77,—,—,—,—,—,2183,
GLD,56,✓ ,17.1%,-0.016,0.83,—,—,—,—,—,2183,
PEP,55,✓ ,21.0%,+0.050,0.68,—,—,—,—,—,2183,
BTI,55,✓ ,25.1%,+0.033,0.53,—,—,—,—,—,2183,
NEE,55,✓ ,26.8%,+0.078,0.67,—,—,—,—,—,2183,
O,55,✓ ,27.1%,+0.031,0.49,—,—,—,—,—,2183,
WPC,55,✓ ,27.2%,+0.073,0.47,—,—,—,—,—,2183,
IWM,55,✓ ,24.3%,+0.050,0.69,—,—,—,—,—,2183,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2183,
AFL,53,✓ ,27.2%,-0.065,0.88,—,—,—,—,—,2183,
ABBV,51,✓ ,27.0%,+0.018,0.92,—,—,—,—,—,2183,
AMGN,51,✓ ,25.8%,+0.012,0.91,—,—,—,—,—,2183,
BRK-B,51,✓ ,20.4%,+0.019,0.92,—,—,—,—,—,2183,
V,51,✓ ,25.7%,+0.015,0.92,—,—,—,—,—,2183,
PGR,51,✓ ,26.3%,-0.020,0.95,—,—,—,—,—,2183,
FAST,51,✓ ,27.2%,+0.027,0.95,—,—,—,—,—,2183,
QQQ,51,✓ ,23.8%,+0.021,0.92,—,—,—,—,—,2183,
NNN,50,✓ ,29.7%,+0.018,0.42,—,—,—,—,—,2183,
COLD,50,✓ ,32.2%,+0.058,0.14,—,—,—,—,—,2171,
WFC,50,✓ ,33.9%,+0.058,0.46,—,—,—,—,—,2183,
USB,50,✓ ,32.1%,+0.046,0.16,—,—,—,—,—,2183,
META,50,✓ ,41.9%,+0.006,0.66,—,—,—,—,—,2183,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
XEL,48,~ ,22.8%,+0.031,0.70,—,—,—,—,—,2183,
WEC,48,~ ,22.7%,-0.000,0.75,—,—,—,—,—,2183,
PPL,48,~ ,23.9%,-0.004,0.71,—,—,—,—,—,2183,
HON,48,~ ,25.3%,+0.032,0.77,—,—,—,—,—,2183,
FE,47,~ ,25.9%,+0.084,0.63,—,—,—,—,—,2183,
VNQ,47,~ ,21.9%,+0.056,0.63,—,—,—,—,—,2183,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.4%,+0.022,0.50,—,—,—,—,—,2183,
COIN,46,~ ,84.1%,-0.009,0.09,—,—,—,—,—,1358,
PEG,43,~ ,22.8%,+0.064,0.87,—,—,—,—,—,2183,
CI,43,~ ,32.3%,+0.001,0.77,—,—,—,—,—,2183,
TRV,43,~ ,26.2%,+0.063,0.87,—,—,—,—,—,2183,
CB,43,~ ,25.2%,+0.086,0.91,—,—,—,—,—,2183,
ITW,43,~ ,25.0%,+0.045,0.88,—,—,—,—,—,2183,
DOV,43,~ ,27.7%,+0.039,0.87,—,—,—,—,—,2183,
ROK,43,~ ,33.1%,-0.003,0.80,—,—,—,—,—,2183,
RSG,43,~ ,20.2%,+0.080,0.96,—,—,—,—,—,2183,
WM,43,~ ,20.7%,+0.061,0.95,—,—,—,—,—,2183,
XLV,43,~ ,17.5%,+0.048,0.91,—,—,—,—,—,2183,
QCOM,43,~ ,41.2%,-0.017,0.76,—,—,—,—,—,2183,
BSX,42,~ ,29.1%,+0.033,0.69,—,—,—,—,—,2183,
BAC,42,~ ,31.4%,+0.050,0.65,—,—,—,—,—,2183,
EXC,40,~ ,24.8%,+0.118,0.81,—,—,—,—,—,2183,
ETR,40,~ ,25.3%,+0.056,0.79,—,—,—,—,—,2183,
STAG,40,~ ,27.6%,+0.110,0.79,—,—,—,—,—,2183,
XLF,40,~ ,23.1%,+0.052,0.85,—,—,—,—,—,2183,
MA,38,~ ,28.3%,-0.014,0.91,—,—,—,—,—,2183,
EMR,38,~ ,30.7%,+0.017,0.86,—,—,—,—,—,2183,
CTAS,38,~ ,28.0%,+0.022,0.95,—,—,—,—,—,2183,
GOOGL,38,~ ,31.1%,-0.001,0.89,—,—,—,—,—,2183,
AAPL,38,~ ,30.5%,+0.009,0.90,—,—,—,—,—,2183,
MSFT,38,~ ,29.1%,+0.027,0.91,—,—,—,—,—,2183,
NVDA,38,~ ,50.4%,+0.016,0.93,—,—,—,—,—,2183,
ETH-USD,38,~ ,70.1%,+0.002,0.58,—,—,—,—,—,3174,
DUK,35,~ ,21.4%,+0.065,0.90,—,—,—,—,—,2183,
SO,35,~ ,22.9%,+0.055,0.95,—,—,—,—,—,2183,
SRE,35,~ ,26.4%,+0.053,0.86,—,—,—,—,—,2183,
PLD,35,~ ,28.3%,+0.058,0.72,—,—,—,—,—,2183,
VICI,35,~ ,30.0%,+0.028,0.82,—,—,—,—,—,2183,
JPM,35,~ ,28.6%,+0.069,0.84,—,—,—,—,—,2183,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
SCHD,35,~ ,17.8%,+0.063,0.91,—,—,—,—,—,2183,
XLU,35,~ ,20.1%,+0.069,0.90,—,—,—,—,—,2183,
VYM,35,~ ,17.3%,+0.065,0.93,—,—,—,—,—,2183,
