Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.022,0.38,—,—,—,—,—,2127,
GIS,71,✓✓,22.9%,+0.030,0.28,—,—,—,—,—,2127,
CPB,71,✓✓,26.2%,-0.011,0.00,—,—,—,—,—,2127,
SJM,71,✓✓,25.3%,-0.004,0.31,—,—,—,—,—,2126,
CAG,71,✓✓,27.5%,+0.008,0.07,—,—,—,—,—,2127,
PFE,71,✓✓,25.2%,+0.015,0.01,—,—,—,—,—,2127,
BDX,71,✓✓,24.8%,+0.002,0.00,—,—,—,—,—,2126,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2126,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2127,
HSY,63,✓ ,23.9%,+0.028,0.67,—,—,—,—,—,2127,
MKC,63,✓ ,25.4%,+0.090,0.05,—,—,—,—,—,2127,
MO,63,✓ ,24.2%,+0.002,0.64,—,—,—,—,—,2127,
BTI,63,✓ ,25.0%,+0.041,0.49,—,—,—,—,—,2126,
ES,63,✓ ,25.9%,+0.042,0.09,—,—,—,—,—,2126,
ABT,63,✓ ,24.8%,+0.000,0.67,—,—,—,—,—,2127,
MDT,63,✓ ,24.3%,+0.047,0.03,—,—,—,—,—,2127,
BMY,63,✓ ,25.0%,+0.039,0.17,—,—,—,—,—,2127,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2126,
TLT,63,✓ ,15.5%,+0.051,0.33,—,—,—,—,—,2127,
CSCO,63,✓ ,27.4%,-0.010,0.66,—,—,—,—,—,2127,
SPG,60,✓ ,39.7%,-0.049,0.30,—,—,—,—,—,2126,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2127,
ZTS,58,✓ ,29.0%,+0.015,0.32,—,—,—,—,—,2126,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2126,
CL,56,✓ ,20.5%,+0.018,0.79,—,—,—,—,—,2126,
PG,56,✓ ,20.1%,+0.012,0.81,—,—,—,—,—,2126,
PM,56,✓ ,26.0%,+0.023,0.83,—,—,—,—,—,2126,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2127,
JNJ,56,✓ ,19.5%,+0.016,0.76,—,—,—,—,—,2127,
MRK,56,✓ ,23.7%,+0.012,0.76,—,—,—,—,—,2127,
HON,56,✓ ,25.1%,+0.027,0.76,—,—,—,—,—,2127,
GLD,56,✓ ,16.8%,-0.010,0.82,—,—,—,—,—,2127,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2127,
