Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.017,0.36,—,—,—,—,—,2161,
GIS,71,✓✓,23.3%,+0.016,0.23,—,—,—,—,—,2161,
CPB,71,✓✓,26.5%,-0.013,0.00,—,—,—,—,—,2161,
SJM,71,✓✓,25.5%,-0.011,0.31,—,—,—,—,—,2161,
CAG,71,✓✓,27.8%,-0.001,0.10,—,—,—,—,—,2161,
PFE,71,✓✓,25.2%,+0.012,0.01,—,—,—,—,—,2161,
BDX,71,✓✓,25.0%,-0.001,0.01,—,—,—,—,—,2161,
AMT,71,✓✓,27.6%,+0.013,0.18,—,—,—,—,—,2161,
CCI,71,✓✓,27.6%,+0.017,0.00,—,—,—,—,—,2161,
HSY,63,✓ ,24.0%,+0.023,0.66,—,—,—,—,—,2161,
MKC,63,✓ ,25.6%,+0.083,0.03,—,—,—,—,—,2161,
MO,63,✓ ,24.4%,+0.001,0.65,—,—,—,—,—,2161,
D,63,✓ ,25.0%,+0.065,0.00,—,—,—,—,—,2161,
ES,63,✓ ,25.8%,+0.042,0.10,—,—,—,—,—,2161,
BMY,63,✓ ,25.2%,+0.033,0.18,—,—,—,—,—,2161,
MDT,63,✓ ,24.4%,+0.047,0.03,—,—,—,—,—,2161,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2161,
EQR,63,✓ ,26.3%,+0.057,0.23,—,—,—,—,—,2161,
TLT,63,✓ ,15.4%,+0.051,0.34,—,—,—,—,—,2161,
CSCO,63,✓ ,27.6%,-0.014,0.66,—,—,—,—,—,2161,
SPG,60,✓ ,39.5%,-0.049,0.33,—,—,—,—,—,2161,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.8%,+0.016,0.07,—,—,—,—,—,2161,
ZTS,58,✓ ,29.0%,+0.013,0.23,—,—,—,—,—,2161,
MMM,58,✓ ,28.2%,+0.013,0.00,—,—,—,—,—,2161,
INTC,58,✓ ,48.3%,+0.026,0.07,—,—,—,—,—,2161,
CL,56,✓ ,20.6%,+0.014,0.80,—,—,—,—,—,2161,
PG,56,✓ ,20.1%,+0.008,0.80,—,—,—,—,—,2161,
PM,56,✓ ,26.1%,+0.018,0.84,—,—,—,—,—,2161,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2161,
JNJ,56,✓ ,19.7%,+0.006,0.76,—,—,—,—,—,2161,
MRK,56,✓ ,23.8%,+0.008,0.77,—,—,—,—,—,2161,
GLD,56,✓ ,17.0%,-0.015,0.83,—,—,—,—,—,2161,
PEP,55,✓ ,21.0%,+0.050,0.69,—,—,—,—,—,2161,
BTI,55,✓ ,25.1%,+0.032,0.51,—,—,—,—,—,2161,
NEE,55,✓ ,26.9%,+0.078,0.67,—,—,—,—,—,2161,
XEL,55,✓ ,22.8%,+0.031,0.69,—,—,—,—,—,2161,
O,55,✓ ,27.2%,+0.031,0.48,—,—,—,—,—,2161,
WPC,55,✓ ,27.3%,+0.073,0.45,—,—,—,—,—,2161,
AVB,55,✓ ,26.1%,+0.032,0.41,—,—,—,—,—,2161,
MAA,55,✓ ,25.3%,-0.011,0.52,—,—,—,—,—,2161,
IWM,55,✓ ,24.4%,+0.050,0.68,—,—,—,—,—,2161,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2161,
AFL,53,✓ ,27.3%,-0.065,0.87,—,—,—,—,—,2161,
AMGN,51,✓ ,25.6%,+0.013,0.91,—,—,—,—,—,2161,
ABBV,51,✓ ,27.0%,+0.018,0.92,—,—,—,—,—,2161,
BRK-B,51,✓ ,20.4%,+0.021,0.92,—,—,—,—,—,2161,
V,51,✓ ,25.7%,+0.016,0.91,—,—,—,—,—,2161,
PGR,51,✓ ,26.3%,-0.016,0.95,—,—,—,—,—,2161,
FAST,51,✓ ,27.3%,+0.028,0.95,—,—,—,—,—,2161,
QQQ,51,✓ ,23.9%,+0.022,0.92,—,—,—,—,—,2161,
ELV,50,✓ ,32.8%,+0.029,0.50,—,—,—,—,—,2161,
NNN,50,✓ ,29.8%,+0.018,0.41,—,—,—,—,—,2161,
COLD,50,✓ ,32.2%,+0.057,0.13,—,—,—,—,—,2149,
WFC,50,✓ ,34.0%,+0.058,0.44,—,—,—,—,—,2161,
USB,50,✓ ,32.2%,+0.047,0.14,—,—,—,—,—,2161,
META,50,✓ ,42.0%,+0.007,0.65,—,—,—,—,—,2161,
ACN,50,✓ ,29.8%,+0.032,0.42,—,—,—,—,—,2161,
