Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.016,0.41,—,—,—,—,—,2102,
CPB,71,✓✓,26.2%,-0.008,0.01,—,—,—,—,—,2102,
SJM,71,✓✓,25.1%,-0.000,0.31,—,—,—,—,—,2102,
CAG,71,✓✓,27.5%,+0.010,0.05,—,—,—,—,—,2102,
PFE,71,✓✓,25.3%,+0.014,0.01,—,—,—,—,—,2102,
BDX,71,✓✓,24.9%,-0.001,0.00,—,—,—,—,—,2102,
AMT,71,✓✓,27.5%,+0.021,0.20,—,—,—,—,—,2102,
CCI,71,✓✓,27.3%,+0.025,0.00,—,—,—,—,—,2102,
GIS,63,✓ ,22.9%,+0.031,0.34,—,—,—,—,—,2102,
HSY,63,✓ ,23.8%,+0.028,0.67,—,—,—,—,—,2102,
MKC,63,✓ ,25.4%,+0.093,0.08,—,—,—,—,—,2102,
MO,63,✓ ,24.2%,+0.005,0.63,—,—,—,—,—,2102,
BTI,63,✓ ,25.0%,+0.043,0.47,—,—,—,—,—,2102,
ES,63,✓ ,25.9%,+0.041,0.08,—,—,—,—,—,2102,
ABT,63,✓ ,24.7%,+0.000,0.70,—,—,—,—,—,2102,
MDT,63,✓ ,24.2%,+0.051,0.04,—,—,—,—,—,2102,
BMY,63,✓ ,25.0%,+0.036,0.16,—,—,—,—,—,2102,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2102,
CSCO,63,✓ ,26.9%,-0.018,0.68,—,—,—,—,—,2102,
SPG,60,✓ ,39.9%,-0.049,0.29,—,—,—,—,—,2102,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.3%,+0.016,0.07,—,—,—,—,—,2102,
ZTS,58,✓ ,29.0%,+0.029,0.39,—,—,—,—,—,2102,
MMM,58,✓ ,28.3%,+0.010,0.00,—,—,—,—,—,2102,
PG,56,✓ ,20.0%,+0.015,0.82,—,—,—,—,—,2102,
CL,56,✓ ,20.4%,+0.026,0.79,—,—,—,—,—,2102,
PM,56,✓ ,26.0%,+0.021,0.82,—,—,—,—,—,2102,
AEP,56,✓ ,22.1%,+0.014,0.78,—,—,—,—,—,2102,
JNJ,56,✓ ,19.5%,+0.019,0.76,—,—,—,—,—,2102,
MRK,56,✓ ,23.6%,+0.017,0.75,—,—,—,—,—,2102,
HON,56,✓ ,24.9%,+0.025,0.75,—,—,—,—,—,2102,
GLD,56,✓ ,16.7%,-0.019,0.82,—,—,—,—,—,2102,
NEE,55,✓ ,27.0%,+0.077,0.65,—,—,—,—,—,2102,
D,55,✓ ,24.9%,+0.063,0.01,—,—,—,—,—,2102,
XEL,55,✓ ,22.9%,+0.032,0.67,—,—,—,—,—,2102,
PPL,55,✓ ,24.1%,-0.003,0.68,—,—,—,—,—,2102,
O,55,✓ ,27.4%,+0.032,0.44,—,—,—,—,—,2102,
WPC,55,✓ ,27.5%,+0.073,0.41,—,—,—,—,—,2102,
EQR,55,✓ ,26.5%,+0.057,0.21,—,—,—,—,—,2102,
AVB,55,✓ ,26.2%,+0.030,0.41,—,—,—,—,—,2102,
MAA,55,✓ ,25.4%,-0.009,0.53,—,—,—,—,—,2102,
IWM,55,✓ ,24.5%,+0.049,0.66,—,—,—,—,—,2102,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2102,
AFL,53,✓ ,27.5%,-0.065,0.86,—,—,—,—,—,2102,
ABBV,51,✓ ,27.0%,+0.017,0.91,—,—,—,—,—,2102,
AMGN,51,✓ ,25.5%,+0.011,0.90,—,—,—,—,—,2102,
BRK-B,51,✓ ,20.6%,+0.022,0.92,—,—,—,—,—,2102,
V,51,✓ ,25.9%,+0.017,0.91,—,—,—,—,—,2102,
PGR,51,✓ ,26.0%,-0.016,0.95,—,—,—,—,—,2102,
FAST,51,✓ ,27.4%,+0.027,0.94,—,—,—,—,—,2102,
QQQ,51,✓ ,23.9%,+0.029,0.91,—,—,—,—,—,2102,
ELV,50,✓ ,32.6%,+0.029,0.51,—,—,—,—,—,2102,
NNN,50,✓ ,30.0%,+0.020,0.37,—,—,—,—,—,2102,
COLD,50,✓ ,32.0%,+0.067,0.10,—,—,—,—,—,2090,
WFC,50,✓ ,34.2%,+0.057,0.40,—,—,—,—,—,2102,
USB,50,✓ ,32.4%,+0.049,0.09,—,—,—,—,—,2102,
META,50,✓ ,41.8%,+0.004,0.63,—,—,—,—,—,2102,
INTC,50,✓ ,46.9%,+0.043,0.25,—,—,—,—,—,2102,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.060,0.71,—,—,—,—,—,2102,
WEC,48,~ ,22.9%,+0.004,0.73,—,—,—,—,—,2102,
IBM,48,~ ,27.3%,+0.040,0.77,—,—,—,—,—,2102,
FE,47,~ ,26.2%,+0.087,0.59,—,—,—,—,—,2102,
VNQ,47,~ ,22.1%,+0.057,0.59,—,—,—,—,—,2102,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.5%,+0.019,0.48,—,—,—,—,—,2102,
COIN,46,~ ,84.9%,-0.007,0.10,—,—,—,—,—,1277,
PEG,43,~ ,23.0%,+0.065,0.86,—,—,—,—,—,2102,
CI,43,~ ,32.5%,+0.005,0.78,—,—,—,—,—,2102,
TRV,43,~ ,26.2%,+0.063,0.86,—,—,—,—,—,2102,
EMR,43,~ ,30.8%,+0.016,0.84,—,—,—,—,—,2102,
ITW,43,~ ,25.2%,+0.045,0.87,—,—,—,—,—,2102,
DOV,43,~ ,27.7%,+0.051,0.86,—,—,—,—,—,2102,
ROK,43,~ ,33.1%,+0.002,0.77,—,—,—,—,—,2102,
WM,43,~ ,20.7%,+0.071,0.95,—,—,—,—,—,2102,
RSG,43,~ ,20.2%,+0.092,0.97,—,—,—,—,—,2102,
XLV,43,~ ,17.5%,+0.054,0.90,—,—,—,—,—,2102,
QCOM,43,~ ,40.1%,+0.004,0.74,—,—,—,—,—,2102,
PLD,42,~ ,28.5%,+0.060,0.70,—,—,—,—,—,2102,
BAC,42,~ ,31.8%,+0.050,0.61,—,—,—,—,—,2102,
ACN,42,~ ,28.3%,+0.037,0.57,—,—,—,—,—,2102,
EXC,40,~ ,25.0%,+0.121,0.79,—,—,—,—,—,2102,
SRE,40,~ ,26.5%,+0.058,0.84,—,—,—,—,—,2102,
ETR,40,~ ,25.4%,+0.056,0.78,—,—,—,—,—,2102,
STAG,40,~ ,27.8%,+0.113,0.78,—,—,—,—,—,2102,
XLF,40,~ ,23.4%,+0.052,0.83,—,—,—,—,—,2102,
MA,38,~ ,28.5%,-0.013,0.91,—,—,—,—,—,2102,
AAPL,38,~ ,30.5%,+0.018,0.90,—,—,—,—,—,2102,
MSFT,38,~ ,28.5%,+0.025,0.92,—,—,—,—,—,2102,
GOOGL,38,~ ,31.0%,-0.002,0.88,—,—,—,—,—,2102,
NVDA,38,~ ,50.7%,+0.016,0.92,—,—,—,—,—,2102,
ETH-USD,38,~ ,70.9%,+0.002,0.61,—,—,—,—,—,3055,
DUK,35,~ ,21.5%,+0.069,0.89,—,—,—,—,—,2102,
SO,35,~ ,23.1%,+0.055,0.94,—,—,—,—,—,2102,
BSX,35,~ ,28.5%,+0.040,0.79,—,—,—,—,—,2102,
CB,35,~ ,25.3%,+0.094,0.90,—,—,—,—,—,2102,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.6%,+0.066,0.92,—,—,—,—,—,2102,
SCHD,35,~ ,18.0%,+0.066,0.90,—,—,—,—,—,2102,
XLP,35,~ ,15.6%,+0.045,0.93,—,—,—,—,—,2102,
XLU,35,~ ,20.3%,+0.072,0.89,—,—,—,—,—,2102,
XLI,35,~ ,21.4%,+0.063,0.89,—,—,—,—,—,2102,
DIA,35,~ ,18.9%,+0.068,0.93,—,—,—,—,—,2102,
TXN,35,~ ,32.8%,+0.081,0.81,—,—,—,—,—,2102,
AMD,31,~ ,55.6%,+0.014,0.81,—,—,—,—,—,2102,
AXP,30,~ ,33.6%,+0.001,0.88,—,—,—,—,—,2102,
GWW,30,~ ,28.9%,+0.035,0.94,—,—,—,—,—,2102,
PH,30,~ ,33.6%,+0.056,0.92,—,—,—,—,—,2102,
CTAS,30,~ ,28.0%,+0.027,0.95,—,—,—,—,—,2102,
ADI,30,~ ,34.2%,+0.056,0.93,—,—,—,—,—,2102,
VICI,27,✗ ,30.3%,+0.031,0.84,—,—,—,—,—,2102,
JPM,27,✗ ,28.8%,+0.071,0.82,—,—,—,—,—,2102,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
