Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.4%,-0.018,0.36,—,—,—,—,—,2173,
GIS,71,✓✓,23.4%,+0.015,0.21,—,—,—,—,—,2173,
CPB,71,✓✓,26.5%,-0.015,0.00,—,—,—,—,—,2173,
SJM,71,✓✓,25.5%,-0.009,0.32,—,—,—,—,—,2173,
CAG,71,✓✓,27.8%,-0.002,0.11,—,—,—,—,—,2173,
PFE,71,✓✓,25.2%,+0.011,0.01,—,—,—,—,—,2173,
BDX,71,✓✓,25.0%,+0.000,0.00,—,—,—,—,—,2173,
AMT,71,✓✓,27.6%,+0.014,0.17,—,—,—,—,—,2173,
CCI,71,✓✓,27.6%,+0.017,0.01,—,—,—,—,—,2173,
HSY,63,✓ ,24.0%,+0.023,0.66,—,—,—,—,—,2173,
MKC,63,✓ ,25.6%,+0.079,0.02,—,—,—,—,—,2173,
MO,63,✓ ,24.4%,+0.000,0.66,—,—,—,—,—,2173,
D,63,✓ ,24.9%,+0.064,0.00,—,—,—,—,—,2173,
ES,63,✓ ,25.7%,+0.041,0.10,—,—,—,—,—,2173,
MDT,63,✓ ,24.4%,+0.047,0.03,—,—,—,—,—,2173,
ABT,63,✓ ,25.0%,-0.002,0.64,—,—,—,—,—,2173,
BMY,63,✓ ,25.2%,+0.031,0.19,—,—,—,—,—,2173,
MAA,63,✓ ,25.3%,-0.011,0.52,—,—,—,—,—,2173,
TLT,63,✓ ,15.4%,+0.051,0.34,—,—,—,—,—,2173,
CSCO,63,✓ ,27.7%,-0.014,0.66,—,—,—,—,—,2173,
SPG,60,✓ ,39.4%,-0.049,0.34,—,—,—,—,—,2173,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.7%,+0.016,0.06,—,—,—,—,—,2173,
ZTS,58,✓ ,29.1%,+0.014,0.20,—,—,—,—,—,2173,
MMM,58,✓ ,28.2%,+0.014,0.00,—,—,—,—,—,2173,
INTC,58,✓ ,48.4%,+0.025,0.06,—,—,—,—,—,2173,
CL,56,✓ ,20.6%,+0.011,0.80,—,—,—,—,—,2173,
PG,56,✓ ,20.1%,+0.007,0.80,—,—,—,—,—,2173,
PM,56,✓ ,26.1%,+0.019,0.84,—,—,—,—,—,2173,
AEP,56,✓ ,22.0%,+0.011,0.80,—,—,—,—,—,2173,
JNJ,56,✓ ,19.7%,+0.005,0.76,—,—,—,—,—,2173,
MRK,56,✓ ,24.1%,+0.010,0.77,—,—,—,—,—,2173,
