Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.016,0.41,—,—,—,—,—,2106,
GIS,71,✓✓,22.9%,+0.030,0.33,—,—,—,—,—,2106,
CPB,71,✓✓,26.2%,-0.008,0.01,—,—,—,—,—,2106,
SJM,71,✓✓,25.1%,-0.001,0.31,—,—,—,—,—,2106,
CAG,71,✓✓,27.5%,+0.009,0.05,—,—,—,—,—,2106,
PFE,71,✓✓,25.3%,+0.015,0.01,—,—,—,—,—,2106,
BDX,71,✓✓,24.9%,+0.002,0.00,—,—,—,—,—,2106,
AMT,71,✓✓,27.5%,+0.022,0.20,—,—,—,—,—,2106,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2106,
HSY,63,✓ ,23.8%,+0.029,0.67,—,—,—,—,—,2106,
MKC,63,✓ ,25.4%,+0.092,0.07,—,—,—,—,—,2106,
MO,63,✓ ,24.2%,+0.005,0.63,—,—,—,—,—,2106,
BTI,63,✓ ,25.0%,+0.042,0.47,—,—,—,—,—,2106,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2106,
ABT,63,✓ ,24.8%,-0.001,0.69,—,—,—,—,—,2106,
MDT,63,✓ ,24.2%,+0.052,0.04,—,—,—,—,—,2106,
BMY,63,✓ ,25.0%,+0.036,0.16,—,—,—,—,—,2106,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2106,
CSCO,63,✓ ,27.3%,-0.015,0.68,—,—,—,—,—,2106,
SPG,60,✓ ,39.9%,-0.050,0.29,—,—,—,—,—,2106,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.3%,+0.016,0.07,—,—,—,—,—,2106,
ZTS,58,✓ ,29.0%,+0.018,0.38,—,—,—,—,—,2106,
MMM,58,✓ ,28.3%,+0.011,0.00,—,—,—,—,—,2106,
PG,56,✓ ,20.0%,+0.015,0.81,—,—,—,—,—,2106,
CL,56,✓ ,20.4%,+0.025,0.79,—,—,—,—,—,2106,
PM,56,✓ ,26.0%,+0.023,0.82,—,—,—,—,—,2106,
AEP,56,✓ ,22.1%,+0.015,0.78,—,—,—,—,—,2106,
JNJ,56,✓ ,19.5%,+0.019,0.76,—,—,—,—,—,2106,
MRK,56,✓ ,23.6%,+0.018,0.75,—,—,—,—,—,2106,
HON,56,✓ ,24.9%,+0.026,0.75,—,—,—,—,—,2106,
GLD,56,✓ ,16.7%,-0.019,0.82,—,—,—,—,—,2106,
NEE,55,✓ ,27.1%,+0.075,0.65,—,—,—,—,—,2106,
D,55,✓ ,25.1%,+0.064,0.01,—,—,—,—,—,2106,
XEL,55,✓ ,22.9%,+0.033,0.67,—,—,—,—,—,2106,
PPL,55,✓ ,24.1%,-0.002,0.68,—,—,—,—,—,2106,
O,55,✓ ,27.4%,+0.031,0.45,—,—,—,—,—,2106,
WPC,55,✓ ,27.5%,+0.074,0.41,—,—,—,—,—,2106,
EQR,55,✓ ,26.5%,+0.057,0.21,—,—,—,—,—,2106,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2106,
MAA,55,✓ ,25.4%,-0.009,0.53,—,—,—,—,—,2106,
IWM,55,✓ ,24.5%,+0.049,0.66,—,—,—,—,—,2106,
