Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.022,0.38,—,—,—,—,—,2126,
GIS,71,✓✓,22.9%,+0.030,0.28,—,—,—,—,—,2126,
CPB,71,✓✓,26.2%,-0.011,0.00,—,—,—,—,—,2126,
SJM,71,✓✓,25.3%,-0.004,0.31,—,—,—,—,—,2126,
CAG,71,✓✓,27.5%,+0.008,0.07,—,—,—,—,—,2126,
PFE,71,✓✓,25.2%,+0.017,0.01,—,—,—,—,—,2126,
BDX,71,✓✓,24.8%,+0.002,0.00,—,—,—,—,—,2126,
AMT,71,✓✓,27.5%,+0.021,0.19,—,—,—,—,—,2126,
CCI,71,✓✓,27.4%,+0.024,0.00,—,—,—,—,—,2126,
HSY,63,✓ ,23.9%,+0.029,0.67,—,—,—,—,—,2126,
MKC,63,✓ ,25.4%,+0.090,0.05,—,—,—,—,—,2126,
MO,63,✓ ,24.2%,+0.003,0.64,—,—,—,—,—,2126,
BTI,63,✓ ,25.0%,+0.041,0.49,—,—,—,—,—,2126,
ES,63,✓ ,25.9%,+0.042,0.09,—,—,—,—,—,2126,
MDT,63,✓ ,24.3%,+0.047,0.03,—,—,—,—,—,2126,
ABT,63,✓ ,24.8%,+0.000,0.67,—,—,—,—,—,2126,
BMY,63,✓ ,25.0%,+0.040,0.17,—,—,—,—,—,2126,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2126,
TLT,63,✓ ,15.5%,+0.051,0.33,—,—,—,—,—,2126,
CSCO,63,✓ ,27.4%,-0.011,0.66,—,—,—,—,—,2126,
SPG,60,✓ ,39.7%,-0.049,0.30,—,—,—,—,—,2126,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2126,
ZTS,58,✓ ,29.0%,+0.015,0.32,—,—,—,—,—,2126,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2126,
CL,56,✓ ,20.5%,+0.018,0.79,—,—,—,—,—,2126,
PG,56,✓ ,20.1%,+0.012,0.81,—,—,—,—,—,2126,
PM,56,✓ ,26.0%,+0.023,0.83,—,—,—,—,—,2126,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2126,
JNJ,56,✓ ,19.5%,+0.016,0.76,—,—,—,—,—,2126,
MRK,56,✓ ,23.7%,+0.013,0.76,—,—,—,—,—,2126,
HON,56,✓ ,25.1%,+0.027,0.76,—,—,—,—,—,2126,
GLD,56,✓ ,16.8%,-0.010,0.82,—,—,—,—,—,2126,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2126,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2126,
XEL,55,✓ ,22.9%,+0.032,0.68,—,—,—,—,—,2126,
PPL,55,✓ ,24.0%,-0.002,0.69,—,—,—,—,—,2126,
O,55,✓ ,27.3%,+0.032,0.46,—,—,—,—,—,2126,
WPC,55,✓ ,27.5%,+0.074,0.43,—,—,—,—,—,2126,
AVB,55,✓ ,26.2%,+0.030,0.41,—,—,—,—,—,2126,
MAA,55,✓ ,25.4%,-0.010,0.52,—,—,—,—,—,2126,
IWM,55,✓ ,24.5%,+0.050,0.67,—,—,—,—,—,2126,
IEF,54,✓ ,6.9%,+0.023,0.00,—,—,—,—,—,2126,
AFL,53,✓ ,27.4%,-0.064,0.87,—,—,—,—,—,2126,
ABBV,51,✓ ,26.9%,+0.020,0.91,—,—,—,—,—,2126,
AMGN,51,✓ ,25.5%,+0.013,0.90,—,—,—,—,—,2126,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2126,
V,51,✓ ,25.8%,+0.017,0.91,—,—,—,—,—,2126,
PGR,51,✓ ,26.0%,-0.017,0.95,—,—,—,—,—,2126,
FAST,51,✓ ,27.3%,+0.028,0.94,—,—,—,—,—,2126,
QQQ,51,✓ ,23.9%,+0.029,0.92,—,—,—,—,—,2126,
NNN,50,✓ ,29.9%,+0.020,0.38,—,—,—,—,—,2126,
COLD,50,✓ ,32.0%,+0.062,0.11,—,—,—,—,—,2114,
WFC,50,✓ ,34.1%,+0.059,0.42,—,—,—,—,—,2126,
USB,50,✓ ,32.4%,+0.048,0.11,—,—,—,—,—,2126,
META,50,✓ ,41.8%,+0.005,0.64,—,—,—,—,—,2126,
INTC,50,✓ ,47.5%,+0.034,0.15,—,—,—,—,—,2126,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.059,0.70,—,—,—,—,—,2126,
WEC,48,~ ,22.8%,+0.003,0.74,—,—,—,—,—,2126,
FE,47,~ ,26.1%,+0.086,0.60,—,—,—,—,—,2126,
VNQ,47,~ ,22.1%,+0.058,0.60,—,—,—,—,—,2126,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.4%,+0.019,0.48,—,—,—,—,—,2126,
COIN,46,~ ,84.6%,-0.006,0.10,—,—,—,—,—,1301,
PEG,43,~ ,23.0%,+0.066,0.86,—,—,—,—,—,2126,
CI,43,~ ,32.4%,+0.003,0.77,—,—,—,—,—,2126,
EMR,43,~ ,30.8%,+0.017,0.85,—,—,—,—,—,2126,
TRV,43,~ ,26.2%,+0.061,0.87,—,—,—,—,—,2126,
CB,43,~ ,25.2%,+0.092,0.91,—,—,—,—,—,2126,
ITW,43,~ ,25.1%,+0.045,0.87,—,—,—,—,—,2126,
DOV,43,~ ,27.7%,+0.052,0.87,—,—,—,—,—,2126,
ROK,43,~ ,33.1%,+0.004,0.78,—,—,—,—,—,2126,
WM,43,~ ,20.7%,+0.070,0.95,—,—,—,—,—,2126,
RSG,43,~ ,20.2%,+0.089,0.96,—,—,—,—,—,2126,
XLV,43,~ ,17.5%,+0.056,0.90,—,—,—,—,—,2126,
