Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.020,0.37,—,—,—,—,—,2137,
GIS,71,✓✓,23.2%,+0.025,0.26,—,—,—,—,—,2137,
CPB,71,✓✓,26.4%,-0.014,0.00,—,—,—,—,—,2137,
SJM,71,✓✓,25.4%,-0.009,0.31,—,—,—,—,—,2137,
CAG,71,✓✓,27.7%,+0.004,0.08,—,—,—,—,—,2137,
PFE,71,✓✓,25.2%,+0.013,0.01,—,—,—,—,—,2137,
BDX,71,✓✓,24.9%,+0.002,0.00,—,—,—,—,—,2137,
CCI,71,✓✓,27.5%,+0.019,0.00,—,—,—,—,—,2137,
AMT,71,✓✓,27.6%,+0.017,0.19,—,—,—,—,—,2137,
HSY,63,✓ ,24.0%,+0.025,0.67,—,—,—,—,—,2137,
MKC,63,✓ ,25.5%,+0.082,0.04,—,—,—,—,—,2137,
MO,63,✓ ,24.2%,-0.000,0.64,—,—,—,—,—,2137,
BTI,63,✓ ,25.0%,+0.038,0.50,—,—,—,—,—,2137,
ES,63,✓ ,25.8%,+0.041,0.09,—,—,—,—,—,2137,
ABT,63,✓ ,24.8%,+0.000,0.66,—,—,—,—,—,2137,
MDT,63,✓ ,24.4%,+0.046,0.03,—,—,—,—,—,2137,
BMY,63,✓ ,25.1%,+0.036,0.17,—,—,—,—,—,2137,
EQR,63,✓ ,26.4%,+0.056,0.22,—,—,—,—,—,2137,
TLT,63,✓ ,15.4%,+0.051,0.33,—,—,—,—,—,2137,
CSCO,63,✓ ,27.5%,-0.011,0.66,—,—,—,—,—,2137,
SPG,60,✓ ,39.7%,-0.049,0.31,—,—,—,—,—,2137,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.0%,+0.016,0.07,—,—,—,—,—,2137,
ZTS,58,✓ ,29.0%,+0.016,0.29,—,—,—,—,—,2137,
MMM,58,✓ ,28.2%,+0.012,0.00,—,—,—,—,—,2137,
CL,56,✓ ,20.5%,+0.017,0.80,—,—,—,—,—,2137,
PG,56,✓ ,20.1%,+0.011,0.81,—,—,—,—,—,2137,
PM,56,✓ ,26.0%,+0.020,0.83,—,—,—,—,—,2137,
AEP,56,✓ ,22.1%,+0.012,0.79,—,—,—,—,—,2137,
JNJ,56,✓ ,19.6%,+0.009,0.76,—,—,—,—,—,2137,
MRK,56,✓ ,23.8%,+0.010,0.76,—,—,—,—,—,2137,
HON,56,✓ ,25.2%,+0.028,0.76,—,—,—,—,—,2137,
GLD,56,✓ ,16.9%,-0.013,0.82,—,—,—,—,—,2137,
PEP,55,✓ ,21.0%,+0.060,0.70,—,—,—,—,—,2137,
