Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.2%,-0.022,0.39,—,—,—,—,—,2120,
GIS,71,✓✓,22.9%,+0.029,0.29,—,—,—,—,—,2120,
CPB,71,✓✓,26.2%,-0.008,0.00,—,—,—,—,—,2120,
SJM,71,✓✓,25.3%,-0.003,0.30,—,—,—,—,—,2120,
CAG,71,✓✓,27.5%,+0.008,0.06,—,—,—,—,—,2120,
PFE,71,✓✓,25.2%,+0.016,0.01,—,—,—,—,—,2120,
BDX,71,✓✓,24.8%,+0.002,0.00,—,—,—,—,—,2120,
CCI,71,✓✓,27.4%,+0.025,0.00,—,—,—,—,—,2120,
AMT,71,✓✓,27.5%,+0.023,0.19,—,—,—,—,—,2120,
HSY,63,✓ ,23.9%,+0.029,0.67,—,—,—,—,—,2120,
MKC,63,✓ ,25.4%,+0.092,0.05,—,—,—,—,—,2120,
MO,63,✓ ,24.2%,+0.002,0.63,—,—,—,—,—,2120,
BTI,63,✓ ,25.0%,+0.042,0.48,—,—,—,—,—,2120,
ES,63,✓ ,25.9%,+0.043,0.09,—,—,—,—,—,2120,
ABT,63,✓ ,24.7%,-0.002,0.67,—,—,—,—,—,2120,
MDT,63,✓ ,24.3%,+0.048,0.03,—,—,—,—,—,2120,
BMY,63,✓ ,25.0%,+0.037,0.17,—,—,—,—,—,2120,
EQR,63,✓ ,26.4%,+0.057,0.22,—,—,—,—,—,2120,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2120,
CSCO,63,✓ ,27.4%,-0.014,0.67,—,—,—,—,—,2120,
SPG,60,✓ ,39.8%,-0.050,0.30,—,—,—,—,—,2120,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.1%,+0.016,0.07,—,—,—,—,—,2120,
ZTS,58,✓ ,29.0%,+0.015,0.34,—,—,—,—,—,2120,
MMM,58,✓ ,28.2%,+0.011,0.00,—,—,—,—,—,2120,
PG,56,✓ ,20.1%,+0.010,0.81,—,—,—,—,—,2120,
CL,56,✓ ,20.5%,+0.022,0.79,—,—,—,—,—,2120,
PM,56,✓ ,26.0%,+0.022,0.83,—,—,—,—,—,2120,
AEP,56,✓ ,22.1%,+0.013,0.79,—,—,—,—,—,2120,
JNJ,56,✓ ,19.5%,+0.015,0.76,—,—,—,—,—,2120,
MRK,56,✓ ,23.7%,+0.011,0.76,—,—,—,—,—,2120,
HON,56,✓ ,25.0%,+0.026,0.76,—,—,—,—,—,2120,
GLD,56,✓ ,16.7%,-0.017,0.82,—,—,—,—,—,2120,
NEE,55,✓ ,27.1%,+0.078,0.66,—,—,—,—,—,2120,
D,55,✓ ,25.1%,+0.065,0.01,—,—,—,—,—,2120,
XEL,55,✓ ,22.9%,+0.032,0.68,—,—,—,—,—,2120,
PPL,55,✓ ,24.1%,-0.002,0.68,—,—,—,—,—,2120,
O,55,✓ ,27.3%,+0.032,0.45,—,—,—,—,—,2120,
WPC,55,✓ ,27.4%,+0.074,0.43,—,—,—,—,—,2120,
AVB,55,✓ ,26.2%,+0.031,0.41,—,—,—,—,—,2120,
MAA,55,✓ ,25.4%,-0.009,0.52,—,—,—,—,—,2120,
IWM,55,✓ ,24.5%,+0.049,0.66,—,—,—,—,—,2120,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2120,
AFL,53,✓ ,27.5%,-0.065,0.87,—,—,—,—,—,2120,
AMGN,51,✓ ,25.5%,+0.012,0.90,—,—,—,—,—,2120,
ABBV,51,✓ ,26.9%,+0.019,0.91,—,—,—,—,—,2120,
BRK-B,51,✓ ,20.5%,+0.021,0.92,—,—,—,—,—,2120,
V,51,✓ ,25.8%,+0.016,0.91,—,—,—,—,—,2120,
PGR,51,✓ ,26.0%,-0.017,0.95,—,—,—,—,—,2120,
FAST,51,✓ ,27.3%,+0.028,0.94,—,—,—,—,—,2120,
QQQ,51,✓ ,23.9%,+0.028,0.92,—,—,—,—,—,2120,
COLD,50,✓ ,32.0%,+0.059,0.11,—,—,—,—,—,2108,
NNN,50,✓ ,30.0%,+0.020,0.38,—,—,—,—,—,2120,
WFC,50,✓ ,34.2%,+0.058,0.41,—,—,—,—,—,2120,
USB,50,✓ ,32.4%,+0.048,0.11,—,—,—,—,—,2120,
META,50,✓ ,41.8%,+0.005,0.64,—,—,—,—,—,2120,
INTC,50,✓ ,47.3%,+0.037,0.17,—,—,—,—,—,2120,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.061,0.71,—,—,—,—,—,2120,
WEC,48,~ ,22.8%,+0.004,0.74,—,—,—,—,—,2120,
FE,47,~ ,26.1%,+0.087,0.60,—,—,—,—,—,2120,
VNQ,47,~ ,22.1%,+0.057,0.60,—,—,—,—,—,2120,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
COIN,46,~ ,84.7%,-0.007,0.10,—,—,—,—,—,1295,
SHOP,46,~ ,61.5%,+0.018,0.48,—,—,—,—,—,2120,
PEG,43,~ ,23.0%,+0.065,0.86,—,—,—,—,—,2120,
CI,43,~ ,32.5%,+0.003,0.77,—,—,—,—,—,2120,
TRV,43,~ ,26.2%,+0.062,0.87,—,—,—,—,—,2120,
EMR,43,~ ,30.7%,+0.016,0.84,—,—,—,—,—,2120,
ITW,43,~ ,25.1%,+0.044,0.87,—,—,—,—,—,2120,
DOV,43,~ ,27.7%,+0.052,0.86,—,—,—,—,—,2120,
ROK,43,~ ,33.1%,+0.002,0.78,—,—,—,—,—,2120,
WM,43,~ ,20.7%,+0.069,0.95,—,—,—,—,—,2120,
RSG,43,~ ,20.2%,+0.089,0.97,—,—,—,—,—,2120,
XLV,43,~ ,17.5%,+0.054,0.90,—,—,—,—,—,2120,
QCOM,43,~ ,40.9%,-0.005,0.75,—,—,—,—,—,2120,
ELV,42,~ ,32.6%,+0.030,0.51,—,—,—,—,—,2120,
BAC,42,~ ,31.7%,+0.050,0.62,—,—,—,—,—,2120,
ACN,42,~ ,28.5%,+0.032,0.54,—,—,—,—,—,2120,
EXC,40,~ ,24.9%,+0.121,0.79,—,—,—,—,—,2120,
SRE,40,~ ,26.5%,+0.057,0.85,—,—,—,—,—,2120,
ETR,40,~ ,25.4%,+0.057,0.78,—,—,—,—,—,2120,
STAG,40,~ ,27.7%,+0.112,0.78,—,—,—,—,—,2120,
XLF,40,~ ,23.4%,+0.052,0.83,—,—,—,—,—,2120,
MA,38,~ ,28.5%,-0.014,0.90,—,—,—,—,—,2120,
AAPL,38,~ ,30.5%,+0.018,0.90,—,—,—,—,—,2120,
MSFT,38,~ ,28.6%,+0.025,0.91,—,—,—,—,—,2120,
GOOGL,38,~ ,31.0%,-0.001,0.88,—,—,—,—,—,2120,
NVDA,38,~ ,50.6%,+0.017,0.92,—,—,—,—,—,2120,
ETH-USD,38,~ ,70.7%,+0.002,0.60,—,—,—,—,—,3082,
DUK,35,~ ,21.5%,+0.069,0.89,—,—,—,—,—,2120,
SO,35,~ ,23.1%,+0.056,0.94,—,—,—,—,—,2120,
BSX,35,~ ,28.9%,+0.035,0.77,—,—,—,—,—,2120,
PLD,35,~ ,28.4%,+0.060,0.70,—,—,—,—,—,2120,
CB,35,~ ,25.2%,+0.092,0.91,—,—,—,—,—,2120,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.5%,+0.065,0.92,—,—,—,—,—,2120,
SCHD,35,~ ,17.9%,+0.065,0.91,—,—,—,—,—,2120,
XLP,35,~ ,15.6%,+0.043,0.93,—,—,—,—,—,2120,
XLU,35,~ ,20.3%,+0.072,0.89,—,—,—,—,—,2120,
XLI,35,~ ,21.3%,+0.063,0.90,—,—,—,—,—,2120,
DIA,35,~ ,18.9%,+0.067,0.93,—,—,—,—,—,2120,
