Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.018,0.43,—,—,—,—,—,2092,
GIS,71,✓✓,22.9%,+0.028,0.36,—,—,—,—,—,2092,
CPB,71,✓✓,26.2%,-0.008,0.01,—,—,—,—,—,2092,
SJM,71,✓✓,25.1%,-0.001,0.32,—,—,—,—,—,2092,
CAG,71,✓✓,27.5%,+0.007,0.04,—,—,—,—,—,2092,
PFE,71,✓✓,25.3%,+0.015,0.01,—,—,—,—,—,2092,
BDX,71,✓✓,24.7%,-0.005,0.00,—,—,—,—,—,2092,
AMT,71,✓✓,27.5%,+0.022,0.20,—,—,—,—,—,2092,
CCI,71,✓✓,27.3%,+0.025,0.00,—,—,—,—,—,2092,
HSY,63,✓ ,23.8%,+0.027,0.67,—,—,—,—,—,2092,
MKC,63,✓ ,25.4%,+0.090,0.09,—,—,—,—,—,2092,
MO,63,✓ ,24.0%,+0.007,0.62,—,—,—,—,—,2092,
BTI,63,✓ ,24.9%,+0.041,0.46,—,—,—,—,—,2092,
ES,63,✓ ,25.9%,+0.042,0.08,—,—,—,—,—,2092,
MDT,63,✓ ,24.2%,+0.049,0.04,—,—,—,—,—,2092,
BMY,63,✓ ,25.0%,+0.035,0.16,—,—,—,—,—,2092,
ZTS,63,✓ ,27.5%,+0.031,0.42,—,—,—,—,—,2092,
AVB,63,✓ ,26.3%,+0.029,0.41,—,—,—,—,—,2092,
TLT,63,✓ ,15.6%,+0.051,0.32,—,—,—,—,—,2092,
CSCO,63,✓ ,26.9%,-0.015,0.68,—,—,—,—,—,2092,
SPG,60,✓ ,40.0%,-0.049,0.28,—,—,—,—,—,2092,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.4%,+0.016,0.07,—,—,—,—,—,2092,
MMM,58,✓ ,28.3%,+0.011,0.00,—,—,—,—,—,2092,
PG,56,✓ ,20.0%,+0.015,0.82,—,—,—,—,—,2092,
CL,56,✓ ,20.4%,+0.024,0.79,—,—,—,—,—,2092,
PM,56,✓ ,25.9%,+0.020,0.82,—,—,—,—,—,2092,
AEP,56,✓ ,22.0%,+0.010,0.78,—,—,—,—,—,2092,
JNJ,56,✓ ,19.5%,+0.017,0.76,—,—,—,—,—,2092,
ABT,56,✓ ,24.7%,-0.002,0.71,—,—,—,—,—,2092,
MRK,56,✓ ,23.6%,+0.019,0.75,—,—,—,—,—,2092,
HON,56,✓ ,24.9%,+0.028,0.75,—,—,—,—,—,2092,
GLD,56,✓ ,16.6%,-0.016,0.81,—,—,—,—,—,2092,
NEE,55,✓ ,27.1%,+0.074,0.65,—,—,—,—,—,2092,
D,55,✓ ,24.9%,+0.062,0.02,—,—,—,—,—,2092,
XEL,55,✓ ,22.9%,+0.031,0.67,—,—,—,—,—,2092,
PPL,55,✓ ,24.1%,-0.003,0.67,—,—,—,—,—,2092,
O,55,✓ ,27.4%,+0.033,0.44,—,—,—,—,—,2092,
WPC,55,✓ ,27.6%,+0.073,0.40,—,—,—,—,—,2092,
EQR,55,✓ ,26.5%,+0.056,0.21,—,—,—,—,—,2092,
MAA,55,✓ ,25.5%,-0.010,0.53,—,—,—,—,—,2092,
IWM,55,✓ ,24.6%,+0.051,0.65,—,—,—,—,—,2092,
IEF,54,✓ ,6.9%,+0.022,0.00,—,—,—,—,—,2092,
AFL,53,✓ ,27.6%,-0.066,0.86,—,—,—,—,—,2092,
ABBV,51,✓ ,27.0%,+0.018,0.91,—,—,—,—,—,2092,
AMGN,51,✓ ,25.5%,+0.009,0.90,—,—,—,—,—,2092,
BRK-B,51,✓ ,20.6%,+0.023,0.92,—,—,—,—,—,2092,
V,51,✓ ,25.9%,+0.018,0.91,—,—,—,—,—,2092,
PGR,51,✓ ,26.0%,-0.016,0.96,—,—,—,—,—,2092,
FAST,51,✓ ,27.4%,+0.027,0.94,—,—,—,—,—,2092,
QQQ,51,✓ ,23.9%,+0.028,0.91,—,—,—,—,—,2092,
ELV,50,✓ ,32.7%,+0.029,0.51,—,—,—,—,—,2092,
NNN,50,✓ ,30.1%,+0.020,0.36,—,—,—,—,—,2092,
COLD,50,✓ ,31.5%,+0.065,0.09,—,—,—,—,—,2080,
WFC,50,✓ ,34.2%,+0.056,0.40,—,—,—,—,—,2092,
USB,50,✓ ,32.5%,+0.049,0.09,—,—,—,—,—,2092,
META,50,✓ ,41.8%,+0.003,0.63,—,—,—,—,—,2092,
INTC,50,✓ ,46.4%,+0.039,0.30,—,—,—,—,—,2092,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.057,0.71,—,—,—,—,—,2092,
WEC,48,~ ,22.9%,+0.003,0.73,—,—,—,—,—,2092,
IBM,48,~ ,27.3%,+0.040,0.77,—,—,—,—,—,2092,
FE,47,~ ,26.2%,+0.088,0.59,—,—,—,—,—,2092,
VNQ,47,~ ,22.2%,+0.058,0.59,—,—,—,—,—,2092,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.2%,+0.016,0.48,—,—,—,—,—,2092,
COIN,46,~ ,85.1%,-0.008,0.10,—,—,—,—,—,1267,
PEG,43,~ ,23.0%,+0.066,0.86,—,—,—,—,—,2092,
CI,43,~ ,32.5%,+0.005,0.78,—,—,—,—,—,2092,
TRV,43,~ ,26.3%,+0.063,0.86,—,—,—,—,—,2092,
EMR,43,~ ,30.7%,+0.019,0.84,—,—,—,—,—,2092,
ITW,43,~ ,25.2%,+0.046,0.87,—,—,—,—,—,2092,
DOV,43,~ ,27.7%,+0.052,0.86,—,—,—,—,—,2092,
ROK,43,~ ,33.0%,+0.005,0.77,—,—,—,—,—,2092,
WM,43,~ ,20.7%,+0.069,0.95,—,—,—,—,—,2092,
RSG,43,~ ,20.2%,+0.093,0.97,—,—,—,—,—,2092,
XLV,43,~ ,17.5%,+0.054,0.90,—,—,—,—,—,2092,
QCOM,43,~ ,39.3%,+0.015,0.74,—,—,—,—,—,2092,
PLD,42,~ ,28.5%,+0.061,0.69,—,—,—,—,—,2092,
BAC,42,~ ,31.8%,+0.050,0.61,—,—,—,—,—,2092,
ACN,42,~ ,28.2%,+0.035,0.60,—,—,—,—,—,2092,
EXC,40,~ ,25.0%,+0.122,0.79,—,—,—,—,—,2092,
SRE,40,~ ,26.5%,+0.059,0.84,—,—,—,—,—,2092,
ETR,40,~ ,25.4%,+0.056,0.77,—,—,—,—,—,2092,
STAG,40,~ ,27.8%,+0.114,0.78,—,—,—,—,—,2092,
XLF,40,~ ,23.5%,+0.052,0.83,—,—,—,—,—,2092,
MA,38,~ ,28.5%,-0.013,0.91,—,—,—,—,—,2092,
AAPL,38,~ ,30.5%,+0.017,0.90,—,—,—,—,—,2092,
MSFT,38,~ ,28.6%,+0.024,0.92,—,—,—,—,—,2092,
GOOGL,38,~ ,30.8%,-0.003,0.88,—,—,—,—,—,2092,
NVDA,38,~ ,50.7%,+0.016,0.92,—,—,—,—,—,2092,
ETH-USD,38,~ ,71.0%,+0.002,0.61,—,—,—,—,—,3041,
DUK,35,~ ,21.5%,+0.067,0.88,—,—,—,—,—,2092,
SO,35,~ ,23.1%,+0.054,0.94,—,—,—,—,—,2092,
BSX,35,~ ,28.5%,+0.037,0.80,—,—,—,—,—,2092,
CB,35,~ ,25.3%,+0.094,0.90,—,—,—,—,—,2092,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.6%,+0.067,0.92,—,—,—,—,—,2092,
SCHD,35,~ ,18.0%,+0.065,0.90,—,—,—,—,—,2092,
XLP,35,~ ,15.6%,+0.043,0.93,—,—,—,—,—,2092,
XLU,35,~ ,20.3%,+0.070,0.89,—,—,—,—,—,2092,
XLI,35,~ ,21.3%,+0.065,0.89,—,—,—,—,—,2092,
DIA,35,~ ,18.9%,+0.069,0.93,—,—,—,—,—,2092,
TXN,35,~ ,32.7%,+0.074,0.80,—,—,—,—,—,2092,
AMD,31,~ ,55.2%,+0.011,0.80,—,—,—,—,—,2092,
AXP,30,~ ,33.7%,+0.002,0.87,—,—,—,—,—,2092,
GWW,30,~ ,28.9%,+0.034,0.94,—,—,—,—,—,2092,
PH,30,~ ,33.6%,+0.057,0.92,—,—,—,—,—,2092,
CTAS,30,~ ,28.0%,+0.025,0.95,—,—,—,—,—,2092,
ADI,30,~ ,34.2%,+0.055,0.93,—,—,—,—,—,2092,
VICI,27,✗ ,30.3%,+0.031,0.84,—,—,—,—,—,2092,
