Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.018,0.42,—,—,—,—,—,2097,
GIS,71,✓✓,22.9%,+0.029,0.35,—,—,—,—,—,2097,
CPB,71,✓✓,26.2%,-0.008,0.01,—,—,—,—,—,2097,
SJM,71,✓✓,25.1%,-0.001,0.32,—,—,—,—,—,2097,
CAG,71,✓✓,27.5%,+0.008,0.04,—,—,—,—,—,2097,
PFE,71,✓✓,25.3%,+0.014,0.01,—,—,—,—,—,2097,
BDX,71,✓✓,24.7%,-0.005,0.00,—,—,—,—,—,2097,
AMT,71,✓✓,27.5%,+0.022,0.20,—,—,—,—,—,2097,
CCI,71,✓✓,27.3%,+0.025,0.00,—,—,—,—,—,2097,
HSY,63,✓ ,23.8%,+0.027,0.67,—,—,—,—,—,2097,
MKC,63,✓ ,25.4%,+0.092,0.08,—,—,—,—,—,2097,
MO,63,✓ ,24.2%,+0.010,0.62,—,—,—,—,—,2097,
BTI,63,✓ ,24.9%,+0.043,0.47,—,—,—,—,—,2097,
ES,63,✓ ,25.9%,+0.043,0.08,—,—,—,—,—,2097,
MDT,63,✓ ,24.2%,+0.050,0.04,—,—,—,—,—,2097,
BMY,63,✓ ,25.0%,+0.036,0.16,—,—,—,—,—,2097,
ZTS,63,✓ ,27.5%,+0.031,0.41,—,—,—,—,—,2097,
TLT,63,✓ ,15.5%,+0.051,0.32,—,—,—,—,—,2097,
CSCO,63,✓ ,26.9%,-0.018,0.68,—,—,—,—,—,2097,
SPG,60,✓ ,39.9%,-0.049,0.28,—,—,—,—,—,2097,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.3%,+0.016,0.07,—,—,—,—,—,2097,
MMM,58,✓ ,28.3%,+0.010,0.00,—,—,—,—,—,2097,
PG,56,✓ ,20.0%,+0.014,0.82,—,—,—,—,—,2097,
CL,56,✓ ,20.4%,+0.025,0.79,—,—,—,—,—,2097,
PM,56,✓ ,25.9%,+0.020,0.82,—,—,—,—,—,2097,
AEP,56,✓ ,22.1%,+0.012,0.78,—,—,—,—,—,2097,
JNJ,56,✓ ,19.5%,+0.019,0.76,—,—,—,—,—,2097,
ABT,56,✓ ,24.7%,-0.002,0.70,—,—,—,—,—,2097,
MRK,56,✓ ,23.6%,+0.017,0.75,—,—,—,—,—,2097,
HON,56,✓ ,24.9%,+0.026,0.75,—,—,—,—,—,2097,
GLD,56,✓ ,16.7%,-0.018,0.81,—,—,—,—,—,2097,
NEE,55,✓ ,27.1%,+0.079,0.65,—,—,—,—,—,2097,
D,55,✓ ,25.0%,+0.063,0.02,—,—,—,—,—,2097,
XEL,55,✓ ,22.9%,+0.033,0.67,—,—,—,—,—,2097,
PPL,55,✓ ,24.1%,-0.004,0.67,—,—,—,—,—,2097,
O,55,✓ ,27.4%,+0.033,0.44,—,—,—,—,—,2097,
WPC,55,✓ ,27.5%,+0.074,0.41,—,—,—,—,—,2097,
EQR,55,✓ ,26.5%,+0.057,0.21,—,—,—,—,—,2097,
