Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.1%,-0.018,0.45,—,—,—,—,—,2082,
GIS,71,✓✓,22.9%,+0.028,0.39,—,—,—,—,—,2082,
CPB,71,✓✓,26.3%,-0.008,0.02,—,—,—,—,—,2082,
SJM,71,✓✓,25.1%,+0.000,0.33,—,—,—,—,—,2082,
CAG,71,✓✓,27.5%,+0.008,0.03,—,—,—,—,—,2082,
PFE,71,✓✓,25.4%,+0.014,0.01,—,—,—,—,—,2082,
BDX,71,✓✓,24.7%,-0.004,0.00,—,—,—,—,—,2082,
AMT,71,✓✓,27.5%,+0.022,0.21,—,—,—,—,—,2082,
CCI,71,✓✓,27.3%,+0.026,0.00,—,—,—,—,—,2082,
HSY,63,✓ ,23.8%,+0.028,0.68,—,—,—,—,—,2082,
MKC,63,✓ ,25.4%,+0.088,0.10,—,—,—,—,—,2082,
MO,63,✓ ,24.1%,+0.007,0.62,—,—,—,—,—,2082,
BTI,63,✓ ,24.9%,+0.043,0.46,—,—,—,—,—,2082,
XEL,63,✓ ,22.9%,+0.028,0.66,—,—,—,—,—,2082,
ES,63,✓ ,25.9%,+0.041,0.08,—,—,—,—,—,2082,
MDT,63,✓ ,24.2%,+0.050,0.04,—,—,—,—,—,2082,
BMY,63,✓ ,25.0%,+0.035,0.15,—,—,—,—,—,2082,
ZTS,63,✓ ,27.5%,+0.031,0.43,—,—,—,—,—,2082,
TLT,63,✓ ,15.6%,+0.051,0.31,—,—,—,—,—,2082,
CSCO,63,✓ ,26.9%,-0.014,0.68,—,—,—,—,—,2082,
SPG,60,✓ ,40.0%,-0.049,0.27,—,—,—,—,—,2082,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,38.5%,+0.016,0.07,—,—,—,—,—,2082,
MMM,58,✓ ,28.3%,+0.011,0.00,—,—,—,—,—,2082,
PG,56,✓ ,20.0%,+0.015,0.82,—,—,—,—,—,2082,
CL,56,✓ ,20.4%,+0.026,0.79,—,—,—,—,—,2082,
PM,56,✓ ,25.8%,+0.026,0.82,—,—,—,—,—,2082,
AEP,56,✓ ,22.1%,+0.010,0.78,—,—,—,—,—,2082,
JNJ,56,✓ ,19.5%,+0.019,0.75,—,—,—,—,—,2082,
ABT,56,✓ ,24.6%,+0.000,0.72,—,—,—,—,—,2082,
MRK,56,✓ ,23.5%,+0.021,0.75,—,—,—,—,—,2082,
HON,56,✓ ,24.9%,+0.027,0.75,—,—,—,—,—,2082,
GLD,56,✓ ,16.6%,-0.015,0.81,—,—,—,—,—,2082,
NEE,55,✓ ,27.0%,+0.074,0.64,—,—,—,—,—,2082,
D,55,✓ ,25.0%,+0.062,0.02,—,—,—,—,—,2082,
PPL,55,✓ ,24.1%,-0.003,0.67,—,—,—,—,—,2082,
O,55,✓ ,27.5%,+0.033,0.43,—,—,—,—,—,2082,
WPC,55,✓ ,27.6%,+0.073,0.40,—,—,—,—,—,2082,
EQR,55,✓ ,26.5%,+0.058,0.21,—,—,—,—,—,2082,
AVB,55,✓ ,26.3%,+0.032,0.41,—,—,—,—,—,2082,
MAA,55,✓ ,25.4%,-0.008,0.54,—,—,—,—,—,2082,
IWM,55,✓ ,24.6%,+0.051,0.65,—,—,—,—,—,2082,
IEF,54,✓ ,7.0%,+0.023,0.00,—,—,—,—,—,2082,
AFL,53,✓ ,27.6%,-0.065,0.86,—,—,—,—,—,2082,
ABBV,51,✓ ,27.0%,+0.018,0.91,—,—,—,—,—,2082,
AMGN,51,✓ ,25.5%,+0.010,0.90,—,—,—,—,—,2082,
BRK-B,51,✓ ,20.6%,+0.023,0.92,—,—,—,—,—,2082,
V,51,✓ ,25.8%,+0.018,0.91,—,—,—,—,—,2082,
PGR,51,✓ ,26.0%,-0.017,0.96,—,—,—,—,—,2082,
FAST,51,✓ ,27.4%,+0.026,0.94,—,—,—,—,—,2082,
QQQ,51,✓ ,23.9%,+0.027,0.91,—,—,—,—,—,2082,
ELV,50,✓ ,32.6%,+0.030,0.52,—,—,—,—,—,2082,
NNN,50,✓ ,30.1%,+0.019,0.35,—,—,—,—,—,2082,
COLD,50,✓ ,31.4%,+0.062,0.09,—,—,—,—,—,2070,
WFC,50,✓ ,34.3%,+0.056,0.39,—,—,—,—,—,2082,
USB,50,✓ ,32.5%,+0.050,0.08,—,—,—,—,—,2082,
META,50,✓ ,41.9%,+0.003,0.62,—,—,—,—,—,2082,
INTC,50,✓ ,45.7%,+0.040,0.33,—,—,—,—,—,2082,
BTC-USD,50,✓ ,52.3%,-0.003,0.63,—,—,—,—,—,2192,
PEP,48,~ ,20.9%,+0.056,0.71,—,—,—,—,—,2082,
WEC,48,~ ,22.9%,+0.002,0.72,—,—,—,—,—,2082,
IBM,48,~ ,27.2%,+0.045,0.76,—,—,—,—,—,2082,
FE,47,~ ,26.2%,+0.088,0.58,—,—,—,—,—,2082,
VNQ,47,~ ,22.2%,+0.058,0.58,—,—,—,—,—,2082,
TSLA,46,~ ,66.4%,-0.024,0.39,—,—,—,—,—,1508,
SHOP,46,~ ,61.3%,+0.016,0.47,—,—,—,—,—,2082,
COIN,46,~ ,85.2%,-0.007,0.10,—,—,—,—,—,1257,
PEG,43,~ ,23.0%,+0.065,0.86,—,—,—,—,—,2082,
CI,43,~ ,32.5%,+0.005,0.78,—,—,—,—,—,2082,
TRV,43,~ ,26.3%,+0.063,0.86,—,—,—,—,—,2082,
EMR,43,~ ,30.7%,+0.019,0.84,—,—,—,—,—,2082,
ITW,43,~ ,25.2%,+0.045,0.87,—,—,—,—,—,2082,
DOV,43,~ ,27.7%,+0.052,0.86,—,—,—,—,—,2082,
ROK,43,~ ,33.1%,+0.005,0.77,—,—,—,—,—,2082,
WM,43,~ ,20.7%,+0.070,0.95,—,—,—,—,—,2082,
RSG,43,~ ,20.1%,+0.093,0.97,—,—,—,—,—,2082,
XLV,43,~ ,17.5%,+0.056,0.90,—,—,—,—,—,2082,
QCOM,43,~ ,39.1%,+0.014,0.74,—,—,—,—,—,2082,
AMD,43,~ ,55.0%,+0.009,0.80,—,—,—,—,—,2082,
PLD,42,~ ,28.5%,+0.061,0.69,—,—,—,—,—,2082,
BAC,42,~ ,31.9%,+0.051,0.60,—,—,—,—,—,2082,
ACN,42,~ ,28.1%,+0.039,0.62,—,—,—,—,—,2082,
EXC,40,~ ,25.0%,+0.122,0.78,—,—,—,—,—,2082,
SRE,40,~ ,26.6%,+0.057,0.84,—,—,—,—,—,2082,
ETR,40,~ ,25.4%,+0.055,0.77,—,—,—,—,—,2082,
STAG,40,~ ,27.8%,+0.114,0.78,—,—,—,—,—,2082,
XLF,40,~ ,23.5%,+0.053,0.83,—,—,—,—,—,2082,
MA,38,~ ,28.5%,-0.013,0.91,—,—,—,—,—,2082,
AAPL,38,~ ,30.6%,+0.017,0.90,—,—,—,—,—,2082,
MSFT,38,~ ,28.5%,+0.024,0.92,—,—,—,—,—,2082,
GOOGL,38,~ ,30.9%,-0.002,0.88,—,—,—,—,—,2082,
NVDA,38,~ ,50.8%,+0.016,0.92,—,—,—,—,—,2082,
ETH-USD,38,~ ,71.1%,+0.002,0.61,—,—,—,—,—,3027,
DUK,35,~ ,21.5%,+0.066,0.88,—,—,—,—,—,2082,
SO,35,~ ,23.1%,+0.054,0.94,—,—,—,—,—,2082,
BSX,35,~ ,28.2%,+0.038,0.80,—,—,—,—,—,2082,
CB,35,~ ,25.3%,+0.094,0.90,—,—,—,—,—,2082,
SPY,35,~ ,20.8%,+0.063,0.85,—,—,—,—,—,1507,
VYM,35,~ ,17.6%,+0.067,0.92,—,—,—,—,—,2082,
SCHD,35,~ ,18.0%,+0.066,0.90,—,—,—,—,—,2082,
XLP,35,~ ,15.6%,+0.043,0.93,—,—,—,—,—,2082,
XLU,35,~ ,20.3%,+0.069,0.88,—,—,—,—,—,2082,
XLI,35,~ ,21.4%,+0.066,0.89,—,—,—,—,—,2082,
DIA,35,~ ,19.0%,+0.070,0.92,—,—,—,—,—,2082,
TXN,35,~ ,32.2%,+0.069,0.80,—,—,—,—,—,2082,
AXP,30,~ ,33.7%,+0.002,0.87,—,—,—,—,—,2082,
GWW,30,~ ,28.9%,+0.034,0.94,—,—,—,—,—,2082,
PH,30,~ ,33.6%,+0.056,0.92,—,—,—,—,—,2082,
CTAS,30,~ ,28.1%,+0.025,0.96,—,—,—,—,—,2082,
ADI,30,~ ,34.2%,+0.054,0.93,—,—,—,—,—,2082,
VICI,27,✗ ,30.4%,+0.031,0.84,—,—,—,—,—,2082,
JPM,27,✗ ,28.9%,+0.071,0.81,—,—,—,—,—,2082,
K,0,✗ ,0.0%,+0.000,0.00,—,—,—,—,—,0,Sin datos
