Ticker,Score,Grado,Vol. anual,Autocorr 5d,Tendencia R²,Sil. avg,Rev. score,WR +10d,Sharpe est.,Sharpe B&H,Días,Error
KMB,71,✓✓,22.3%,-0.019,0.37,—,—,—,—,—,2159,
GIS,71,✓✓,23.3%,+0.017,0.23,—,—,—,—,—,2159,
CPB,71,✓✓,26.5%,-0.014,0.00,—,—,—,—,—,2159,
SJM,71,✓✓,25.5%,-0.010,0.31,—,—,—,—,—,2159,
CAG,71,✓✓,27.8%,-0.001,0.10,—,—,—,—,—,2159,
PFE,71,✓✓,25.2%,+0.013,0.01,—,—,—,—,—,2159,
BDX,71,✓✓,25.0%,+0.000,0.01,—,—,—,—,—,2159,
CCI,71,✓✓,27.6%,+0.017,0.00,—,—,—,—,—,2159,
AMT,71,✓✓,27.6%,+0.014,0.18,—,—,—,—,—,2159,
HSY,63,✓ ,24.0%,+0.025,0.66,—,—,—,—,—,2159,
MKC,63,✓ ,25.6%,+0.083,0.03,—,—,—,—,—,2159,
MO,63,✓ ,24.4%,-0.001,0.65,—,—,—,—,—,2159,
D,63,✓ ,25.0%,+0.065,0.00,—,—,—,—,—,2159,
ES,63,✓ ,25.8%,+0.042,0.10,—,—,—,—,—,2159,
ABT,63,✓ ,25.0%,-0.001,0.64,—,—,—,—,—,2159,
MDT,63,✓ ,24.4%,+0.047,0.03,—,—,—,—,—,2159,
BMY,63,✓ ,25.2%,+0.033,0.18,—,—,—,—,—,2159,
EQR,63,✓ ,26.3%,+0.056,0.23,—,—,—,—,—,2159,
TLT,63,✓ ,15.4%,+0.051,0.34,—,—,—,—,—,2159,
CSCO,63,✓ ,27.6%,-0.014,0.66,—,—,—,—,—,2159,
SPG,60,✓ ,39.5%,-0.049,0.33,—,—,—,—,—,2159,
KO,58,✓ ,24.1%,-0.028,0.85,—,—,—,—,—,1302,
AES,58,✓ ,37.8%,+0.016,0.07,—,—,—,—,—,2159,
ZTS,58,✓ ,28.9%,+0.016,0.23,—,—,—,—,—,2159,
MMM,58,✓ ,28.2%,+0.013,0.00,—,—,—,—,—,2159,
INTC,58,✓ ,48.4%,+0.027,0.08,—,—,—,—,—,2159,
PG,56,✓ ,20.1%,+0.008,0.80,—,—,—,—,—,2159,
CL,56,✓ ,20.6%,+0.014,0.80,—,—,—,—,—,2159,
PM,56,✓ ,26.1%,+0.018,0.84,—,—,—,—,—,2159,
AEP,56,✓ ,22.0%,+0.012,0.80,—,—,—,—,—,2159,
JNJ,56,✓ ,19.7%,+0.005,0.76,—,—,—,—,—,2159,
MRK,56,✓ ,23.8%,+0.008,0.77,—,—,—,—,—,2159,
GLD,56,✓ ,17.0%,-0.013,0.83,—,—,—,—,—,2159,
PEP,55,✓ ,21.0%,+0.050,0.69,—,—,—,—,—,2159,
BTI,55,✓ ,25.1%,+0.032,0.51,—,—,—,—,—,2159,
